species,pres,dest_use,unit,natvessr,geo\time	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 
MUR,FRE,TOTAL,TPW,TOTAL,RO	: 	: 	: 	: 	: 	: 	1.3 	: 	: 	: 	: 	: 	: 
MUR,FRE_WHL,HCN,EUR,EU,RO	: 	: 	: 	: 	: 	: 	1749.1535 	: 	: 	: 	: 	: 	: 
MUR,FRE_WHL,HCN,EUR,RO,RO	: 	: 	: 	: 	: 	: 	1749.1535 	: 	: 	: 	: 	: 	: 
MUR,FRE_WHL,HCN,EUR,TOTAL,RO	: 	: 	: 	: 	: 	: 	1749.1535 	: 	: 	: 	: 	: 	: 
MUR,FRE_WHL,HCN,EUR_T,EU,RO	: 	: 	: 	: 	: 	: 	1345.5027 	: 	: 	: 	: 	: 	: 
MUR,FRE_WHL,HCN,EUR_T,RO,RO	: 	: 	: 	: 	: 	: 	1345.5027 	: 	: 	: 	: 	: 	: 
MUR,FRE_WHL,HCN,EUR_T,TOTAL,RO	: 	: 	: 	: 	: 	: 	1345.5027 	: 	: 	: 	: 	: 	: 
MUR,FRE_WHL,HCN,TPW,EU,RO	: 	: 	: 	: 	: 	: 	1.3 	: 	: 	: 	: 	: 	: 
MUR,FRE_WHL,HCN,TPW,RO,RO	: 	: 	: 	: 	: 	: 	1.3 	: 	: 	: 	: 	: 	: 
MUR,FRE_WHL,HCN,TPW,TOTAL,RO	: 	: 	: 	: 	: 	: 	1.3 	: 	: 	: 	: 	: 	: 
MUR,FRE_WHL,TOTAL,EUR,EU,RO	: 	: 	: 	: 	: 	: 	1749.1535 	: 	: 	: 	: 	: 	: 
MUR,FRE_WHL,TOTAL,EUR,RO,RO	: 	: 	: 	: 	: 	: 	1749.1535 	: 	: 	: 	: 	: 	: 
MUR,FRE_WHL,TOTAL,EUR,TOTAL,RO	: 	: 	: 	: 	: 	: 	1749.1535 	: 	: 	: 	: 	: 	: 
MUR,FRE_WHL,TOTAL,EUR_T,EU,RO	: 	: 	: 	: 	: 	: 	1345.5027 	: 	: 	: 	: 	: 	: 
MUR,FRE_WHL,TOTAL,EUR_T,RO,RO	: 	: 	: 	: 	: 	: 	1345.5027 	: 	: 	: 	: 	: 	: 
MUR,FRE_WHL,TOTAL,EUR_T,TOTAL,RO	: 	: 	: 	: 	: 	: 	1345.5027 	: 	: 	: 	: 	: 	: 
MUR,FRE_WHL,TOTAL,TPW,EU,RO	: 	: 	: 	: 	: 	: 	1.3 	: 	: 	: 	: 	: 	: 
MUR,FRE_WHL,TOTAL,TPW,RO,RO	: 	: 	: 	: 	: 	: 	1.3 	: 	: 	: 	: 	: 	: 
MUR,FRE_WHL,TOTAL,TPW,TOTAL,RO	: 	: 	: 	: 	: 	: 	1.3 	: 	: 	: 	: 	: 	: 
MUR,TOTAL,HCN,EUR,EU,RO	: 	: 	: 	: 	: 	: 	1749.1535 	: 	: 	: 	: 	: 	: 
MUR,TOTAL,HCN,EUR,RO,RO	: 	: 	: 	: 	: 	: 	1749.1535 	: 	: 	: 	: 	: 	: 
MUR,TOTAL,HCN,EUR,TOTAL,RO	: 	: 	: 	: 	: 	: 	1749.1535 	: 	: 	: 	: 	: 	: 
MUR,TOTAL,HCN,EUR_T,EU,RO	: 	: 	: 	: 	: 	: 	1345.5027 	: 	: 	: 	: 	: 	: 
MUR,TOTAL,HCN,EUR_T,RO,RO	: 	: 	: 	: 	: 	: 	1345.5027 	: 	: 	: 	: 	: 	: 
MUR,TOTAL,HCN,EUR_T,TOTAL,RO	: 	: 	: 	: 	: 	: 	1345.5027 	: 	: 	: 	: 	: 	: 
MUR,TOTAL,HCN,TPW,EU,RO	: 	: 	: 	: 	: 	: 	1.3 	: 	: 	: 	: 	: 	: 
MUR,TOTAL,HCN,TPW,RO,RO	: 	: 	: 	: 	: 	: 	1.3 	: 	: 	: 	: 	: 	: 
MUR,TOTAL,HCN,TPW,TOTAL,RO	: 	: 	: 	: 	: 	: 	1.3 	: 	: 	: 	: 	: 	: 
MUR,TOTAL,TOTAL,EUR,EU,RO	: 	: 	: 	: 	: 	: 	1749.1535 	: 	: 	: 	: 	: 	: 
MUR,TOTAL,TOTAL,EUR,RO,RO	: 	: 	: 	: 	: 	: 	1749.1535 	: 	: 	: 	: 	: 	: 
MUR,TOTAL,TOTAL,EUR,TOTAL,RO	: 	: 	: 	: 	: 	: 	1749.1535 	: 	: 	: 	: 	: 	: 
MUR,TOTAL,TOTAL,EUR_T,EU,RO	: 	: 	: 	: 	: 	: 	1345.5027 	: 	: 	: 	: 	: 	: 
MUR,TOTAL,TOTAL,EUR_T,RO,RO	: 	: 	: 	: 	: 	: 	1345.5027 	: 	: 	: 	: 	: 	: 
MUR,TOTAL,TOTAL,EUR_T,TOTAL,RO	: 	: 	: 	: 	: 	: 	1345.5027 	: 	: 	: 	: 	: 	: 
MUR,TOTAL,TOTAL,TPW,EU,RO	: 	: 	: 	: 	: 	: 	1.3 	: 	: 	: 	: 	: 	: 
MUR,TOTAL,TOTAL,TPW,RO,RO	: 	: 	: 	: 	: 	: 	1.3 	: 	: 	: 	: 	: 	: 
MUR,TOTAL,TOTAL,TPW,TOTAL,RO	: 	: 	: 	: 	: 	: 	1.3 	: 	: 	: 	: 	: 	: 
MUT,FRE,HCN,EUR,EU,RO	: 	5187.3578 e	8227.385 	9640.8335 	12797.132 	3092.0615 	: 	1487.0237 	1211.443 	326.4228 	249.8235 	: 	: 
MUT,FRE,HCN,EUR,RO,RO	: 	5187.3578 e	8227.385 	9640.8335 	12797.132 	3092.0615 	: 	1487.0237 	1211.443 	326.4228 	249.8235 	: 	: 
MUT,FRE,HCN,EUR,TOTAL,RO	: 	5187.3578 e	8227.385 	9640.8335 	12797.132 	3092.0615 	: 	1487.0237 	1211.443 	326.4228 	249.8235 	: 	: 
MUT,FRE,HCN,EUR_T,EU,RO	: 	2074.9431 e	2416.2658 	1891.8433 	1599.6415 	1226.5218 	: 	906.1692 	788.1867 	1632.114 	1249.1175 	: 	: 
MUT,FRE,HCN,EUR_T,RO,RO	: 	2074.9431 e	2416.2658 	1891.8433 	1599.6415 	1226.5218 	: 	906.1692 	788.1867 	1632.114 	1249.1175 	: 	: 
MUT,FRE,HCN,EUR_T,TOTAL,RO	: 	2074.9431 e	2416.2658 	1891.8433 	1599.6415 	1226.5218 	: 	906.1692 	788.1867 	1632.114 	1249.1175 	: 	: 
MUT,FRE,HCN,TPW,EU,RO	: 	2.5 e	3.405 	5.096 	8 	2.521 	: 	1.641 	1.537 	0.2 	0.2 	: 	: 
MUT,FRE,HCN,TPW,RO,RO	: 	2.5 e	3.405 	5.096 	8 	2.521 	: 	1.641 	1.537 	0.2 	0.2 	: 	: 
MUT,FRE,HCN,TPW,TOTAL,RO	: 	2.5 e	3.405 	5.096 	8 	2.521 	: 	1.641 	1.537 	0.2 	0.2 	: 	: 
MUT,FRE,TOTAL,EUR,EU,RO	: 	5187.3578 e	8227.385 	9640.8335 	12797.132 	3092.0615 	: 	1487.0237 	1211.443 	326.4228 	249.8235 	: 	: 
MUT,FRE,TOTAL,EUR,RO,RO	: 	5187.3578 e	8227.385 	9640.8335 	12797.132 	3092.0615 	: 	1487.0237 	1211.443 	326.4228 	249.8235 	: 	: 
MUT,FRE,TOTAL,EUR,TOTAL,RO	: 	5187.3578 e	8227.385 	9640.8335 	12797.132 	3092.0615 	: 	1487.0237 	1211.443 	326.4228 	249.8235 	: 	: 
MUT,FRE,TOTAL,EUR_T,EU,RO	: 	2074.9431 e	2416.2658 	1891.8433 	1599.6415 	1226.5218 	: 	906.1692 	788.1867 	1632.114 	1249.1175 	: 	: 
MUT,FRE,TOTAL,EUR_T,RO,RO	: 	2074.9431 e	2416.2658 	1891.8433 	1599.6415 	1226.5218 	: 	906.1692 	788.1867 	1632.114 	1249.1175 	: 	: 
MUT,FRE,TOTAL,EUR_T,TOTAL,RO	: 	2074.9431 e	2416.2658 	1891.8433 	1599.6415 	1226.5218 	: 	906.1692 	788.1867 	1632.114 	1249.1175 	: 	: 
MUT,FRE,TOTAL,TPW,EU,RO	: 	2.5 e	3.405 	5.096 	8 	2.521 	: 	1.641 	1.537 	0.2 	0.2 	: 	: 
MUT,FRE,TOTAL,TPW,RO,RO	: 	2.5 e	3.405 	5.096 	8 	2.521 	: 	1.641 	1.537 	0.2 	0.2 	: 	: 
MUT,FRE,TOTAL,TPW,TOTAL,RO	: 	2.5 e	3.405 	5.096 	8 	2.521 	: 	1.641 	1.537 	0.2 	0.2 	: 	: 
MUT,FRE_WHL,HCN,EUR,EU,RO	: 	5187.3578 e	8227.385 	9640.8335 	12854.1528 	3092.0615 	: 	1451.6642 	1211.443 	326.4228 	249.8235 	: 	: 
MUT,FRE_WHL,HCN,EUR,RO,RO	: 	5187.3578 e	8227.385 	9640.8335 	12854.1528 	3092.0615 	: 	1451.6642 	1211.443 	326.4228 	249.8235 	: 	: 
MUT,FRE_WHL,HCN,EUR,TOTAL,RO	: 	5187.3578 e	8227.385 	9640.8335 	12854.1528 	3092.0615 	: 	1451.6642 	1211.443 	326.4228 	249.8235 	: 	: 
MUT,FRE_WHL,HCN,EUR_T,EU,RO	: 	2074.9431 e	2416.2658 	1891.8433 	1606.7691 	1226.5218 	: 	884.6217 	788.1867 	1632.114 	1249.1175 	: 	: 
MUT,FRE_WHL,HCN,EUR_T,RO,RO	: 	2074.9431 e	2416.2658 	1891.8433 	1606.7691 	1226.5218 	: 	884.6217 	788.1867 	1632.114 	1249.1175 	: 	: 
MUT,FRE_WHL,HCN,EUR_T,TOTAL,RO	: 	2074.9431 e	2416.2658 	1891.8433 	1606.7691 	1226.5218 	: 	884.6217 	788.1867 	1632.114 	1249.1175 	: 	: 
MUT,FRE_WHL,HCN,TPW,EU,RO	: 	2.5 e	3.405 	5.096 	8 	2.521 	: 	1.641 	1.537 	0.2 	0.2 	: 	: 
MUT,FRE_WHL,HCN,TPW,RO,RO	: 	2.5 e	3.405 	5.096 	8 	2.521 	: 	1.641 	1.537 	0.2 	0.2 	: 	: 
MUT,FRE_WHL,HCN,TPW,TOTAL,RO	: 	2.5 e	3.405 	5.096 	8 	2.521 	: 	1.641 	1.537 	0.2 	0.2 	: 	: 
MUT,FRE_WHL,TOTAL,EUR,EU,RO	: 	5187.3578 e	8227.385 	9640.8335 	12797.132 	3092.0615 	: 	1487.0237 	1211.443 	326.4228 	249.8235 	: 	: 
MUT,FRE_WHL,TOTAL,EUR,RO,RO	: 	5187.3578 e	8227.385 	9640.8335 	12797.132 	3092.0615 	: 	1487.0237 	1211.443 	326.4228 	249.8235 	: 	: 
MUT,FRE_WHL,TOTAL,EUR,TOTAL,RO	: 	5187.3578 e	8227.385 	9640.8335 	12797.132 	3092.0615 	: 	1487.0237 	1211.443 	326.4228 	249.8235 	: 	: 
MUT,FRE_WHL,TOTAL,EUR_T,EU,RO	: 	2074.9431 e	2416.2658 	1891.8433 	1599.6415 	1226.5218 	: 	906.1692 	788.1867 	1632.114 	1249.1175 	: 	: 
MUT,FRE_WHL,TOTAL,EUR_T,RO,RO	: 	2074.9431 e	2416.2658 	1891.8433 	1599.6415 	1226.5218 	: 	906.1692 	788.1867 	1632.114 	1249.1175 	: 	: 
MUT,FRE_WHL,TOTAL,EUR_T,TOTAL,RO	: 	2074.9431 e	2416.2658 	1891.8433 	1599.6415 	1226.5218 	: 	906.1692 	788.1867 	1632.114 	1249.1175 	: 	: 
MUT,FRE_WHL,TOTAL,TPW,EU,RO	: 	2.5 e	3.405 	5.096 	8 	2.521 	: 	1.641 	1.537 	0.2 	0.2 	: 	: 
MUT,FRE_WHL,TOTAL,TPW,RO,RO	: 	2.5 e	3.405 	5.096 	8 	2.521 	: 	1.641 	1.537 	0.2 	0.2 	: 	: 
MUT,FRE_WHL,TOTAL,TPW,TOTAL,RO	: 	2.5 e	3.405 	5.096 	8 	2.521 	: 	1.641 	1.537 	0.2 	0.2 	: 	: 
MUT,TOTAL,HCN,EUR,EU,RO	: 	5187.3578 e	8227.385 	9640.8335 	12797.132 	3092.0615 	: 	1487.0237 	1211.443 	326.4228 	249.8235 	: 	: 
MUT,TOTAL,HCN,EUR,RO,RO	: 	5187.3578 e	8227.385 	9640.8335 	12797.132 	3092.0615 	: 	1487.0237 	1211.443 	326.4228 	249.8235 	: 	: 
MUT,TOTAL,HCN,EUR,TOTAL,RO	: 	5187.3578 e	8227.385 	9640.8335 	12797.132 	3092.0615 	: 	1487.0237 	1211.443 	326.4228 	249.8235 	: 	: 
MUT,TOTAL,HCN,EUR_T,EU,RO	: 	2074.9431 e	2416.2658 	1891.8433 	1599.6415 	1226.5218 	: 	906.1692 	788.1867 	1632.114 	1249.1175 	: 	: 
MUT,TOTAL,HCN,EUR_T,RO,RO	: 	2074.9431 e	2416.2658 	1891.8433 	1599.6415 	1226.5218 	: 	906.1692 	788.1867 	1632.114 	1249.1175 	: 	: 
MUT,TOTAL,HCN,EUR_T,TOTAL,RO	: 	2074.9431 e	2416.2658 	1891.8433 	1599.6415 	1226.5218 	: 	906.1692 	788.1867 	1632.114 	1249.1175 	: 	: 
MUT,TOTAL,HCN,TPW,EU,RO	: 	2.5 e	3.405 	5.096 	8 	2.521 	: 	1.641 	1.537 	0.2 	0.2 	: 	: 
MUT,TOTAL,HCN,TPW,RO,RO	: 	2.5 e	3.405 	5.096 	8 	2.521 	: 	1.641 	1.537 	0.2 	0.2 	: 	: 
MUT,TOTAL,HCN,TPW,TOTAL,RO	: 	2.5 e	3.405 	5.096 	8 	2.521 	: 	1.641 	1.537 	0.2 	0.2 	: 	: 
MUT,TOTAL,TOTAL,EUR,EU,RO	: 	5187.3578 e	8227.385 	9640.8335 	12797.132 	3092.0615 	: 	1487.0237 	1211.443 	326.4228 	249.8235 	: 	: 
MUT,TOTAL,TOTAL,EUR,RO,RO	: 	5187.3578 e	8227.385 	9640.8335 	12797.132 	3092.0615 	: 	1487.0237 	1211.443 	326.4228 	249.8235 	: 	: 
MUT,TOTAL,TOTAL,EUR,TOTAL,RO	: 	5187.3578 e	8227.385 	9640.8335 	12797.132 	3092.0615 	: 	1487.0237 	1211.443 	326.4228 	249.8235 	: 	: 
MUT,TOTAL,TOTAL,EUR_T,EU,RO	: 	2074.9431 e	2416.2658 	1891.8433 	1599.6415 	1226.5218 	: 	906.1692 	788.1867 	1632.114 	1249.1175 	: 	: 
MUT,TOTAL,TOTAL,EUR_T,RO,RO	: 	2074.9431 e	2416.2658 	1891.8433 	1599.6415 	1226.5218 	: 	906.1692 	788.1867 	1632.114 	1249.1175 	: 	: 
MUT,TOTAL,TOTAL,EUR_T,TOTAL,RO	: 	2074.9431 e	2416.2658 	1891.8433 	1599.6415 	1226.5218 	: 	906.1692 	788.1867 	1632.114 	1249.1175 	: 	: 
MUT,TOTAL,TOTAL,TPW,EU,RO	: 	2.5 e	3.405 	5.096 	8 	2.521 	: 	1.641 	1.537 	0.2 	0.2 	: 	: 
MUT,TOTAL,TOTAL,TPW,RO,RO	: 	2.5 e	3.405 	5.096 	8 	2.521 	: 	1.641 	1.537 	0.2 	0.2 	: 	: 
MUT,TOTAL,TOTAL,TPW,TOTAL,RO	: 	2.5 e	3.405 	5.096 	8 	2.521 	: 	1.641 	1.537 	0.2 	0.2 	: 	: 
MUX,FRE,HCN,EUR,EU,RO	10727.0949 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1499.1155 	638.153 
MUX,FRE,HCN,EUR,RO,RO	10727.0949 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1499.1155 	638.153 
MUX,FRE,HCN,EUR,TOTAL,RO	10727.0949 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1499.1155 	638.153 
MUX,FRE,HCN,EUR_T,EU,RO	1424.581 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1499.1155 	2127.1768 
MUX,FRE,HCN,EUR_T,RO,RO	1424.581 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1499.1155 	2127.1768 
MUX,FRE,HCN,EUR_T,TOTAL,RO	1424.581 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1499.1155 	2127.1768 
MUX,FRE,HCN,TPW,EU,RO	7.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	0.3 
MUX,FRE,HCN,TPW,RO,RO	7.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	0.3 
MUX,FRE,HCN,TPW,TOTAL,RO	7.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	0.3 
MUX,FRE,TOTAL,EUR,EU,RO	10727.0949 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1499.1155 	638.153 
MUX,FRE,TOTAL,EUR,RO,RO	10727.0949 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1499.1155 	638.153 
MUX,FRE,TOTAL,EUR,TOTAL,RO	10727.0949 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1499.1155 	638.153 
MUX,FRE,TOTAL,EUR_T,EU,RO	1424.581 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1499.1155 	2127.1768 
MUX,FRE,TOTAL,EUR_T,RO,RO	1424.581 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1499.1155 	2127.1768 
MUX,FRE,TOTAL,EUR_T,TOTAL,RO	1424.581 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1499.1155 	2127.1768 
MUX,FRE,TOTAL,TPW,EU,RO	7.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	0.3 
MUX,FRE,TOTAL,TPW,RO,RO	7.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	0.3 
MUX,FRE,TOTAL,TPW,TOTAL,RO	7.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	0.3 
MUX,FRE_WHL,HCN,EUR,EU,RO	10727.0949 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1499.1155 	638.153 
MUX,FRE_WHL,HCN,EUR,RO,RO	10727.0949 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1499.1155 	638.153 
MUX,FRE_WHL,HCN,EUR,TOTAL,RO	10727.0949 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1499.1155 	638.153 
MUX,FRE_WHL,HCN,EUR_T,EU,RO	1424.581 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1499.1155 	2127.1768 
MUX,FRE_WHL,HCN,EUR_T,RO,RO	1424.581 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1499.1155 	2127.1768 
MUX,FRE_WHL,HCN,EUR_T,TOTAL,RO	1424.581 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1499.1155 	2127.1768 
MUX,FRE_WHL,HCN,TPW,EU,RO	7.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	0.3 
MUX,FRE_WHL,HCN,TPW,RO,RO	7.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	0.3 
MUX,FRE_WHL,HCN,TPW,TOTAL,RO	7.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	0.3 
MUX,FRE_WHL,TOTAL,EUR,EU,RO	10727.0949 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1499.1155 	638.153 
MUX,FRE_WHL,TOTAL,EUR,RO,RO	10727.0949 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1499.1155 	638.153 
MUX,FRE_WHL,TOTAL,EUR,TOTAL,RO	10727.0949 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1499.1155 	638.153 
MUX,FRE_WHL,TOTAL,EUR_T,EU,RO	1424.581 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1499.1155 	2127.1768 
MUX,FRE_WHL,TOTAL,EUR_T,RO,RO	1424.581 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1499.1155 	2127.1768 
MUX,FRE_WHL,TOTAL,EUR_T,TOTAL,RO	1424.581 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1499.1155 	2127.1768 
MUX,FRE_WHL,TOTAL,TPW,EU,RO	7.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	0.3 
MUX,FRE_WHL,TOTAL,TPW,RO,RO	7.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	0.3 
MUX,FRE_WHL,TOTAL,TPW,TOTAL,RO	7.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	0.3 
MUX,TOTAL,HCN,EUR,EU,RO	10727.0949 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1499.1155 	638.153 
MUX,TOTAL,HCN,EUR,RO,RO	10727.0949 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1499.1155 	638.153 
MUX,TOTAL,HCN,EUR,TOTAL,RO	10727.0949 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1499.1155 	638.153 
MUX,TOTAL,HCN,EUR_T,EU,RO	1424.581 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1499.1155 	2127.1768 
MUX,TOTAL,HCN,EUR_T,RO,RO	1424.581 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1499.1155 	2127.1768 
MUX,TOTAL,HCN,EUR_T,TOTAL,RO	1424.581 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1499.1155 	2127.1768 
MUX,TOTAL,HCN,TPW,EU,RO	7.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	0.3 
MUX,TOTAL,HCN,TPW,RO,RO	7.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	0.3 
MUX,TOTAL,HCN,TPW,TOTAL,RO	7.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	0.3 
MUX,TOTAL,TOTAL,EUR,EU,RO	10727.0949 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1499.1155 	638.153 
MUX,TOTAL,TOTAL,EUR,RO,RO	10727.0949 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1499.1155 	638.153 
MUX,TOTAL,TOTAL,EUR,TOTAL,RO	10727.0949 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1499.1155 	638.153 
MUX,TOTAL,TOTAL,EUR_T,EU,RO	1424.581 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1499.1155 	2127.1768 
MUX,TOTAL,TOTAL,EUR_T,RO,RO	1424.581 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1499.1155 	2127.1768 
MUX,TOTAL,TOTAL,EUR_T,TOTAL,RO	1424.581 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1499.1155 	2127.1768 
MUX,TOTAL,TOTAL,TPW,EU,RO	7.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	0.3 
MUX,TOTAL,TOTAL,TPW,RO,RO	7.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	0.3 
MUX,TOTAL,TOTAL,TPW,TOTAL,RO	7.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	0.3 
MZZ,FRE,HCN,EUR,EU,RO	46210.8514 	20482.8399 e	48957.4914 	25706.1748 	6972.1072 	2357.9995 	9364.6986 	3907.4257 	25207.2167 	: 	325.8568 	689.5931 	22548.073 
MZZ,FRE,HCN,EUR,RO,RO	46210.8514 	20482.8399 e	48957.4914 	25706.1748 	6972.1072 	2357.9995 	9364.6986 	3907.4257 	25207.2167 	: 	325.8568 	689.5931 	22548.073 
MZZ,FRE,HCN,EUR,TOTAL,RO	46210.8514 	20482.8399 e	48957.4914 	25706.1748 	6972.1072 	2357.9995 	9364.6986 	3907.4257 	25207.2167 	: 	325.8568 	689.5931 	22548.073 
MZZ,FRE,HCN,EUR_T,EU,RO	3723.6786 	3793.1185 e	4204.5252 	3853.4215 	871.5134 	2357.9995 	2926.4683 	2440.6157 	1704.5724 	: 	271.5473 	689.5931 	709.0589 
MZZ,FRE,HCN,EUR_T,RO,RO	3723.6786 	3793.1185 e	4204.5252 	3853.4215 	871.5134 	2357.9995 	2926.4683 	2440.6157 	1704.5724 	: 	271.5473 	689.5931 	709.0589 
MZZ,FRE,HCN,EUR_T,TOTAL,RO	3723.6786 	3793.1185 e	4204.5252 	3853.4215 	871.5134 	2357.9995 	2926.4683 	2440.6157 	1704.5724 	: 	271.5473 	689.5931 	709.0589 
MZZ,FRE,HCN,TPW,EU,RO	12.41 	5.4 e	11.644 	6.671 	8 	1 	3.2 	1.601 	14.788 	: 	1.2 	1 	31.8 
MZZ,FRE,HCN,TPW,RO,RO	12.41 	5.4 e	11.644 	6.671 	8 	1 	3.2 	1.601 	14.788 	: 	1.2 	1 	31.8 
MZZ,FRE,HCN,TPW,TOTAL,RO	12.41 	5.4 e	11.644 	6.671 	8 	1 	3.2 	1.601 	14.788 	: 	1.2 	1 	31.8 
MZZ,FRE,TOTAL,EUR,EU,RO	46210.8514 	20482.8399 e	48957.4914 	25706.1748 	6972.1072 	2357.9995 	9364.6986 	3907.4257 	25207.2167 	: 	325.8568 	689.5931 	22548.073 
MZZ,FRE,TOTAL,EUR,RO,RO	46210.8514 	20482.8399 e	48957.4914 	25706.1748 	6972.1072 	2357.9995 	9364.6986 	3907.4257 	25207.2167 	: 	325.8568 	689.5931 	22548.073 
MZZ,FRE,TOTAL,EUR,TOTAL,RO	46210.8514 	20482.8399 e	48957.4914 	25706.1748 	6972.1072 	2357.9995 	9364.6986 	3907.4257 	25207.2167 	: 	325.8568 	689.5931 	22548.073 
MZZ,FRE,TOTAL,EUR_T,EU,RO	3723.6786 	3793.1185 e	4204.5252 	3853.4215 	871.5134 	2357.9995 	2926.4683 	2440.6157 	1704.5724 	: 	271.5473 	689.5931 	709.0589 
MZZ,FRE,TOTAL,EUR_T,RO,RO	3723.6786 	3793.1185 e	4204.5252 	3853.4215 	871.5134 	2357.9995 	2926.4683 	2440.6157 	1704.5724 	: 	271.5473 	689.5931 	709.0589 
MZZ,FRE,TOTAL,EUR_T,TOTAL,RO	3723.6786 	3793.1185 e	4204.5252 	3853.4215 	871.5134 	2357.9995 	2926.4683 	2440.6157 	1704.5724 	: 	271.5473 	689.5931 	709.0589 
MZZ,FRE,TOTAL,TPW,EU,RO	12.41 	5.4 e	11.644 	6.671 	8 	1 	3.2 	1.601 	14.788 	: 	1.2 	1 	31.8 
MZZ,FRE,TOTAL,TPW,RO,RO	12.41 	5.4 e	11.644 	6.671 	8 	1 	3.2 	1.601 	14.788 	: 	1.2 	1 	31.8 
MZZ,FRE,TOTAL,TPW,TOTAL,RO	12.41 	5.4 e	11.644 	6.671 	8 	1 	3.2 	1.601 	14.788 	: 	1.2 	1 	31.8 
MZZ,FRE_WHL,HCN,EUR,EU,RO	46210.8514 	20482.8399 e	48957.4914 	25706.1748 	7003.1728 	2357.9995 	9364.6986 	3814.5125 	25207.2167 	: 	325.8568 	689.5931 	22548.073 
MZZ,FRE_WHL,HCN,EUR,RO,RO	46210.8514 	20482.8399 e	48957.4914 	25706.1748 	7003.1728 	2357.9995 	9364.6986 	3814.5125 	25207.2167 	: 	325.8568 	689.5931 	22548.073 
MZZ,FRE_WHL,HCN,EUR,TOTAL,RO	46210.8514 	20482.8399 e	48957.4914 	25706.1748 	7003.1728 	2357.9995 	9364.6986 	3814.5125 	25207.2167 	: 	325.8568 	689.5931 	22548.073 
MZZ,FRE_WHL,HCN,EUR_T,EU,RO	3723.6786 	3793.1185 e	4204.5252 	3853.4215 	875.3966 	2357.9995 	2926.4683 	2382.5812 	1704.5724 	: 	271.5473 	689.5931 	709.0589 
