species,pres,dest_use,unit,natvessr,geo\time	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 
BLU,FRE,HCN,TPW,EU,RO	: 	: 	: 	: 	: 	1 	: 	0 	0 	: 	: 	: 	0.2 
BLU,FRE,HCN,TPW,RO,RO	: 	: 	: 	: 	: 	1 	: 	0 	0 	: 	: 	: 	0.2 
BLU,FRE,HCN,TPW,TOTAL,RO	: 	: 	: 	: 	: 	1 	: 	0 	0 	: 	: 	: 	0.2 
BLU,FRE,TOTAL,EUR,EU,RO	: 	: 	: 	: 	: 	3405.7479 	: 	0 	: 	: 	: 	: 	567.2471 
BLU,FRE,TOTAL,EUR,RO,RO	: 	: 	: 	: 	: 	3405.7479 	: 	0 	: 	: 	: 	: 	567.2471 
BLU,FRE,TOTAL,EUR,TOTAL,RO	: 	: 	: 	: 	: 	3405.7479 	: 	0 	: 	: 	: 	: 	567.2471 
BLU,FRE,TOTAL,EUR_T,EU,RO	: 	: 	: 	: 	: 	3405.7479 	: 	: 	: 	: 	: 	: 	2836.2357 
BLU,FRE,TOTAL,EUR_T,RO,RO	: 	: 	: 	: 	: 	3405.7479 	: 	: 	: 	: 	: 	: 	2836.2357 
BLU,FRE,TOTAL,EUR_T,TOTAL,RO	: 	: 	: 	: 	: 	3405.7479 	: 	: 	: 	: 	: 	: 	2836.2357 
BLU,FRE,TOTAL,TPW,EU,RO	: 	: 	: 	: 	: 	1 	: 	0 	0 	: 	: 	: 	0.2 
BLU,FRE,TOTAL,TPW,RO,RO	: 	: 	: 	: 	: 	1 	: 	0 	0 	: 	: 	: 	0.2 
BLU,FRE,TOTAL,TPW,TOTAL,RO	: 	: 	: 	: 	: 	1 	: 	0 	0 	: 	: 	: 	0.2 
BLU,FRE_WHL,HCN,EUR,EU,RO	: 	: 	: 	: 	: 	3405.7479 	: 	0 	: 	: 	: 	: 	567.2471 
BLU,FRE_WHL,HCN,EUR,RO,RO	: 	: 	: 	: 	: 	3405.7479 	: 	0 	: 	: 	: 	: 	567.2471 
BLU,FRE_WHL,HCN,EUR,TOTAL,RO	: 	: 	: 	: 	: 	3405.7479 	: 	0 	: 	: 	: 	: 	567.2471 
BLU,FRE_WHL,HCN,EUR_T,EU,RO	: 	: 	: 	: 	: 	3405.7479 	: 	0 	: 	: 	: 	: 	2836.2357 
BLU,FRE_WHL,HCN,EUR_T,RO,RO	: 	: 	: 	: 	: 	3405.7479 	0 	0 	: 	: 	: 	: 	2836.2357 
BLU,FRE_WHL,HCN,EUR_T,TOTAL,RO	: 	: 	: 	: 	: 	3405.7479 	: 	0 	: 	: 	: 	: 	2836.2357 
BLU,FRE_WHL,HCN,TPW,EU,RO	: 	: 	: 	: 	: 	1 	: 	0 	0 	: 	: 	: 	0.2 
BLU,FRE_WHL,HCN,TPW,RO,RO	: 	: 	: 	: 	: 	1 	: 	0 	0 	: 	: 	: 	0.2 
BLU,FRE_WHL,HCN,TPW,TOTAL,RO	: 	: 	: 	: 	: 	1 	: 	0 	0 	: 	: 	: 	0.2 
BLU,FRE_WHL,TOTAL,EUR,EU,RO	: 	: 	: 	: 	: 	3405.7479 	: 	0 	: 	: 	: 	: 	567.2471 
BLU,FRE_WHL,TOTAL,EUR,RO,RO	: 	: 	: 	: 	: 	3405.7479 	: 	0 	: 	: 	: 	: 	567.2471 
BLU,FRE_WHL,TOTAL,EUR,TOTAL,RO	: 	: 	: 	: 	: 	3405.7479 	: 	0 	: 	: 	: 	: 	567.2471 
BLU,FRE_WHL,TOTAL,EUR_T,EU,RO	: 	: 	: 	: 	: 	3405.7479 	: 	: 	: 	: 	: 	: 	2836.2357 
BLU,FRE_WHL,TOTAL,EUR_T,RO,RO	: 	: 	: 	: 	: 	3405.7479 	: 	: 	: 	: 	: 	: 	2836.2357 
BLU,FRE_WHL,TOTAL,EUR_T,TOTAL,RO	: 	: 	: 	: 	: 	3405.7479 	: 	: 	: 	: 	: 	: 	2836.2357 
BLU,FRE_WHL,TOTAL,TPW,EU,RO	: 	: 	: 	: 	: 	1 	: 	0 	0 	: 	: 	: 	0.2 
BLU,FRE_WHL,TOTAL,TPW,RO,RO	: 	: 	: 	: 	: 	1 	: 	0 	0 	: 	: 	: 	0.2 
BLU,FRE_WHL,TOTAL,TPW,TOTAL,RO	: 	: 	: 	: 	: 	1 	: 	0 	0 	: 	: 	: 	0.2 
BLU,TOTAL,HCN,EUR,EU,RO	: 	: 	: 	: 	: 	3405.7479 	: 	0 	: 	: 	: 	: 	567.2471 
BLU,TOTAL,HCN,EUR,RO,RO	: 	: 	: 	: 	: 	3405.7479 	: 	0 	: 	: 	: 	: 	567.2471 
BLU,TOTAL,HCN,EUR,TOTAL,RO	: 	: 	: 	: 	: 	3405.7479 	: 	0 	: 	: 	: 	: 	567.2471 
BLU,TOTAL,HCN,EUR_T,EU,RO	: 	: 	: 	: 	: 	3405.7479 	: 	: 	: 	: 	: 	: 	2836.2357 
BLU,TOTAL,HCN,EUR_T,RO,RO	: 	: 	: 	: 	: 	3405.7479 	: 	: 	: 	: 	: 	: 	2836.2357 
BLU,TOTAL,HCN,EUR_T,TOTAL,RO	: 	: 	: 	: 	: 	3405.7479 	: 	: 	: 	: 	: 	: 	2836.2357 
BLU,TOTAL,HCN,TPW,EU,RO	: 	: 	: 	: 	: 	1 	: 	0 	0 	: 	: 	: 	0.2 
BLU,TOTAL,HCN,TPW,RO,RO	: 	: 	: 	: 	: 	1 	: 	0 	0 	: 	: 	: 	0.2 
BLU,TOTAL,HCN,TPW,TOTAL,RO	: 	: 	: 	: 	: 	1 	: 	0 	0 	: 	: 	: 	0.2 
BLU,TOTAL,TOTAL,EUR,EU,RO	: 	: 	: 	: 	: 	3405.7479 	: 	0 	: 	: 	: 	: 	567.2471 
BLU,TOTAL,TOTAL,EUR,RO,RO	: 	: 	: 	: 	: 	3405.7479 	: 	0 	: 	: 	: 	: 	567.2471 
BLU,TOTAL,TOTAL,EUR,TOTAL,RO	: 	: 	: 	: 	: 	3405.7479 	: 	0 	: 	: 	: 	: 	567.2471 
BLU,TOTAL,TOTAL,EUR_T,EU,RO	: 	: 	: 	: 	: 	3405.7479 	: 	: 	: 	: 	: 	: 	2836.2357 
BLU,TOTAL,TOTAL,EUR_T,RO,RO	: 	: 	: 	: 	: 	3405.7479 	: 	: 	: 	: 	: 	: 	2836.2357 
BLU,TOTAL,TOTAL,EUR_T,TOTAL,RO	: 	: 	: 	: 	: 	3405.7479 	: 	: 	: 	: 	: 	: 	2836.2357 
BLU,TOTAL,TOTAL,TPW,EU,RO	: 	: 	: 	: 	: 	1 	: 	0 	0 	: 	: 	: 	0.2 
BLU,TOTAL,TOTAL,TPW,RO,RO	: 	: 	: 	: 	: 	1 	: 	0 	0 	: 	: 	: 	0.2 
BLU,TOTAL,TOTAL,TPW,TOTAL,RO	: 	: 	: 	: 	: 	1 	: 	0 	0 	: 	: 	: 	0.2 
BON,FRE,HCN,EUR,EU,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	680.6966 
BON,FRE,HCN,EUR,RO,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	680.6966 
BON,FRE,HCN,EUR,TOTAL,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	680.6966 
BON,FRE,HCN,EUR_T,EU,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3403.4829 
BON,FRE,HCN,EUR_T,RO,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3403.4829 
BON,FRE,HCN,EUR_T,TOTAL,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3403.4829 
BON,FRE,HCN,TPW,EU,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.2 
BON,FRE,HCN,TPW,RO,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.2 
BON,FRE,HCN,TPW,TOTAL,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.2 
BON,FRE,TOTAL,EUR,EU,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	680.6966 
BON,FRE,TOTAL,EUR,RO,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	680.6966 
BON,FRE,TOTAL,EUR,TOTAL,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	680.6966 
BON,FRE,TOTAL,EUR_T,EU,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3403.4829 
BON,FRE,TOTAL,EUR_T,RO,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3403.4829 
BON,FRE,TOTAL,EUR_T,TOTAL,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3403.4829 
BON,FRE,TOTAL,TPW,EU,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.2 
BON,FRE,TOTAL,TPW,RO,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.2 
BON,FRE,TOTAL,TPW,TOTAL,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.2 
BON,FRE_WHL,HCN,EUR,EU,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	680.6966 
BON,FRE_WHL,HCN,EUR,RO,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	680.6966 
BON,FRE_WHL,HCN,EUR,TOTAL,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	680.6966 
BON,FRE_WHL,HCN,EUR_T,EU,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3403.4829 
BON,FRE_WHL,HCN,EUR_T,RO,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3403.4829 
BON,FRE_WHL,HCN,EUR_T,TOTAL,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3403.4829 
BON,FRE_WHL,HCN,TPW,EU,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.2 
BON,FRE_WHL,HCN,TPW,RO,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.2 
BON,FRE_WHL,HCN,TPW,TOTAL,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.2 
BON,FRE_WHL,TOTAL,EUR,EU,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	680.6966 
BON,FRE_WHL,TOTAL,EUR,RO,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	680.6966 
BON,FRE_WHL,TOTAL,EUR,TOTAL,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	680.6966 
BON,FRE_WHL,TOTAL,EUR_T,EU,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3403.4829 
BON,FRE_WHL,TOTAL,EUR_T,RO,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3403.4829 
BON,FRE_WHL,TOTAL,EUR_T,TOTAL,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3403.4829 
BON,FRE_WHL,TOTAL,TPW,EU,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.2 
BON,FRE_WHL,TOTAL,TPW,RO,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.2 
BON,FRE_WHL,TOTAL,TPW,TOTAL,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.2 
BON,TOTAL,HCN,EUR,EU,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	680.6966 
BON,TOTAL,HCN,EUR,RO,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	680.6966 
BON,TOTAL,HCN,EUR,TOTAL,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	680.6966 
BON,TOTAL,HCN,EUR_T,EU,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3403.4829 
BON,TOTAL,HCN,EUR_T,RO,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3403.4829 
BON,TOTAL,HCN,EUR_T,TOTAL,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3403.4829 
BON,TOTAL,HCN,TPW,EU,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.2 
BON,TOTAL,HCN,TPW,RO,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.2 
BON,TOTAL,HCN,TPW,TOTAL,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.2 
BON,TOTAL,TOTAL,EUR,EU,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	680.6966 
BON,TOTAL,TOTAL,EUR,RO,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	680.6966 
BON,TOTAL,TOTAL,EUR,TOTAL,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	680.6966 
BON,TOTAL,TOTAL,EUR_T,EU,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3403.4829 
BON,TOTAL,TOTAL,EUR_T,RO,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3403.4829 
BON,TOTAL,TOTAL,EUR_T,TOTAL,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3403.4829 
BON,TOTAL,TOTAL,TPW,EU,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.2 
BON,TOTAL,TOTAL,TPW,RO,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.2 
BON,TOTAL,TOTAL,TPW,TOTAL,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.2 
CUI,FRE,HCN,EUR,EU,RO	4243.2962 	2899.2514 e	10524.1448 	16762.5525 	13247.4519 	21018.7555 	: 	1191.7938 	1068.1402 	7226.5856 	525.444 	: 	: 
CUI,FRE,HCN,EUR,RO,RO	4243.2962 	2899.2514 e	10524.1448 	16762.5525 	13247.4519 	21018.7555 	: 	1191.7938 	1068.1402 	7226.5856 	525.444 	: 	: 
CUI,FRE,HCN,EUR,TOTAL,RO	4243.2962 	2899.2514 e	10524.1448 	16762.5525 	13247.4519 	21018.7555 	: 	1191.7938 	1068.1402 	7226.5856 	525.444 	: 	: 
CUI,FRE,HCN,EUR_T,EU,RO	1483.67 	1945.8063 e	1928.5587 	1441.94 	1471.9391 	1000.2263 	: 	966.5805 	887.8971 	903.3232 	1050.888 	: 	: 
CUI,FRE,HCN,EUR_T,RO,RO	1483.67 	1945.8063 e	1928.5587 	1441.94 	1471.9391 	1000.2263 	: 	966.5805 	887.8971 	903.3232 	1050.888 	: 	: 
CUI,FRE,HCN,EUR_T,TOTAL,RO	1483.67 	1945.8063 e	1928.5587 	1441.94 	1471.9391 	1000.2263 	: 	966.5805 	887.8971 	903.3232 	1050.888 	: 	: 
CUI,FRE,HCN,TPW,EU,RO	2.86 	1.49 e	5.457 	11.625 	9 	21.014 	: 	1.233 	1.203 	8 	0.5 	: 	: 
CUI,FRE,HCN,TPW,RO,RO	2.86 	1.49 e	5.457 	11.625 	9 	21.014 	: 	1.233 	1.203 	8 	0.5 	: 	: 
CUI,FRE,HCN,TPW,TOTAL,RO	2.86 	1.49 e	5.457 	11.625 	9 	21.014 	: 	1.233 	1.203 	8 	0.5 	: 	: 
CUI,FRE,TOTAL,EUR,EU,RO	4243.2962 	2899.2514 e	10524.1448 	16762.5525 	13247.4519 	21018.7555 	: 	1191.7938 	1068.1402 	7226.5856 	525.444 	: 	: 
CUI,FRE,TOTAL,EUR,RO,RO	4243.2962 	2899.2514 e	10524.1448 	16762.5525 	13247.4519 	21018.7555 	: 	1191.7938 	1068.1402 	7226.5856 	525.444 	: 	: 
CUI,FRE,TOTAL,EUR,TOTAL,RO	4243.2962 	2899.2514 e	10524.1448 	16762.5525 	13247.4519 	21018.7555 	: 	1191.7938 	1068.1402 	7226.5856 	525.444 	: 	: 
CUI,FRE,TOTAL,EUR_T,EU,RO	1483.67 	1945.8063 e	1928.5587 	1441.94 	1471.9391 	1000.2263 	: 	966.5805 	887.8971 	903.3232 	1050.888 	: 	: 
CUI,FRE,TOTAL,EUR_T,RO,RO	1483.67 	1945.8063 e	1928.5587 	1441.94 	1471.9391 	1000.2263 	: 	966.5805 	887.8971 	903.3232 	1050.888 	: 	: 
CUI,FRE,TOTAL,EUR_T,TOTAL,RO	1483.67 	1945.8063 e	1928.5587 	1441.94 	1471.9391 	1000.2263 	: 	966.5805 	887.8971 	903.3232 	1050.888 	: 	: 
CUI,FRE,TOTAL,TPW,EU,RO	2.86 	1.49 e	5.457 	11.625 	9 	21.014 	: 	1.233 	1.203 	8 	0.5 	: 	: 
CUI,FRE,TOTAL,TPW,RO,RO	2.86 	1.49 e	5.457 	11.625 	9 	21.014 	: 	1.233 	1.203 	8 	0.5 	: 	: 
CUI,FRE,TOTAL,TPW,TOTAL,RO	2.86 	1.49 e	5.457 	11.625 	9 	21.014 	: 	1.233 	1.203 	8 	0.5 	: 	: 
CUI,FRE_WHL,HCN,EUR,EU,RO	4243.2962 	2899.2514 e	10524.1448 	16762.5525 	13306.4784 	21018.7555 	: 	1163.4545 	1068.1402 	7226.5856 	525.444 	: 	: 
CUI,FRE_WHL,HCN,EUR,RO,RO	4243.2962 	2899.2514 e	10524.1448 	16762.5525 	13306.4784 	21018.7555 	: 	1163.4545 	1068.1402 	7226.5856 	525.444 	: 	: 
CUI,FRE_WHL,HCN,EUR,TOTAL,RO	4243.2962 	2899.2514 e	10524.1448 	16762.5525 	13306.4784 	21018.7555 	: 	1163.4545 	1068.1402 	7226.5856 	525.444 	: 	: 
CUI,FRE_WHL,HCN,EUR_T,EU,RO	1483.67 	1945.8063 e	1928.5587 	1441.94 	1478.4976 	1000.2263 	: 	943.5965 	887.8971 	903.3232 	1050.888 	: 	: 
CUI,FRE_WHL,HCN,EUR_T,RO,RO	1483.67 	1945.8063 e	1928.5587 	1441.94 	1478.4976 	1000.2263 	: 	943.5965 	887.8971 	903.3232 	1050.888 	: 	: 
CUI,FRE_WHL,HCN,EUR_T,TOTAL,RO	1483.67 	1945.8063 e	1928.5587 	1441.94 	1478.4976 	1000.2263 	: 	943.5965 	887.8971 	903.3232 	1050.888 	: 	: 
CUI,FRE_WHL,HCN,TPW,EU,RO	2.86 	1.49 e	5.457 	11.625 	9 	21.014 	: 	1.233 	1.203 	8 	0.5 	: 	: 
CUI,FRE_WHL,HCN,TPW,RO,RO	2.86 	1.49 e	5.457 	11.625 	9 	21.014 	: 	1.233 	1.203 	8 	0.5 	: 	: 
CUI,FRE_WHL,HCN,TPW,TOTAL,RO	2.86 	1.49 e	5.457 	11.625 	9 	21.014 	: 	1.233 	1.203 	8 	0.5 	: 	: 
CUI,FRE_WHL,TOTAL,EUR,EU,RO	4243.2962 	2899.2514 e	10524.1448 	16762.5525 	13247.4519 	21018.7555 	: 	1191.7938 	1068.1402 	7226.5856 	525.444 	: 	: 
CUI,FRE_WHL,TOTAL,EUR,RO,RO	4243.2962 	2899.2514 e	10524.1448 	16762.5525 	13247.4519 	21018.7555 	: 	1191.7938 	1068.1402 	7226.5856 	525.444 	: 	: 
CUI,FRE_WHL,TOTAL,EUR,TOTAL,RO	4243.2962 	2899.2514 e	10524.1448 	16762.5525 	13247.4519 	21018.7555 	: 	1191.7938 	1068.1402 	7226.5856 	525.444 	: 	: 
CUI,FRE_WHL,TOTAL,EUR_T,EU,RO	1483.67 	1945.8063 e	1928.5587 	1441.94 	1471.9391 	1000.2263 	: 	966.5805 	887.8971 	903.3232 	1050.888 	: 	: 
CUI,FRE_WHL,TOTAL,EUR_T,RO,RO	1483.67 	1945.8063 e	1928.5587 	1441.94 	1471.9391 	1000.2263 	: 	966.5805 	887.8971 	903.3232 	1050.888 	: 	: 
CUI,FRE_WHL,TOTAL,EUR_T,TOTAL,RO	1483.67 	1945.8063 e	1928.5587 	1441.94 	1471.9391 	1000.2263 	: 	966.5805 	887.8971 	903.3232 	1050.888 	: 	: 
CUI,FRE_WHL,TOTAL,TPW,EU,RO	2.86 	1.49 e	5.457 	11.625 	9 	21.014 	: 	1.233 	1.203 	8 	0.5 	: 	: 
CUI,FRE_WHL,TOTAL,TPW,RO,RO	2.86 	1.49 e	5.457 	11.625 	9 	21.014 	: 	1.233 	1.203 	8 	0.5 	: 	: 
CUI,FRE_WHL,TOTAL,TPW,TOTAL,RO	2.86 	1.49 e	5.457 	11.625 	9 	21.014 	: 	1.233 	1.203 	8 	0.5 	: 	: 
CUI,TOTAL,HCN,EUR,EU,RO	4243.2962 	2899.2514 e	10524.1448 	16762.5525 	13247.4519 	21018.7555 	: 	1191.7938 	1068.1402 	7226.5856 	525.444 	: 	: 
CUI,TOTAL,HCN,EUR,RO,RO	4243.2962 	2899.2514 e	10524.1448 	16762.5525 	13247.4519 	21018.7555 	: 	1191.7938 	1068.1402 	7226.5856 	525.444 	: 	: 
CUI,TOTAL,HCN,EUR,TOTAL,RO	4243.2962 	2899.2514 e	10524.1448 	16762.5525 	13247.4519 	21018.7555 	: 	1191.7938 	1068.1402 	7226.5856 	525.444 	: 	: 
CUI,TOTAL,HCN,EUR_T,EU,RO	1483.67 	1945.8063 e	1928.5587 	1441.94 	1471.9391 	1000.2263 	: 	966.5805 	887.8971 	903.3232 	1050.888 	: 	: 
CUI,TOTAL,HCN,EUR_T,RO,RO	1483.67 	1945.8063 e	1928.5587 	1441.94 	1471.9391 	1000.2263 	: 	966.5805 	887.8971 	903.3232 	1050.888 	: 	: 
CUI,TOTAL,HCN,EUR_T,TOTAL,RO	1483.67 	1945.8063 e	1928.5587 	1441.94 	1471.9391 	1000.2263 	: 	966.5805 	887.8971 	903.3232 	1050.888 	: 	: 
CUI,TOTAL,HCN,TPW,EU,RO	2.86 	1.49 e	5.457 	11.625 	9 	21.014 	: 	1.233 	1.203 	8 	0.5 	: 	: 
CUI,TOTAL,HCN,TPW,RO,RO	2.86 	1.49 e	5.457 	11.625 	9 	21.014 	: 	1.233 	1.203 	8 	0.5 	: 	: 
CUI,TOTAL,HCN,TPW,TOTAL,RO	2.86 	1.49 e	5.457 	11.625 	9 	21.014 	: 	1.233 	1.203 	8 	0.5 	: 	: 
CUI,TOTAL,TOTAL,EUR,EU,RO	4243.2962 	2899.2514 e	10524.1448 	16762.5525 	13247.4519 	21018.7555 	: 	1191.7938 	1068.1402 	7226.5856 	525.444 	: 	: 
CUI,TOTAL,TOTAL,EUR,RO,RO	4243.2962 	2899.2514 e	10524.1448 	16762.5525 	13247.4519 	21018.7555 	: 	1191.7938 	1068.1402 	7226.5856 	525.444 	: 	: 
CUI,TOTAL,TOTAL,EUR,TOTAL,RO	4243.2962 	2899.2514 e	10524.1448 	16762.5525 	13247.4519 	21018.7555 	: 	1191.7938 	1068.1402 	7226.5856 	525.444 	: 	: 
CUI,TOTAL,TOTAL,EUR_T,EU,RO	1483.67 	1945.8063 e	1928.5587 	1441.94 	1471.9391 	1000.2263 	: 	966.5805 	887.8971 	903.3232 	1050.888 	: 	: 
CUI,TOTAL,TOTAL,EUR_T,RO,RO	1483.67 	1945.8063 e	1928.5587 	1441.94 	1471.9391 	1000.2263 	: 	966.5805 	887.8971 	903.3232 	1050.888 	: 	: 
CUI,TOTAL,TOTAL,EUR_T,TOTAL,RO	1483.67 	1945.8063 e	1928.5587 	1441.94 	1471.9391 	1000.2263 	: 	966.5805 	887.8971 	903.3232 	1050.888 	: 	: 
CUI,TOTAL,TOTAL,TPW,EU,RO	2.86 	1.49 e	5.457 	11.625 	9 	21.014 	: 	1.233 	1.203 	8 	0.5 	: 	: 
CUI,TOTAL,TOTAL,TPW,RO,RO	2.86 	1.49 e	5.457 	11.625 	9 	21.014 	: 	1.233 	1.203 	8 	0.5 	: 	: 
CUI,TOTAL,TOTAL,TPW,TOTAL,RO	2.86 	1.49 e	5.457 	11.625 	9 	21.014 	: 	1.233 	1.203 	8 	0.5 	: 	: 
DGS,FRE,HCN,EUR,EU,RO	1194.4564 	4486.955 e	7610.8921 	47095.2625 	6815.2794 	9221.2288 	5462.7407 	9581.229 	7315.1226 	11839.902 	25769.837 	31181.6024 	16804.6967 
DGS,FRE,HCN,EUR,RO,RO	1194.4564 	4486.955 e	7610.8921 	47095.2625 	6815.2794 	9221.2288 	5462.7407 	9581.229 	7315.1226 	11839.902 	25769.837 	31181.6024 	16804.6967 
DGS,FRE,HCN,EUR,TOTAL,RO	1194.4564 	4486.955 e	7610.8921 	47095.2625 	6815.2794 	9221.2288 	5462.7407 	9581.229 	7315.1226 	11839.902 	25769.837 	31181.6024 	16804.6967 
DGS,FRE,HCN,EUR_T,EU,RO	2342.0713 	2243.4775 e	2888.3841 	3563.2339 	3407.6397 	2898.8459 	2601.3051 	2416.4512 	2383.5525 	2959.9755 	2576.9837 	2398.5848 	2127.1768 
DGS,FRE,HCN,EUR_T,RO,RO	2342.0713 	2243.4775 e	2888.3841 	3563.2339 	3407.6397 	2898.8459 	2601.3051 	2416.4512 	2383.5525 	2959.9755 	2576.9837 	2398.5848 	2127.1768 
DGS,FRE,HCN,EUR_T,TOTAL,RO	2342.0713 	2243.4775 e	2888.3841 	3563.2339 	3407.6397 	2898.8459 	2601.3051 	2416.4512 	2383.5525 	2959.9755 	2576.9837 	2398.5848 	2127.1768 
DGS,FRE,HCN,TPW,EU,RO	0.51 	2 e	2.635 	13.217 	2 	3.181 	2.1 	3.965 	3.069 	4 	10 	13 	7.9 
DGS,FRE,HCN,TPW,RO,RO	0.51 	2 e	2.635 	13.217 	2 	3.181 	2.1 	3.965 	3.069 	4 	10 	13 	7.9 
DGS,FRE,HCN,TPW,TOTAL,RO	0.51 	2 e	2.635 	13.217 	2 	3.181 	2.1 	3.965 	3.069 	4 	10 	13 	7.9 
DGS,FRE,TOTAL,EUR,EU,RO	1194.4564 	4486.955 e	7610.8921 	47095.2625 	6815.2794 	9221.2288 	5462.7407 	9581.229 	7315.1226 	11839.902 	25769.837 	31181.6024 	16804.6967 
DGS,FRE,TOTAL,EUR,RO,RO	1194.4564 	4486.955 e	7610.8921 	47095.2625 	6815.2794 	9221.2288 	5462.7407 	9581.229 	7315.1226 	11839.902 	25769.837 	31181.6024 	16804.6967 
DGS,FRE,TOTAL,EUR,TOTAL,RO	1194.4564 	4486.955 e	7610.8921 	47095.2625 	6815.2794 	9221.2288 	5462.7407 	9581.229 	7315.1226 	11839.902 	25769.837 	31181.6024 	16804.6967 
DGS,FRE,TOTAL,EUR_T,EU,RO	2342.0713 	2243.4775 e	2888.3841 	3563.2339 	3407.6397 	2898.8459 	2601.3051 	2416.4512 	2383.5525 	2959.9755 	2576.9837 	2398.5848 	2127.1768 
DGS,FRE,TOTAL,EUR_T,RO,RO	2342.0713 	2243.4775 e	2888.3841 	3563.2339 	3407.6397 	2898.8459 	2601.3051 	2416.4512 	2383.5525 	2959.9755 	2576.9837 	2398.5848 	2127.1768 
DGS,FRE,TOTAL,EUR_T,TOTAL,RO	2342.0713 	2243.4775 e	2888.3841 	3563.2339 	3407.6397 	2898.8459 	2601.3051 	2416.4512 	2383.5525 	2959.9755 	2576.9837 	2398.5848 	2127.1768 
