species,pres,dest_use,unit,natvessr,geo\time	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 
ANE,TOTAL,HCN,EUR_T,CY,CY	: 	: 	: 	3008 	2501 	2750.1 	2750 	2670 	1700 	1710 	: 	: 	: 	: 	: 
ANE,TOTAL,HCN,EUR_T,EU,CY	: 	: 	: 	3008 	2501 	2750.1 	2750 	2670 	1700 	1710 	: 	: 	: 	: 	: 
ANE,TOTAL,HCN,EUR_T,TOTAL,CY	: 	: 	: 	3008 	2501 	2750.1 	2750 	2670 	1700 	1710 	: 	: 	: 	: 	: 
ANE,TOTAL,HCN,TPW,CY,CY	: 	: 	: 	1.2 	0.511 	6.2 	7.7 	1.2 	0.1 	0.1 	: 	: 	: 	: 	: 
ANE,TOTAL,HCN,TPW,EU,CY	: 	: 	: 	1.2 	0.511 	6.2 	7.7 	1.2 	0.1 	0.1 	: 	: 	: 	: 	: 
ANE,TOTAL,HCN,TPW,TOTAL,CY	: 	: 	: 	1.2 	0.511 	6.2 	7.7 	1.2 	0.1 	0.1 	: 	: 	: 	: 	: 
ANE,TOTAL,TOTAL,EUR,CY,CY	: 	: 	: 	3609.6 	1278.011 	17050.62 	21175 	3204 	170 	171 	: 	: 	: 	: 	: 
ANE,TOTAL,TOTAL,EUR,EU,CY	: 	: 	: 	3609.6 	1278.011 	17050.62 	21175 	3204 	170 	171 	: 	: 	: 	: 	: 
ANE,TOTAL,TOTAL,EUR,TOTAL,CY	: 	: 	: 	3609.6 	1278.011 	17050.62 	21175 	3204 	170 	171 	: 	: 	: 	: 	: 
ANE,TOTAL,TOTAL,EUR_T,CY,CY	: 	: 	: 	3008 	2501 	2750.1 	2750 	2670 	1700 	1710 	: 	: 	: 	: 	: 
ANE,TOTAL,TOTAL,EUR_T,EU,CY	: 	: 	: 	3008 	2501 	2750.1 	2750 	2670 	1700 	1710 	: 	: 	: 	: 	: 
ANE,TOTAL,TOTAL,EUR_T,TOTAL,CY	: 	: 	: 	3008 	2501 	2750.1 	2750 	2670 	1700 	1710 	: 	: 	: 	: 	: 
ANE,TOTAL,TOTAL,TPW,CY,CY	: 	: 	: 	1.2 	0.511 	6.2 	7.7 	1.2 	0.1 	0.1 	: 	: 	: 	: 	: 
ANE,TOTAL,TOTAL,TPW,EU,CY	: 	: 	: 	1.2 	0.511 	6.2 	7.7 	1.2 	0.1 	0.1 	: 	: 	: 	: 	: 
ANE,TOTAL,TOTAL,TPW,TOTAL,CY	: 	: 	: 	1.2 	0.511 	6.2 	7.7 	1.2 	0.1 	0.1 	: 	: 	: 	: 	: 
ANF,FRE,HCN,EUR,CY,CY	: 	: 	: 	: 	: 	: 	: 	300 	: 	: 	: 	: 	: 	: 	: 
ANF,FRE,HCN,EUR,EU,CY	: 	: 	: 	: 	: 	: 	: 	300 	: 	: 	: 	: 	: 	: 	: 
ANF,FRE,HCN,EUR,TOTAL,CY	: 	: 	: 	: 	: 	: 	: 	300 	: 	: 	: 	: 	: 	: 	: 
ANF,FRE,HCN,EUR_T,CY,CY	: 	: 	: 	: 	: 	: 	: 	3000 	: 	: 	: 	: 	: 	: 	: 
ANF,FRE,HCN,EUR_T,EU,CY	: 	: 	: 	: 	: 	: 	: 	3000 	: 	: 	: 	: 	: 	: 	: 
ANF,FRE,HCN,EUR_T,TOTAL,CY	: 	: 	: 	: 	: 	: 	: 	3000 	: 	: 	: 	: 	: 	: 	: 
ANF,FRE,HCN,TPW,CY,CY	: 	: 	: 	: 	: 	: 	: 	0.1 	: 	: 	: 	: 	: 	: 	: 
ANF,FRE,HCN,TPW,EU,CY	: 	: 	: 	: 	: 	: 	: 	0.1 	: 	: 	: 	: 	: 	: 	: 
ANF,FRE,HCN,TPW,TOTAL,CY	: 	: 	: 	: 	: 	: 	: 	0.1 	: 	: 	: 	: 	: 	: 	: 
ANF,FRE,TOTAL,EUR,CY,CY	: 	: 	: 	: 	: 	: 	: 	300 	: 	: 	: 	: 	: 	: 	: 
ANF,FRE,TOTAL,EUR,EU,CY	: 	: 	: 	: 	: 	: 	: 	300 	: 	: 	: 	: 	: 	: 	: 
ANF,FRE,TOTAL,EUR,TOTAL,CY	: 	: 	: 	: 	: 	: 	: 	300 	: 	: 	: 	: 	: 	: 	: 
ANF,FRE,TOTAL,EUR_T,CY,CY	: 	: 	: 	: 	: 	: 	: 	3000 	: 	: 	: 	: 	: 	: 	: 
ANF,FRE,TOTAL,EUR_T,EU,CY	: 	: 	: 	: 	: 	: 	: 	3000 	: 	: 	: 	: 	: 	: 	: 
ANF,FRE,TOTAL,EUR_T,TOTAL,CY	: 	: 	: 	: 	: 	: 	: 	3000 	: 	: 	: 	: 	: 	: 	: 
ANF,FRE,TOTAL,TPW,CY,CY	: 	: 	: 	: 	: 	: 	: 	0.1 	: 	: 	: 	: 	: 	: 	: 
ANF,FRE,TOTAL,TPW,EU,CY	: 	: 	: 	: 	: 	: 	: 	0.1 	: 	: 	: 	: 	: 	: 	: 
ANF,FRE,TOTAL,TPW,TOTAL,CY	: 	: 	: 	: 	: 	: 	: 	0.1 	: 	: 	: 	: 	: 	: 	: 
ANF,FRE_WHL,HCN,EUR,CY,CY	: 	: 	: 	: 	: 	: 	: 	300 	: 	: 	: 	: 	: 	: 	: 
ANF,FRE_WHL,HCN,EUR,EU,CY	: 	: 	: 	: 	: 	: 	: 	300 	: 	: 	: 	: 	: 	: 	: 
ANF,FRE_WHL,HCN,EUR,TOTAL,CY	: 	: 	: 	: 	: 	: 	: 	300 	: 	: 	: 	: 	: 	: 	: 
ANF,FRE_WHL,HCN,EUR_T,CY,CY	: 	: 	: 	: 	: 	: 	: 	3000 	: 	: 	: 	: 	: 	: 	: 
ANF,FRE_WHL,HCN,EUR_T,EU,CY	: 	: 	: 	: 	: 	: 	: 	3000 	: 	: 	: 	: 	: 	: 	: 
ANF,FRE_WHL,HCN,EUR_T,TOTAL,CY	: 	: 	: 	: 	: 	: 	: 	3000 	: 	: 	: 	: 	: 	: 	: 
ANF,FRE_WHL,HCN,TPW,CY,CY	: 	: 	: 	: 	: 	: 	: 	0.1 	: 	: 	: 	: 	: 	: 	: 
ANF,FRE_WHL,HCN,TPW,EU,CY	: 	: 	: 	: 	: 	: 	: 	0.1 	: 	: 	: 	: 	: 	: 	: 
ANF,FRE_WHL,HCN,TPW,TOTAL,CY	: 	: 	: 	: 	: 	: 	: 	0.1 	: 	: 	: 	: 	: 	: 	: 
ANF,FRE_WHL,TOTAL,EUR,CY,CY	: 	: 	: 	: 	: 	: 	: 	300 	: 	: 	: 	: 	: 	: 	: 
ANF,FRE_WHL,TOTAL,EUR,EU,CY	: 	: 	: 	: 	: 	: 	: 	300 	: 	: 	: 	: 	: 	: 	: 
ANF,FRE_WHL,TOTAL,EUR,TOTAL,CY	: 	: 	: 	: 	: 	: 	: 	300 	: 	: 	: 	: 	: 	: 	: 
ANF,FRE_WHL,TOTAL,EUR_T,CY,CY	: 	: 	: 	: 	: 	: 	: 	3000 	: 	: 	: 	: 	: 	: 	: 
ANF,FRE_WHL,TOTAL,EUR_T,EU,CY	: 	: 	: 	: 	: 	: 	: 	3000 	: 	: 	: 	: 	: 	: 	: 
ANF,FRE_WHL,TOTAL,EUR_T,TOTAL,CY	: 	: 	: 	: 	: 	: 	: 	3000 	: 	: 	: 	: 	: 	: 	: 
ANF,FRE_WHL,TOTAL,TPW,CY,CY	: 	: 	: 	: 	: 	: 	: 	0.1 	: 	: 	: 	: 	: 	: 	: 
ANF,FRE_WHL,TOTAL,TPW,EU,CY	: 	: 	: 	: 	: 	: 	: 	0.1 	: 	: 	: 	: 	: 	: 	: 
ANF,FRE_WHL,TOTAL,TPW,TOTAL,CY	: 	: 	: 	: 	: 	: 	: 	0.1 	: 	: 	: 	: 	: 	: 	: 
ANF,TOTAL,HCN,EUR,CY,CY	: 	: 	: 	: 	: 	: 	: 	300 	: 	: 	: 	: 	: 	: 	: 
ANF,TOTAL,HCN,EUR,EU,CY	: 	: 	: 	: 	: 	: 	: 	300 	: 	: 	: 	: 	: 	: 	: 
ANF,TOTAL,HCN,EUR,TOTAL,CY	: 	: 	: 	: 	: 	: 	: 	300 	: 	: 	: 	: 	: 	: 	: 
ANF,TOTAL,HCN,EUR_T,CY,CY	: 	: 	: 	: 	: 	: 	: 	3000 	: 	: 	: 	: 	: 	: 	: 
ANF,TOTAL,HCN,EUR_T,EU,CY	: 	: 	: 	: 	: 	: 	: 	3000 	: 	: 	: 	: 	: 	: 	: 
ANF,TOTAL,HCN,EUR_T,TOTAL,CY	: 	: 	: 	: 	: 	: 	: 	3000 	: 	: 	: 	: 	: 	: 	: 
ANF,TOTAL,HCN,TPW,CY,CY	: 	: 	: 	: 	: 	: 	: 	0.1 	: 	: 	: 	: 	: 	: 	: 
ANF,TOTAL,HCN,TPW,EU,CY	: 	: 	: 	: 	: 	: 	: 	0.1 	: 	: 	: 	: 	: 	: 	: 
ANF,TOTAL,HCN,TPW,TOTAL,CY	: 	: 	: 	: 	: 	: 	: 	0.1 	: 	: 	: 	: 	: 	: 	: 
ANF,TOTAL,TOTAL,EUR,CY,CY	: 	: 	: 	: 	: 	: 	: 	300 	: 	: 	: 	: 	: 	: 	: 
ANF,TOTAL,TOTAL,EUR,EU,CY	: 	: 	: 	: 	: 	: 	: 	300 	: 	: 	: 	: 	: 	: 	: 
ANF,TOTAL,TOTAL,EUR,TOTAL,CY	: 	: 	: 	: 	: 	: 	: 	300 	: 	: 	: 	: 	: 	: 	: 
ANF,TOTAL,TOTAL,EUR_T,CY,CY	: 	: 	: 	: 	: 	: 	: 	3000 	: 	: 	: 	: 	: 	: 	: 
ANF,TOTAL,TOTAL,EUR_T,EU,CY	: 	: 	: 	: 	: 	: 	: 	3000 	: 	: 	: 	: 	: 	: 	: 
ANF,TOTAL,TOTAL,EUR_T,TOTAL,CY	: 	: 	: 	: 	: 	: 	: 	3000 	: 	: 	: 	: 	: 	: 	: 
ANF,TOTAL,TOTAL,TPW,CY,CY	: 	: 	: 	: 	: 	: 	: 	0.1 	: 	: 	: 	: 	: 	: 	: 
ANF,TOTAL,TOTAL,TPW,EU,CY	: 	: 	: 	: 	: 	: 	: 	0.1 	: 	: 	: 	: 	: 	: 	: 
ANF,TOTAL,TOTAL,TPW,TOTAL,CY	: 	: 	: 	: 	: 	: 	: 	0.1 	: 	: 	: 	: 	: 	: 	: 
ANG,FRE,HCN,EUR,CY,CY	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ANG,FRE,HCN,EUR,EU,CY	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ANG,FRE,HCN,EUR,TOTAL,CY	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ANG,FRE,HCN,TPW,CY,CY	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ANG,FRE,HCN,TPW,EU,CY	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ANG,FRE,HCN,TPW,TOTAL,CY	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ANG,FRE,TOTAL,EUR,CY,CY	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ANG,FRE,TOTAL,EUR,EU,CY	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ANG,FRE,TOTAL,EUR,TOTAL,CY	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ANG,FRE,TOTAL,TPW,CY,CY	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ANG,FRE,TOTAL,TPW,EU,CY	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ANG,FRE,TOTAL,TPW,TOTAL,CY	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ANG,FRE_WHL,HCN,EUR,CY,CY	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ANG,FRE_WHL,HCN,EUR,EU,CY	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ANG,FRE_WHL,HCN,EUR,TOTAL,CY	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ANG,FRE_WHL,HCN,EUR_T,CY,CY	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ANG,FRE_WHL,HCN,TPW,CY,CY	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ANG,FRE_WHL,HCN,TPW,EU,CY	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ANG,FRE_WHL,HCN,TPW,TOTAL,CY	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ANG,FRE_WHL,TOTAL,EUR,CY,CY	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ANG,FRE_WHL,TOTAL,EUR,EU,CY	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ANG,FRE_WHL,TOTAL,EUR,TOTAL,CY	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ANG,FRE_WHL,TOTAL,TPW,CY,CY	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ANG,FRE_WHL,TOTAL,TPW,EU,CY	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ANG,FRE_WHL,TOTAL,TPW,TOTAL,CY	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ANG,TOTAL,HCN,EUR,CY,CY	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ANG,TOTAL,HCN,EUR,EU,CY	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ANG,TOTAL,HCN,EUR,TOTAL,CY	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ANG,TOTAL,HCN,TPW,CY,CY	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ANG,TOTAL,HCN,TPW,EU,CY	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ANG,TOTAL,HCN,TPW,TOTAL,CY	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ANG,TOTAL,TOTAL,EUR,CY,CY	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ANG,TOTAL,TOTAL,EUR,EU,CY	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ANG,TOTAL,TOTAL,EUR,TOTAL,CY	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ANG,TOTAL,TOTAL,TPW,CY,CY	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ANG,TOTAL,TOTAL,TPW,EU,CY	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ANG,TOTAL,TOTAL,TPW,TOTAL,CY	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ANN,FRE,HCN,EUR,CY,CY	2569.1148 	1947 	2100 	2952 	1533.9942 	13383.6 	16750 	6210 	6000 	3933 	6327 	: 	: 	: 	: 
ANN,FRE,HCN,EUR,EU,CY	2569.1148 	1947 	2100 	2952 	1533.9942 	13383.6 	16750 	6210 	6000 	3933 	6327 	: 	: 	: 	: 
ANN,FRE,HCN,EUR,TOTAL,CY	2569.1148 	1947 	2100 	2952 	1533.9942 	13383.6 	16750 	6210 	6000 	3933 	6327 	: 	: 	: 	: 
ANN,FRE,HCN,EUR_T,CY,CY	2930 	3000 	3000 	2460 	2899.8 	3345.9 	3350 	4140 	2500 	1710 	1710 	: 	: 	: 	: 
ANN,FRE,HCN,EUR_T,EU,CY	2930 	3000 	3000 	2460 	2899.8 	3345.9 	3350 	4140 	2500 	1710 	1710 	: 	: 	: 	: 
ANN,FRE,HCN,EUR_T,TOTAL,CY	2930 	3000 	3000 	2460 	2899.8 	3345.9 	3350 	4140 	2500 	1710 	1710 	: 	: 	: 	: 
ANN,FRE,HCN,TPW,CY,CY	0.8768 	0.649 	0.7 	1.2 	0.529 	4 	5 	1.5 	2.4 	2.3 	3.7 	: 	: 	: 	: 
ANN,FRE,HCN,TPW,EU,CY	0.8768 	0.649 	0.7 	1.2 	0.529 	4 	5 	1.5 	2.4 	2.3 	3.7 	: 	: 	: 	: 
ANN,FRE,HCN,TPW,TOTAL,CY	0.8768 	0.649 	0.7 	1.2 	0.529 	4 	5 	1.5 	2.4 	2.3 	3.7 	: 	: 	: 	: 
ANN,FRE,TOTAL,EUR,CY,CY	2569.1148 	1947 	2100 	2952 	1533.9942 	13383.6 	16750 	6210 	6000 	3933 	6327 	: 	: 	: 	: 
ANN,FRE,TOTAL,EUR,EU,CY	2569.1148 	1947 	2100 	2952 	1533.9942 	13383.6 	16750 	6210 	6000 	3933 	6327 	: 	: 	: 	: 
ANN,FRE,TOTAL,EUR,TOTAL,CY	2569.1148 	1947 	2100 	2952 	1533.9942 	13383.6 	16750 	6210 	6000 	3933 	6327 	: 	: 	: 	: 
ANN,FRE,TOTAL,EUR_T,CY,CY	2930 	3000 	3000 	2460 	2899.8 	3345.9 	3350 	4140 	2500 	1710 	1710 	: 	: 	: 	: 
ANN,FRE,TOTAL,EUR_T,EU,CY	2930 	3000 	3000 	2460 	2899.8 	3345.9 	3350 	4140 	2500 	1710 	1710 	: 	: 	: 	: 
ANN,FRE,TOTAL,EUR_T,TOTAL,CY	2930 	3000 	3000 	2460 	2899.8 	3345.9 	3350 	4140 	2500 	1710 	1710 	: 	: 	: 	: 
ANN,FRE,TOTAL,TPW,CY,CY	0.8768 	0.649 	0.7 	1.2 	0.529 	4 	5 	1.5 	2.4 	2.3 	3.7 	: 	: 	: 	: 
ANN,FRE,TOTAL,TPW,EU,CY	0.8768 	0.649 	0.7 	1.2 	0.529 	4 	5 	1.5 	2.4 	2.3 	3.7 	: 	: 	: 	: 
ANN,FRE,TOTAL,TPW,TOTAL,CY	0.8768 	0.649 	0.7 	1.2 	0.529 	4 	5 	1.5 	2.4 	2.3 	3.7 	: 	: 	: 	: 
ANN,FRE_WHL,HCN,EUR,CY,CY	2569.1148 	1947 	2100 	2952 	1533.9942 	13383.6 	16750 	6210 	6000 	3933 	6327 	: 	: 	: 	: 
ANN,FRE_WHL,HCN,EUR,EU,CY	2569.1148 	1947 	2100 	2952 	1533.9942 	13383.6 	16750 	6210 	6000 	3933 	6327 	: 	: 	: 	: 
ANN,FRE_WHL,HCN,EUR,TOTAL,CY	2569.1148 	1947 	2100 	2952 	1533.9942 	13383.6 	16750 	6210 	6000 	3933 	6327 	: 	: 	: 	: 
ANN,FRE_WHL,HCN,EUR_T,CY,CY	2930 	3000 	3000 	2460 	2899.8 	3345.9 	3350 	4140 	2500 	1710 	1710 	: 	: 	: 	: 
ANN,FRE_WHL,HCN,EUR_T,EU,CY	2930 	3000 	3000 	2460 	2899.8 	3345.9 	3350 	4140 	2500 	1710 	1710 	: 	: 	: 	: 
ANN,FRE_WHL,HCN,EUR_T,TOTAL,CY	2930 	3000 	3000 	2460 	2899.8 	3345.9 	3350 	4140 	2500 	1710 	1710 	: 	: 	: 	: 
ANN,FRE_WHL,HCN,TPW,CY,CY	0.8768 	0.649 	0.7 	1.2 	0.529 	4 	5 	1.5 	2.4 	2.3 	3.7 	: 	: 	: 	: 
ANN,FRE_WHL,HCN,TPW,EU,CY	0.8768 	0.649 	0.7 	1.2 	0.529 	4 	5 	1.5 	2.4 	2.3 	3.7 	: 	: 	: 	: 
ANN,FRE_WHL,HCN,TPW,TOTAL,CY	0.8768 	0.649 	0.7 	1.2 	0.529 	4 	5 	1.5 	2.4 	2.3 	3.7 	: 	: 	: 	: 
ANN,FRE_WHL,TOTAL,EUR,CY,CY	2569.1148 	1947 	2100 	2952 	1533.9942 	13383.6 	16750 	6210 	6000 	3933 	6327 	: 	: 	: 	: 
ANN,FRE_WHL,TOTAL,EUR,EU,CY	2569.1148 	1947 	2100 	2952 	1533.9942 	13383.6 	16750 	6210 	6000 	3933 	6327 	: 	: 	: 	: 
ANN,FRE_WHL,TOTAL,EUR,TOTAL,CY	2569.1148 	1947 	2100 	2952 	1533.9942 	13383.6 	16750 	6210 	6000 	3933 	6327 	: 	: 	: 	: 
ANN,FRE_WHL,TOTAL,EUR_T,CY,CY	2930 	3000 	3000 	2460 	2899.8 	3345.9 	3350 	4140 	2500 	1710 	1710 	: 	: 	: 	: 
ANN,FRE_WHL,TOTAL,EUR_T,EU,CY	2930 	3000 	3000 	2460 	2899.8 	3345.9 	3350 	4140 	2500 	1710 	1710 	: 	: 	: 	: 
ANN,FRE_WHL,TOTAL,EUR_T,TOTAL,CY	2930 	3000 	3000 	2460 	2899.8 	3345.9 	3350 	4140 	2500 	1710 	1710 	: 	: 	: 	: 
ANN,FRE_WHL,TOTAL,TPW,CY,CY	0.8768 	0.649 	0.7 	1.2 	0.529 	4 	5 	1.5 	2.4 	2.3 	3.7 	: 	: 	: 	: 
ANN,FRE_WHL,TOTAL,TPW,EU,CY	0.8768 	0.649 	0.7 	1.2 	0.529 	4 	5 	1.5 	2.4 	2.3 	3.7 	: 	: 	: 	: 
ANN,FRE_WHL,TOTAL,TPW,TOTAL,CY	0.8768 	0.649 	0.7 	1.2 	0.529 	4 	5 	1.5 	2.4 	2.3 	3.7 	: 	: 	: 	: 
ANN,TOTAL,HCN,EUR,CY,CY	2569.1148 	1947 	2100 	2952 	1533.9942 	13383.6 	16750 	6210 	6000 	3933 	6327 	: 	: 	: 	: 
ANN,TOTAL,HCN,EUR,EU,CY	2569.1148 	1947 	2100 	2952 	1533.9942 	13383.6 	16750 	6210 	6000 	3933 	6327 	: 	: 	: 	: 
ANN,TOTAL,HCN,EUR,TOTAL,CY	2569.1148 	1947 	2100 	2952 	1533.9942 	13383.6 	16750 	6210 	6000 	3933 	6327 	: 	: 	: 	: 
ANN,TOTAL,HCN,EUR_T,CY,CY	2930 	3000 	3000 	2460 	2899.8 	3345.9 	3350 	4140 	2500 	1710 	1710 	: 	: 	: 	: 
ANN,TOTAL,HCN,EUR_T,EU,CY	2930 	3000 	3000 	2460 	2899.8 	3345.9 	3350 	4140 	2500 	1710 	1710 	: 	: 	: 	: 
ANN,TOTAL,HCN,EUR_T,TOTAL,CY	2930 	3000 	3000 	2460 	2899.8 	3345.9 	3350 	4140 	2500 	1710 	1710 	: 	: 	: 	: 
ANN,TOTAL,HCN,TPW,CY,CY	0.8768 	0.649 	0.7 	1.2 	0.529 	4 	5 	1.5 	2.4 	2.3 	3.7 	: 	: 	: 	: 
ANN,TOTAL,HCN,TPW,EU,CY	0.8768 	0.649 	0.7 	1.2 	0.529 	4 	5 	1.5 	2.4 	2.3 	3.7 	: 	: 	: 	: 
ANN,TOTAL,HCN,TPW,TOTAL,CY	0.8768 	0.649 	0.7 	1.2 	0.529 	4 	5 	1.5 	2.4 	2.3 	3.7 	: 	: 	: 	: 
ANN,TOTAL,TOTAL,EUR,CY,CY	2569.1148 	1947 	2100 	2952 	1533.9942 	13383.6 	16750 	6210 	6000 	3933 	6327 	: 	: 	: 	: 
ANN,TOTAL,TOTAL,EUR,EU,CY	2569.1148 	1947 	2100 	2952 	1533.9942 	13383.6 	16750 	6210 	6000 	3933 	6327 	: 	: 	: 	: 
ANN,TOTAL,TOTAL,EUR,TOTAL,CY	2569.1148 	1947 	2100 	2952 	1533.9942 	13383.6 	16750 	6210 	6000 	3933 	6327 	: 	: 	: 	: 
ANN,TOTAL,TOTAL,EUR_T,CY,CY	2930 	3000 	3000 	2460 	2899.8 	3345.9 	3350 	4140 	2500 	1710 	1710 	: 	: 	: 	: 
ANN,TOTAL,TOTAL,EUR_T,EU,CY	2930 	3000 	3000 	2460 	2899.8 	3345.9 	3350 	4140 	2500 	1710 	1710 	: 	: 	: 	: 
ANN,TOTAL,TOTAL,EUR_T,TOTAL,CY	2930 	3000 	3000 	2460 	2899.8 	3345.9 	3350 	4140 	2500 	1710 	1710 	: 	: 	: 	: 
ANN,TOTAL,TOTAL,TPW,CY,CY	0.8768 	0.649 	0.7 	1.2 	0.529 	4 	5 	1.5 	2.4 	2.3 	3.7 	: 	: 	: 	: 
ANN,TOTAL,TOTAL,TPW,EU,CY	0.8768 	0.649 	0.7 	1.2 	0.529 	4 	5 	1.5 	2.4 	2.3 	3.7 	: 	: 	: 	: 
ANN,TOTAL,TOTAL,TPW,TOTAL,CY	0.8768 	0.649 	0.7 	1.2 	0.529 	4 	5 	1.5 	2.4 	2.3 	3.7 	: 	: 	: 	: 
AOM,FRE,HCN,EUR,CY,CY	2287.712 	: 	4800 	5511 	2568.0135 	: 	: 	9600 	: 	: 	: 	: 	: 	: 	: 
AOM,FRE,HCN,EUR,EU,CY	2287.712 	: 	4800 	5511 	2568.0135 	: 	: 	9600 	: 	: 	: 	: 	: 	: 	: 
AOM,FRE,HCN,EUR,TOTAL,CY	2287.712 	: 	4800 	5511 	2568.0135 	: 	: 	9600 	: 	: 	: 	: 	: 	: 	: 
AOM,FRE,HCN,EUR_T,CY,CY	2240 	: 	3000 	2505 	2500.5 	: 	: 	3000 	: 	: 	: 	: 	: 	: 	: 
AOM,FRE,HCN,EUR_T,EU,CY	2240 	: 	3000 	2505 	2500.5 	: 	: 	3000 	: 	: 	: 	: 	: 	: 	: 
AOM,FRE,HCN,EUR_T,TOTAL,CY	2240 	: 	3000 	2505 	2500.5 	: 	: 	3000 	: 	: 	: 	: 	: 	: 	: 
AOM,FRE,HCN,TPW,CY,CY	1.0213 	: 	1.6 	2.2 	1.027 	: 	: 	3.2 	: 	: 	: 	: 	: 	: 	: 
AOM,FRE,HCN,TPW,EU,CY	1.0213 	: 	1.6 	2.2 	1.027 	: 	: 	3.2 	: 	: 	: 	: 	: 	: 	: 
AOM,FRE,HCN,TPW,TOTAL,CY	1.0213 	: 	1.6 	2.2 	1.027 	: 	: 	3.2 	: 	: 	: 	: 	: 	: 	: 
AOM,FRE,TOTAL,EUR,CY,CY	2287.712 	: 	4800 	5511 	2568.0135 	: 	: 	9600 	: 	: 	: 	: 	: 	: 	: 
AOM,FRE,TOTAL,EUR,EU,CY	2287.712 	: 	4800 	5511 	2568.0135 	: 	: 	9600 	: 	: 	: 	: 	: 	: 	: 
AOM,FRE,TOTAL,EUR,TOTAL,CY	2287.712 	: 	4800 	5511 	2568.0135 	: 	: 	9600 	: 	: 	: 	: 	: 	: 	: 
AOM,FRE,TOTAL,EUR_T,CY,CY	2240 	: 	3000 	2505 	2500.5 	: 	: 	3000 	: 	: 	: 	: 	: 	: 	: 
AOM,FRE,TOTAL,EUR_T,EU,CY	2240 	: 	3000 	2505 	2500.5 	: 	: 	3000 	: 	: 	: 	: 	: 	: 	: 
AOM,FRE,TOTAL,EUR_T,TOTAL,CY	2240 	: 	3000 	2505 	2500.5 	: 	: 	3000 	: 	: 	: 	: 	: 	: 	: 
AOM,FRE,TOTAL,TPW,CY,CY	1.0213 	: 	1.6 	2.2 	1.027 	: 	: 	3.2 	: 	: 	: 	: 	: 	: 	: 
