species,pres,dest_use,unit,natvessr,geo\time	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 
SCS,FRE_WHL,TOTAL,EUR,EU,CY	42989.484 	19056 	38100 	42400 	88222.455 	79778.4 	87330 	7154 	144841.4157 	141708 	181473 	: 	: 	: 	: 
SCS,FRE_WHL,TOTAL,EUR,TOTAL,CY	42989.484 	19056 	38100 	42400 	88222.455 	79778.4 	87330 	7154 	144841.4157 	141708 	181473 	: 	: 	: 	: 
SCS,FRE_WHL,TOTAL,EUR_T,CY,CY	3930 	3000 	3000 	5300 	5715 	6136.8 	6150 	5110 	6630 	7230 	7230 	: 	: 	: 	: 
SCS,FRE_WHL,TOTAL,EUR_T,EU,CY	3930 	3000 	3000 	5300 	5715 	6136.8 	6150 	5110 	6630 	7230 	7230 	: 	: 	: 	: 
SCS,FRE_WHL,TOTAL,EUR_T,TOTAL,CY	3930 	3000 	3000 	5300 	5715 	6136.8 	6150 	5110 	6630 	7230 	7230 	: 	: 	: 	: 
SCS,FRE_WHL,TOTAL,TPW,CY,CY	10.9388 	6.352 	12.7 	8 	15.437 	13 	14.2 	1.4 	21.8464 	19.6 	25.1 	: 	: 	: 	: 
SCS,FRE_WHL,TOTAL,TPW,EU,CY	10.9388 	6.352 	12.7 	8 	15.437 	13 	14.2 	1.4 	21.8464 	19.6 	25.1 	: 	: 	: 	: 
SCS,FRE_WHL,TOTAL,TPW,TOTAL,CY	10.9388 	6.352 	12.7 	8 	15.437 	13 	14.2 	1.4 	21.8464 	19.6 	25.1 	: 	: 	: 	: 
SCS,TOTAL,HCN,EUR,CY,CY	42989.484 	19056 	38100 	42400 	88222.455 	79778.4 	87330 	7154 	144841.4157 	141708 	181473 	: 	: 	: 	: 
SCS,TOTAL,HCN,EUR,EU,CY	42989.484 	19056 	38100 	42400 	88222.455 	79778.4 	87330 	7154 	144841.4157 	141708 	181473 	: 	: 	: 	: 
SCS,TOTAL,HCN,EUR,TOTAL,CY	42989.484 	19056 	38100 	42400 	88222.455 	79778.4 	87330 	7154 	144841.4157 	141708 	181473 	: 	: 	: 	: 
SCS,TOTAL,HCN,EUR_T,CY,CY	3930 	3000 	3000 	5300 	5715 	6136.8 	6150 	5110 	6630 	7230 	7230 	: 	: 	: 	: 
SCS,TOTAL,HCN,EUR_T,EU,CY	3930 	3000 	3000 	5300 	5715 	6136.8 	6150 	5110 	6630 	7230 	7230 	: 	: 	: 	: 
SCS,TOTAL,HCN,EUR_T,TOTAL,CY	3930 	3000 	3000 	5300 	5715 	6136.8 	6150 	5110 	6630 	7230 	7230 	: 	: 	: 	: 
SCS,TOTAL,HCN,TPW,CY,CY	10.9388 	6.352 	12.7 	8 	15.437 	13 	14.2 	1.4 	21.8464 	19.6 	25.1 	: 	: 	: 	: 
SCS,TOTAL,HCN,TPW,EU,CY	10.9388 	6.352 	12.7 	8 	15.437 	13 	14.2 	1.4 	21.8464 	19.6 	25.1 	: 	: 	: 	: 
SCS,TOTAL,HCN,TPW,TOTAL,CY	10.9388 	6.352 	12.7 	8 	15.437 	13 	14.2 	1.4 	21.8464 	19.6 	25.1 	: 	: 	: 	: 
SCS,TOTAL,TOTAL,EUR,CY,CY	42989.484 	19056 	38100 	42400 	88222.455 	79778.4 	87330 	7154 	144841.4157 	141708 	181473 	: 	: 	: 	: 
SCS,TOTAL,TOTAL,EUR,EU,CY	42989.484 	19056 	38100 	42400 	88222.455 	79778.4 	87330 	7154 	144841.4157 	141708 	181473 	: 	: 	: 	: 
SCS,TOTAL,TOTAL,EUR,TOTAL,CY	42989.484 	19056 	38100 	42400 	88222.455 	79778.4 	87330 	7154 	144841.4157 	141708 	181473 	: 	: 	: 	: 
SCS,TOTAL,TOTAL,EUR_T,CY,CY	3930 	3000 	3000 	5300 	5715 	6136.8 	6150 	5110 	6630 	7230 	7230 	: 	: 	: 	: 
SCS,TOTAL,TOTAL,EUR_T,EU,CY	3930 	3000 	3000 	5300 	5715 	6136.8 	6150 	5110 	6630 	7230 	7230 	: 	: 	: 	: 
SCS,TOTAL,TOTAL,EUR_T,TOTAL,CY	3930 	3000 	3000 	5300 	5715 	6136.8 	6150 	5110 	6630 	7230 	7230 	: 	: 	: 	: 
SCS,TOTAL,TOTAL,TPW,CY,CY	10.9388 	6.352 	12.7 	8 	15.437 	13 	14.2 	1.4 	21.8464 	19.6 	25.1 	: 	: 	: 	: 
SCS,TOTAL,TOTAL,TPW,EU,CY	10.9388 	6.352 	12.7 	8 	15.437 	13 	14.2 	1.4 	21.8464 	19.6 	25.1 	: 	: 	: 	: 
SCS,TOTAL,TOTAL,TPW,TOTAL,CY	10.9388 	6.352 	12.7 	8 	15.437 	13 	14.2 	1.4 	21.8464 	19.6 	25.1 	: 	: 	: 	: 
SCY,FRE,HCN,EUR,CY,CY	: 	: 	: 	: 	1973.004 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SCY,FRE,HCN,EUR,EU,CY	: 	: 	: 	: 	1973.004 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SCY,FRE,HCN,EUR,TOTAL,CY	: 	: 	: 	: 	1973.004 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SCY,FRE,HCN,EUR_T,CY,CY	: 	: 	: 	: 	22420.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SCY,FRE,HCN,EUR_T,EU,CY	: 	: 	: 	: 	22420.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SCY,FRE,HCN,EUR_T,TOTAL,CY	: 	: 	: 	: 	22420.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SCY,FRE,HCN,TPW,CY,CY	: 	: 	: 	: 	0.088 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SCY,FRE,HCN,TPW,EU,CY	: 	: 	: 	: 	0.088 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SCY,FRE,HCN,TPW,TOTAL,CY	: 	: 	: 	: 	0.088 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SCY,FRE,TOTAL,EUR,CY,CY	: 	: 	: 	: 	1973.004 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SCY,FRE,TOTAL,EUR,EU,CY	: 	: 	: 	: 	1973.004 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SCY,FRE,TOTAL,EUR,TOTAL,CY	: 	: 	: 	: 	1973.004 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SCY,FRE,TOTAL,EUR_T,CY,CY	: 	: 	: 	: 	22420.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SCY,FRE,TOTAL,EUR_T,EU,CY	: 	: 	: 	: 	22420.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SCY,FRE,TOTAL,EUR_T,TOTAL,CY	: 	: 	: 	: 	22420.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SCY,FRE,TOTAL,TPW,CY,CY	: 	: 	: 	: 	0.088 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SCY,FRE,TOTAL,TPW,EU,CY	: 	: 	: 	: 	0.088 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SCY,FRE,TOTAL,TPW,TOTAL,CY	: 	: 	: 	: 	0.088 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SCY,FRE_WHL,HCN,EUR,CY,CY	: 	: 	: 	: 	1973.004 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SCY,FRE_WHL,HCN,EUR,EU,CY	: 	: 	: 	: 	1973.004 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SCY,FRE_WHL,HCN,EUR,TOTAL,CY	: 	: 	: 	: 	1973.004 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SCY,FRE_WHL,HCN,EUR_T,CY,CY	: 	: 	: 	: 	22420.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SCY,FRE_WHL,HCN,EUR_T,EU,CY	: 	: 	: 	: 	22420.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SCY,FRE_WHL,HCN,EUR_T,TOTAL,CY	: 	: 	: 	: 	22420.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SCY,FRE_WHL,HCN,TPW,CY,CY	: 	: 	: 	: 	0.088 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SCY,FRE_WHL,HCN,TPW,EU,CY	: 	: 	: 	: 	0.088 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SCY,FRE_WHL,HCN,TPW,TOTAL,CY	: 	: 	: 	: 	0.088 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SCY,FRE_WHL,TOTAL,EUR,CY,CY	: 	: 	: 	: 	1973.004 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SCY,FRE_WHL,TOTAL,EUR,EU,CY	: 	: 	: 	: 	1973.004 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SCY,FRE_WHL,TOTAL,EUR,TOTAL,CY	: 	: 	: 	: 	1973.004 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SCY,FRE_WHL,TOTAL,EUR_T,CY,CY	: 	: 	: 	: 	22420.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SCY,FRE_WHL,TOTAL,EUR_T,EU,CY	: 	: 	: 	: 	22420.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SCY,FRE_WHL,TOTAL,EUR_T,TOTAL,CY	: 	: 	: 	: 	22420.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SCY,FRE_WHL,TOTAL,TPW,CY,CY	: 	: 	: 	: 	0.088 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SCY,FRE_WHL,TOTAL,TPW,EU,CY	: 	: 	: 	: 	0.088 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SCY,FRE_WHL,TOTAL,TPW,TOTAL,CY	: 	: 	: 	: 	0.088 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SCY,TOTAL,HCN,EUR,CY,CY	: 	: 	: 	: 	1973.004 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SCY,TOTAL,HCN,EUR,EU,CY	: 	: 	: 	: 	1973.004 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SCY,TOTAL,HCN,EUR,TOTAL,CY	: 	: 	: 	: 	1973.004 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SCY,TOTAL,HCN,EUR_T,CY,CY	: 	: 	: 	: 	22420.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SCY,TOTAL,HCN,EUR_T,EU,CY	: 	: 	: 	: 	22420.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SCY,TOTAL,HCN,EUR_T,TOTAL,CY	: 	: 	: 	: 	22420.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SCY,TOTAL,HCN,TPW,CY,CY	: 	: 	: 	: 	0.088 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SCY,TOTAL,HCN,TPW,EU,CY	: 	: 	: 	: 	0.088 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SCY,TOTAL,HCN,TPW,TOTAL,CY	: 	: 	: 	: 	0.088 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SCY,TOTAL,TOTAL,EUR,CY,CY	: 	: 	: 	: 	1973.004 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SCY,TOTAL,TOTAL,EUR,EU,CY	: 	: 	: 	: 	1973.004 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SCY,TOTAL,TOTAL,EUR,TOTAL,CY	: 	: 	: 	: 	1973.004 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SCY,TOTAL,TOTAL,EUR_T,CY,CY	: 	: 	: 	: 	22420.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SCY,TOTAL,TOTAL,EUR_T,EU,CY	: 	: 	: 	: 	22420.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SCY,TOTAL,TOTAL,EUR_T,TOTAL,CY	: 	: 	: 	: 	22420.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SCY,TOTAL,TOTAL,TPW,CY,CY	: 	: 	: 	: 	0.088 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SCY,TOTAL,TOTAL,TPW,EU,CY	: 	: 	: 	: 	0.088 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SCY,TOTAL,TOTAL,TPW,TOTAL,CY	: 	: 	: 	: 	0.088 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SDR,FRE,HCN,EUR,CY,CY	11665.108 	: 	10200 	: 	315 	250 	250 	500 	1532.3652 	510 	: 	: 	: 	: 	: 
SDR,FRE,HCN,EUR,EU,CY	11665.108 	: 	10200 	: 	315 	250 	250 	500 	1532.3652 	510 	: 	: 	: 	: 	: 
SDR,FRE,HCN,EUR,TOTAL,CY	11665.108 	: 	10200 	: 	315 	250 	250 	500 	1532.3652 	510 	: 	: 	: 	: 	: 
SDR,FRE,HCN,EUR_T,CY,CY	3640 	: 	3000 	: 	2500 	2500 	2500 	5000 	5000 	1700 	: 	: 	: 	: 	: 
SDR,FRE,HCN,EUR_T,EU,CY	3640 	: 	3000 	: 	2500 	2500 	2500 	5000 	5000 	1700 	: 	: 	: 	: 	: 
SDR,FRE,HCN,EUR_T,TOTAL,CY	3640 	: 	3000 	: 	2500 	2500 	2500 	5000 	5000 	1700 	: 	: 	: 	: 	: 
SDR,FRE,HCN,TPW,CY,CY	3.2047 	: 	3.4 	: 	0.126 	0.1 	0.1 	0.1 	0.3065 	0.3 	: 	: 	: 	: 	: 
SDR,FRE,HCN,TPW,EU,CY	3.2047 	: 	3.4 	: 	0.126 	0.1 	0.1 	0.1 	0.3065 	0.3 	: 	: 	: 	: 	: 
SDR,FRE,HCN,TPW,TOTAL,CY	3.2047 	: 	3.4 	: 	0.126 	0.1 	0.1 	0.1 	0.3065 	0.3 	: 	: 	: 	: 	: 
SDR,FRE,TOTAL,EUR,CY,CY	11665.108 	: 	10200 	: 	315 	250 	250 	500 	1532.3652 	510 	: 	: 	: 	: 	: 
SDR,FRE,TOTAL,EUR,EU,CY	11665.108 	: 	10200 	: 	315 	250 	250 	500 	1532.3652 	510 	: 	: 	: 	: 	: 
SDR,FRE,TOTAL,EUR,TOTAL,CY	11665.108 	: 	10200 	: 	315 	250 	250 	500 	1532.3652 	510 	: 	: 	: 	: 	: 
SDR,FRE,TOTAL,EUR_T,CY,CY	3640 	: 	3000 	: 	2500 	2500 	2500 	5000 	5000 	1700 	: 	: 	: 	: 	: 
SDR,FRE,TOTAL,EUR_T,EU,CY	3640 	: 	3000 	: 	2500 	2500 	2500 	5000 	5000 	1700 	: 	: 	: 	: 	: 
SDR,FRE,TOTAL,EUR_T,TOTAL,CY	3640 	: 	3000 	: 	2500 	2500 	2500 	5000 	5000 	1700 	: 	: 	: 	: 	: 
SDR,FRE,TOTAL,TPW,CY,CY	3.2047 	: 	3.4 	: 	0.126 	0.1 	0.1 	0.1 	0.3065 	0.3 	: 	: 	: 	: 	: 
SDR,FRE,TOTAL,TPW,EU,CY	3.2047 	: 	3.4 	: 	0.126 	0.1 	0.1 	0.1 	0.3065 	0.3 	: 	: 	: 	: 	: 
SDR,FRE,TOTAL,TPW,TOTAL,CY	3.2047 	: 	3.4 	: 	0.126 	0.1 	0.1 	0.1 	0.3065 	0.3 	: 	: 	: 	: 	: 
SDR,FRE_WHL,HCN,EUR,CY,CY	11665.108 	: 	10200 	: 	315 	250 	250 	500 	1532.3652 	510 	: 	: 	: 	: 	: 
SDR,FRE_WHL,HCN,EUR,EU,CY	11665.108 	: 	10200 	: 	315 	250 	250 	500 	1532.3652 	510 	: 	: 	: 	: 	: 
SDR,FRE_WHL,HCN,EUR,TOTAL,CY	11665.108 	: 	10200 	: 	315 	250 	250 	500 	1532.3652 	510 	: 	: 	: 	: 	: 
SDR,FRE_WHL,HCN,EUR_T,CY,CY	3640 	: 	3000 	: 	2500 	2500 	2500 	5000 	5000 	1700 	: 	: 	: 	: 	: 
SDR,FRE_WHL,HCN,EUR_T,EU,CY	3640 	: 	3000 	: 	2500 	2500 	2500 	5000 	5000 	1700 	: 	: 	: 	: 	: 
SDR,FRE_WHL,HCN,EUR_T,TOTAL,CY	3640 	: 	3000 	: 	2500 	2500 	2500 	5000 	5000 	1700 	: 	: 	: 	: 	: 
SDR,FRE_WHL,HCN,TPW,CY,CY	3.2047 	: 	3.4 	: 	0.126 	0.1 	0.1 	0.1 	0.3065 	0.3 	: 	: 	: 	: 	: 
SDR,FRE_WHL,HCN,TPW,EU,CY	3.2047 	: 	3.4 	: 	0.126 	0.1 	0.1 	0.1 	0.3065 	0.3 	: 	: 	: 	: 	: 
SDR,FRE_WHL,HCN,TPW,TOTAL,CY	3.2047 	: 	3.4 	: 	0.126 	0.1 	0.1 	0.1 	0.3065 	0.3 	: 	: 	: 	: 	: 
SDR,FRE_WHL,TOTAL,EUR,CY,CY	11665.108 	: 	10200 	: 	315 	250 	250 	500 	1532.3652 	510 	: 	: 	: 	: 	: 
SDR,FRE_WHL,TOTAL,EUR,EU,CY	11665.108 	: 	10200 	: 	315 	250 	250 	500 	1532.3652 	510 	: 	: 	: 	: 	: 
SDR,FRE_WHL,TOTAL,EUR,TOTAL,CY	11665.108 	: 	10200 	: 	315 	250 	250 	500 	1532.3652 	510 	: 	: 	: 	: 	: 
SDR,FRE_WHL,TOTAL,EUR_T,CY,CY	3640 	: 	3000 	: 	2500 	2500 	2500 	5000 	5000 	1700 	: 	: 	: 	: 	: 
SDR,FRE_WHL,TOTAL,EUR_T,EU,CY	3640 	: 	3000 	: 	2500 	2500 	2500 	5000 	5000 	1700 	: 	: 	: 	: 	: 
SDR,FRE_WHL,TOTAL,EUR_T,TOTAL,CY	3640 	: 	3000 	: 	2500 	2500 	2500 	5000 	5000 	1700 	: 	: 	: 	: 	: 
SDR,FRE_WHL,TOTAL,TPW,CY,CY	3.2047 	: 	3.4 	: 	0.126 	0.1 	0.1 	0.1 	0.3065 	0.3 	: 	: 	: 	: 	: 
SDR,FRE_WHL,TOTAL,TPW,EU,CY	3.2047 	: 	3.4 	: 	0.126 	0.1 	0.1 	0.1 	0.3065 	0.3 	: 	: 	: 	: 	: 
SDR,FRE_WHL,TOTAL,TPW,TOTAL,CY	3.2047 	: 	3.4 	: 	0.126 	0.1 	0.1 	0.1 	0.3065 	0.3 	: 	: 	: 	: 	: 
SDR,TOTAL,HCN,EUR,CY,CY	11665.108 	: 	10200 	: 	315 	250 	250 	500 	1532.3652 	510 	: 	: 	: 	: 	: 
SDR,TOTAL,HCN,EUR,EU,CY	11665.108 	: 	10200 	: 	315 	250 	250 	500 	1532.3652 	510 	: 	: 	: 	: 	: 
SDR,TOTAL,HCN,EUR,TOTAL,CY	11665.108 	: 	10200 	: 	315 	250 	250 	500 	1532.3652 	510 	: 	: 	: 	: 	: 
SDR,TOTAL,HCN,EUR_T,CY,CY	3640 	: 	3000 	: 	2500 	2500 	2500 	5000 	5000 	1700 	: 	: 	: 	: 	: 
SDR,TOTAL,HCN,EUR_T,EU,CY	3640 	: 	3000 	: 	2500 	2500 	2500 	5000 	5000 	1700 	: 	: 	: 	: 	: 
SDR,TOTAL,HCN,EUR_T,TOTAL,CY	3640 	: 	3000 	: 	2500 	2500 	2500 	5000 	5000 	1700 	: 	: 	: 	: 	: 
SDR,TOTAL,HCN,TPW,CY,CY	3.2047 	: 	3.4 	: 	0.126 	0.1 	0.1 	0.1 	0.3065 	0.3 	: 	: 	: 	: 	: 
SDR,TOTAL,HCN,TPW,EU,CY	3.2047 	: 	3.4 	: 	0.126 	0.1 	0.1 	0.1 	0.3065 	0.3 	: 	: 	: 	: 	: 
SDR,TOTAL,HCN,TPW,TOTAL,CY	3.2047 	: 	3.4 	: 	0.126 	0.1 	0.1 	0.1 	0.3065 	0.3 	: 	: 	: 	: 	: 
SDR,TOTAL,TOTAL,EUR,CY,CY	11665.108 	: 	10200 	: 	315 	250 	250 	500 	1532.3652 	510 	: 	: 	: 	: 	: 
SDR,TOTAL,TOTAL,EUR,EU,CY	11665.108 	: 	10200 	: 	315 	250 	250 	500 	1532.3652 	510 	: 	: 	: 	: 	: 
SDR,TOTAL,TOTAL,EUR,TOTAL,CY	11665.108 	: 	10200 	: 	315 	250 	250 	500 	1532.3652 	510 	: 	: 	: 	: 	: 
SDR,TOTAL,TOTAL,EUR_T,CY,CY	3640 	: 	3000 	: 	2500 	2500 	2500 	5000 	5000 	1700 	: 	: 	: 	: 	: 
SDR,TOTAL,TOTAL,EUR_T,EU,CY	3640 	: 	3000 	: 	2500 	2500 	2500 	5000 	5000 	1700 	: 	: 	: 	: 	: 
SDR,TOTAL,TOTAL,EUR_T,TOTAL,CY	3640 	: 	3000 	: 	2500 	2500 	2500 	5000 	5000 	1700 	: 	: 	: 	: 	: 
SDR,TOTAL,TOTAL,TPW,CY,CY	3.2047 	: 	3.4 	: 	0.126 	0.1 	0.1 	0.1 	0.3065 	0.3 	: 	: 	: 	: 	: 
SDR,TOTAL,TOTAL,TPW,EU,CY	3.2047 	: 	3.4 	: 	0.126 	0.1 	0.1 	0.1 	0.3065 	0.3 	: 	: 	: 	: 	: 
SDR,TOTAL,TOTAL,TPW,TOTAL,CY	3.2047 	: 	3.4 	: 	0.126 	0.1 	0.1 	0.1 	0.3065 	0.3 	: 	: 	: 	: 	: 
SDS,FRE,HCN,EUR,CY,CY	: 	: 	1500 	311.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SDS,FRE,HCN,EUR,EU,CY	: 	: 	1500 	311.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SDS,FRE,HCN,EUR,TOTAL,CY	: 	: 	1500 	311.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SDS,FRE,HCN,EUR_T,CY,CY	: 	: 	5000 	3112 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SDS,FRE,HCN,EUR_T,EU,CY	: 	: 	5000 	3112 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SDS,FRE,HCN,EUR_T,TOTAL,CY	: 	: 	5000 	3112 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SDS,FRE,HCN,TPW,CY,CY	: 	: 	0.3 	0.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SDS,FRE,HCN,TPW,EU,CY	: 	: 	0.3 	0.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SDS,FRE,HCN,TPW,TOTAL,CY	: 	: 	0.3 	0.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SDS,FRE,TOTAL,EUR,CY,CY	: 	: 	1500 	311.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SDS,FRE,TOTAL,EUR,EU,CY	: 	: 	1500 	311.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SDS,FRE,TOTAL,EUR,TOTAL,CY	: 	: 	1500 	311.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SDS,FRE,TOTAL,EUR_T,CY,CY	: 	: 	5000 	3112 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SDS,FRE,TOTAL,EUR_T,EU,CY	: 	: 	5000 	3112 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SDS,FRE,TOTAL,EUR_T,TOTAL,CY	: 	: 	5000 	3112 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SDS,FRE,TOTAL,TPW,CY,CY	: 	: 	0.3 	0.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SDS,FRE,TOTAL,TPW,EU,CY	: 	: 	0.3 	0.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SDS,FRE,TOTAL,TPW,TOTAL,CY	: 	: 	0.3 	0.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SDS,FRE_WHL,HCN,EUR,CY,CY	: 	: 	1500 	311.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SDS,FRE_WHL,HCN,EUR,EU,CY	: 	: 	1500 	311.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SDS,FRE_WHL,HCN,EUR,TOTAL,CY	: 	: 	1500 	311.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SDS,FRE_WHL,HCN,EUR_T,CY,CY	: 	: 	5000 	3112 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SDS,FRE_WHL,HCN,EUR_T,EU,CY	: 	: 	5000 	3112 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SDS,FRE_WHL,HCN,EUR_T,TOTAL,CY	: 	: 	5000 	3112 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SDS,FRE_WHL,HCN,TPW,CY,CY	: 	: 	0.3 	0.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SDS,FRE_WHL,HCN,TPW,EU,CY	: 	: 	0.3 	0.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SDS,FRE_WHL,HCN,TPW,TOTAL,CY	: 	: 	0.3 	0.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SDS,FRE_WHL,TOTAL,EUR,CY,CY	: 	: 	1500 	311.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SDS,FRE_WHL,TOTAL,EUR,EU,CY	: 	: 	1500 	311.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SDS,FRE_WHL,TOTAL,EUR,TOTAL,CY	: 	: 	1500 	311.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SDS,FRE_WHL,TOTAL,EUR_T,CY,CY	: 	: 	5000 	3112 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SDS,FRE_WHL,TOTAL,EUR_T,EU,CY	: 	: 	5000 	3112 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SDS,FRE_WHL,TOTAL,EUR_T,TOTAL,CY	: 	: 	5000 	3112 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SDS,FRE_WHL,TOTAL,TPW,CY,CY	: 	: 	0.3 	0.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SDS,FRE_WHL,TOTAL,TPW,EU,CY	: 	: 	0.3 	0.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SDS,FRE_WHL,TOTAL,TPW,TOTAL,CY	: 	: 	0.3 	0.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SDS,TOTAL,HCN,EUR,CY,CY	: 	: 	1500 	311.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SDS,TOTAL,HCN,EUR,EU,CY	: 	: 	1500 	311.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SDS,TOTAL,HCN,EUR,TOTAL,CY	: 	: 	1500 	311.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SDS,TOTAL,HCN,EUR_T,CY,CY	: 	: 	5000 	3112 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SDS,TOTAL,HCN,EUR_T,EU,CY	: 	: 	5000 	3112 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
