species,pres,dest_use,unit,natvessr,geo\time	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 
HER,FRE,HCN,TPW,FI,FI	12919 	25688.02 	21060 	18908.6 	27982.6 	32508.6 	39827 	21212 	22637 	24485.4 	30578 	28217.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HER,FRE,HCN,TPW,TOTAL,FI	12919 	25688.02 	21060 	18908.6 	27982.6 	32508.6 	39827 	21212 	22637 	24485.4 	30578 	28217.2 	22727.9 	30238.7 	19347.6 	16852.2 	25272 	30247 	22953 	19667 	23134 	22317 
HER,FRE,IND,EUR,EU,FI	16000704.72 	15522351.9369 	12427609.571 	11313694.238 	11554716.425 	14515397.182 	9313313.79 	7360829.15 	5461610 	4402915.43 	4314000 	4396302 	4641194.425 	2623788.3314 	3991927.7481 	4642213.5508 	1006901.1379 	4242444.2415 	3782817.4169 	3204557 	3836963 	6888303 
HER,FRE,IND,EUR,FI,FI	16000704.72 	15522351.9369 	12427609.571 	11313694.238 	11554716.425 	14515397.182 	9313313.79 	7360829.15 	5461610 	4402915.43 	4314000 	4396302 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HER,FRE,IND,EUR,TOTAL,FI	16000704.72 	15522351.9369 	12427609.571 	11313694.238 	11554716.425 	14515397.182 	9313313.79 	7360829.15 	5461610 	4402915.43 	4314000 	4396302 	4641194.425 	2623788.3314 	3991927.7481 	4642213.5508 	1006901.1379 	4242444.2415 	3782817.4169 	3204557 	3836963 	6888303 
HER,FRE,IND,EUR_T,EU,FI	180.18 	176.97 	175.1806 	162.82 	197.05 	217.1 	172.7 	163.3 	110 	89.9 	100 	90 	93.05 	75.3934 	82.211 	99.6134 	19.5335 	91.2687 	73.497 	59 	101 	108 
HER,FRE,IND,EUR_T,FI,FI	180.18 	176.97 	175.1806 	162.82 	197.05 	217.1 	172.7 	163.3 	110 	89.9 	100 	90 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HER,FRE,IND,EUR_T,TOTAL,FI	180.18 	176.97 	175.1806 	162.82 	197.05 	217.1 	172.7 	163.3 	110 	89.9 	100 	90 	93.05 	75.3934 	82.211 	99.6134 	19.5335 	91.2687 	73.497 	59 	101 	108 
HER,FRE,IND,TPW,EU,FI	88804 	87711.77 	70941.7 	69485.9 	58638.5 	66860.42 	53927.7 	45075.5 	49651 	48975.7 	43140 	48847.8 	49878.5 	34801.3 	48557.1 	46602.3 	51547.4 	46483 	51469 	54217 	38178 	63744 
HER,FRE,IND,TPW,FI,FI	88804 	87711.77 	70941.7 	69485.9 	58638.5 	66860.42 	53927.7 	45075.5 	49651 	48975.7 	43140 	48847.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HER,FRE,IND,TPW,TOTAL,FI	88804 	87711.77 	70941.7 	69485.9 	58638.5 	66860.42 	53927.7 	45075.5 	49651 	48975.7 	43140 	48847.8 	49878.5 	34801.3 	48557.1 	46602.3 	51547.4 	46483 	51469 	54217 	38178 	63744 
HER,FRE,TOTAL,EUR,EU,FI	19802467.0998 	21757091.2711 	17849131.703 	16367206.674 	19144437.023 	23936389.462 	19321838.89 	12368982.35 	9989010 	9265715.87 	10429600 	10039742 	9189274.494 	8106370.968 	8183623.1966 	9270765.9045 	4205762.2848 	10851766.7301 	8643616.175 	7798923 	9732161 	12583973 
HER,FRE,TOTAL,EUR,FI,FI	19802467.0998 	21757091.2711 	17849131.703 	16367206.674 	19144437.023 	23936389.462 	19321838.89 	12368982.35 	9989010 	9265715.87 	10429600 	10039742 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HER,FRE,TOTAL,EUR,TOTAL,FI	19802467.0998 	21757091.2711 	17849131.703 	16367206.674 	19144437.023 	23936389.462 	19321838.89 	12368982.35 	9989010 	9265715.87 	10429600 	10039742 	9189274.494 	8106370.968 	8183623.1966 	9270765.9045 	4205762.2848 	10851766.7301 	8643616.175 	7798923 	9732161 	12583973 
HER,FRE,TOTAL,EUR_T,EU,FI	191.6768 	191.8618 	194.0087 	185.1609 	221.0136 	240.8838 	206.0893 	186.596 	138.1835 	126.1309 	141.4797 	130.2763 	126.5629 	124.6367 	120.5163 	146.101 	54.7487 	141.428 	116.1433 	106 	159 	146 
HER,FRE,TOTAL,EUR_T,FI,FI	191.6768 	191.8618 	194.0087 	185.1609 	221.0136 	240.8838 	206.0893 	186.596 	138.1835 	126.1309 	141.4797 	130.2763 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HER,FRE,TOTAL,EUR_T,TOTAL,FI	191.6768 	191.8618 	194.0087 	185.1609 	221.0136 	240.8838 	206.0893 	186.596 	138.1835 	126.1309 	141.4797 	130.2763 	126.5629 	124.6367 	120.5163 	146.101 	54.7487 	141.428 	116.1433 	106 	159 	146 
HER,FRE,TOTAL,TPW,EU,FI	103311.752 	113399.79 	92001.7 	88394.5 	86621.1 	99369.02 	93754.7 	66287.5 	72288 	73461.1 	73718 	77065 	72606.4 	65040 	67904.7 	63454.5 	76819.4 	76730 	74422 	73884 	61312 	86061 
HER,FRE,TOTAL,TPW,FI,FI	103311.752 	113399.79 	92001.7 	88394.5 	86621.1 	99369.02 	93754.7 	66287.5 	72288 	73461.1 	73718 	77065 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HER,FRE,TOTAL,TPW,TOTAL,FI	103311.752 	113399.79 	92001.7 	88394.5 	86621.1 	99369.02 	93754.7 	66287.5 	72288 	73461.1 	73718 	77065 	72606.4 	65040 	67904.7 	63454.5 	76819.4 	76730 	74422 	73884 	61312 	86061 
HER,FRE,UNK,EUR,EU,FI	310144.2498 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HER,FRE,UNK,EUR,FI,FI	310144.2498 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HER,FRE,UNK,EUR,TOTAL,FI	310144.2498 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HER,FRE,UNK,EUR_T,EU,FI	195.2125 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HER,FRE,UNK,EUR_T,FI,FI	195.2125 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HER,FRE,UNK,EUR_T,TOTAL,FI	195.2125 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HER,FRE,UNK,TPW,EU,FI	1588.752 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HER,FRE,UNK,TPW,FI,FI	1588.752 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HER,FRE,UNK,TPW,TOTAL,FI	1588.752 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HER,FRE_WHL,HCN,EUR,EU,FI	3491618.13 	6234739.3342 	5421522.132 	5053512.436 	7589720.598 	9420992.28 	10008525.1 	5008153.2 	4527400 	4862800.44 	6115600 	5643440 	4548080.069 	5482581.7209 	4191692.3657 	4628549.4171 	3198864.0528 	6609322.4886 	4860798.7581 	: 	: 	: 
HER,FRE_WHL,HCN,EUR,FI,FI	3491618.13 	6234739.3342 	5421522.132 	5053512.436 	7589720.598 	9420992.28 	10008525.1 	5008153.2 	4527400 	4862800.44 	6115600 	5643440 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HER,FRE_WHL,HCN,EUR,TOTAL,FI	3491618.13 	6234739.3342 	5421522.132 	5053512.436 	7589720.598 	9420992.28 	10008525.1 	5008153.2 	4527400 	4862800.44 	6115600 	5643440 	4548080.069 	5482581.7209 	4191692.3657 	4628549.4171 	3198864.0528 	6609322.4886 	4860798.7581 	: 	: 	: 
HER,FRE_WHL,HCN,EUR_T,EU,FI	270.27 	242.71 	257.4322 	267.26 	271.23 	289.8 	251.3 	236.1 	200 	198.6 	200 	200 	200.11 	181.3101 	216.6518 	274.6555 	126.5774 	218.5117 	211.7718 	: 	: 	: 
HER,FRE_WHL,HCN,EUR_T,FI,FI	270.27 	242.71 	257.4322 	267.26 	271.23 	289.8 	251.3 	236.1 	200 	198.6 	200 	200 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HER,FRE_WHL,HCN,EUR_T,TOTAL,FI	270.27 	242.71 	257.4322 	267.26 	271.23 	289.8 	251.3 	236.1 	200 	198.6 	200 	200 	200.11 	181.3101 	216.6518 	274.6555 	126.5774 	218.5117 	211.7718 	: 	: 	: 
HER,FRE_WHL,HCN,TPW,EU,FI	12919 	25688.02 	21060 	18908.6 	27982.6 	32508.6 	39827 	21212 	22637 	24485.4 	30578 	28217.2 	22727.9 	30238.7 	19347.6 	16852.2 	25272 	30247 	22953 	: 	: 	: 
HER,FRE_WHL,HCN,TPW,FI,FI	12919 	25688.02 	21060 	18908.6 	27982.6 	32508.6 	39827 	21212 	22637 	24485.4 	30578 	28217.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HER,FRE_WHL,HCN,TPW,TOTAL,FI	12919 	25688.02 	21060 	18908.6 	27982.6 	32508.6 	39827 	21212 	22637 	24485.4 	30578 	28217.2 	22727.9 	30238.7 	19347.6 	16852.2 	25272 	30247 	22953 	: 	: 	: 
HER,FRE_WHL,IND,EUR,EU,FI	16000704.72 	15522351.9369 	12427609.571 	11313694.238 	11554716.425 	14515397.182 	9313313.79 	7360829.15 	5461610 	4402915.43 	4314000 	4396302 	4641194.425 	2623788.3314 	3991927.7481 	4642213.5508 	1006901.1379 	4242444.2415 	3782817.4169 	: 	: 	: 
HER,FRE_WHL,IND,EUR,FI,FI	16000704.72 	15522351.9369 	12427609.571 	11313694.238 	11554716.425 	14515397.182 	9313313.79 	7360829.15 	5461610 	4402915.43 	4314000 	4396302 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HER,FRE_WHL,IND,EUR,TOTAL,FI	16000704.72 	15522351.9369 	12427609.571 	11313694.238 	11554716.425 	14515397.182 	9313313.79 	7360829.15 	5461610 	4402915.43 	4314000 	4396302 	4641194.425 	2623788.3314 	3991927.7481 	4642213.5508 	1006901.1379 	4242444.2415 	3782817.4169 	: 	: 	: 
HER,FRE_WHL,IND,EUR_T,EU,FI	180.18 	176.97 	175.1806 	162.82 	197.05 	217.1 	172.7 	163.3 	110 	89.9 	100 	90 	93.05 	75.3934 	82.211 	99.6134 	19.5335 	91.2687 	73.497 	: 	: 	: 
HER,FRE_WHL,IND,EUR_T,FI,FI	180.18 	176.97 	175.1806 	162.82 	197.05 	217.1 	172.7 	163.3 	110 	89.9 	100 	90 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HER,FRE_WHL,IND,EUR_T,TOTAL,FI	180.18 	176.97 	175.1806 	162.82 	197.05 	217.1 	172.7 	163.3 	110 	89.9 	100 	90 	93.05 	75.3934 	82.211 	99.6134 	19.5335 	91.2687 	73.497 	: 	: 	: 
HER,FRE_WHL,IND,TPW,EU,FI	88804 	87711.77 	70941.7 	69485.9 	58638.5 	66860.42 	53927.7 	45075.5 	49651 	48975.7 	43140 	48847.8 	49878.5 	34801.3 	48557.1 	46602.3 	51547.4 	46483 	51469 	: 	: 	: 
HER,FRE_WHL,IND,TPW,FI,FI	88804 	87711.77 	70941.7 	69485.9 	58638.5 	66860.42 	53927.7 	45075.5 	49651 	48975.7 	43140 	48847.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HER,FRE_WHL,IND,TPW,TOTAL,FI	88804 	87711.77 	70941.7 	69485.9 	58638.5 	66860.42 	53927.7 	45075.5 	49651 	48975.7 	43140 	48847.8 	49878.5 	34801.3 	48557.1 	46602.3 	51547.4 	46483 	51469 	: 	: 	: 
HER,FRE_WHL,TOTAL,EUR,EU,FI	19802467.0998 	21757091.2711 	17849131.703 	16367206.674 	19144437.023 	23936389.462 	19321838.89 	12368982.35 	9989010 	9265715.87 	10429600 	10039742 	9189274.494 	8106370.968 	8183623.1966 	9270765.9045 	4205762.2848 	10851766.7301 	8643616.175 	: 	: 	: 
HER,FRE_WHL,TOTAL,EUR,FI,FI	19802467.0998 	21757091.2711 	17849131.703 	16367206.674 	19144437.023 	23936389.462 	19321838.89 	12368982.35 	9989010 	9265715.87 	10429600 	10039742 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HER,FRE_WHL,TOTAL,EUR,TOTAL,FI	19802467.0998 	21757091.2711 	17849131.703 	16367206.674 	19144437.023 	23936389.462 	19321838.89 	12368982.35 	9989010 	9265715.87 	10429600 	10039742 	9189274.494 	8106370.968 	8183623.1966 	9270765.9045 	4205762.2848 	10851766.7301 	8643616.175 	: 	: 	: 
HER,FRE_WHL,TOTAL,EUR_T,EU,FI	191.6768 	191.8618 	194.0087 	185.1609 	221.0136 	240.8838 	206.0893 	186.596 	138.1835 	126.1309 	141.4797 	130.2763 	126.5629 	124.6367 	120.5163 	146.101 	54.7487 	141.428 	116.1433 	: 	: 	: 
HER,FRE_WHL,TOTAL,EUR_T,FI,FI	191.6768 	191.8618 	194.0087 	185.1609 	221.0136 	240.8838 	206.0893 	186.596 	138.1835 	126.1309 	141.4797 	130.2763 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HER,FRE_WHL,TOTAL,EUR_T,TOTAL,FI	191.6768 	191.8618 	194.0087 	185.1609 	221.0136 	240.8838 	206.0893 	186.596 	138.1835 	126.1309 	141.4797 	130.2763 	126.5629 	124.6367 	120.5163 	146.101 	54.7487 	141.428 	116.1433 	: 	: 	: 
HER,FRE_WHL,TOTAL,TPW,EU,FI	103311.752 	113399.79 	92001.7 	88394.5 	86621.1 	99369.02 	93754.7 	66287.5 	72288 	73461.1 	73718 	77065 	72606.4 	65040 	67904.7 	63454.5 	76819.4 	76730 	74422 	: 	: 	: 
HER,FRE_WHL,TOTAL,TPW,FI,FI	103311.752 	113399.79 	92001.7 	88394.5 	86621.1 	99369.02 	93754.7 	66287.5 	72288 	73461.1 	73718 	77065 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HER,FRE_WHL,TOTAL,TPW,TOTAL,FI	103311.752 	113399.79 	92001.7 	88394.5 	86621.1 	99369.02 	93754.7 	66287.5 	72288 	73461.1 	73718 	77065 	72606.4 	65040 	67904.7 	63454.5 	76819.4 	76730 	74422 	: 	: 	: 
HER,FRE_WHL,UNK,EUR,EU,FI	310144.2498 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HER,FRE_WHL,UNK,EUR,FI,FI	310144.2498 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HER,FRE_WHL,UNK,EUR,TOTAL,FI	310144.2498 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HER,FRE_WHL,UNK,EUR_T,EU,FI	195.2125 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HER,FRE_WHL,UNK,EUR_T,FI,FI	195.2125 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HER,FRE_WHL,UNK,EUR_T,TOTAL,FI	195.2125 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HER,FRE_WHL,UNK,TPW,EU,FI	1588.752 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HER,FRE_WHL,UNK,TPW,FI,FI	1588.752 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HER,FRE_WHL,UNK,TPW,TOTAL,FI	1588.752 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HER,TOTAL,HCN,EUR,EU,FI	3491618.13 	6234739.3342 	5421522.132 	5053512.436 	7589720.598 	9420992.28 	10008525.1 	5008153.2 	4527400 	4862800.44 	6115600 	5643440 	4548080.069 	5482581.7209 	4191692.3657 	4628549.4171 	3198864.0528 	6609322.4886 	4860798.7581 	4594366 	5895198 	5695670 
HER,TOTAL,HCN,EUR,FI,FI	3491618.13 	6234739.3342 	5421522.132 	5053512.436 	7589720.598 	9420992.28 	10008525.1 	5008153.2 	4527400 	4862800.44 	6115600 	5643440 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HER,TOTAL,HCN,EUR,TOTAL,FI	3491618.13 	6234739.3342 	5421522.132 	5053512.436 	7589720.598 	9420992.28 	10008525.1 	5008153.2 	4527400 	4862800.44 	6115600 	5643440 	4548080.069 	5482581.7209 	4191692.3657 	4628549.4171 	3198864.0528 	6609322.4886 	4860798.7581 	4594366 	5895198 	5695670 
HER,TOTAL,HCN,EUR_T,EU,FI	270.27 	242.71 	257.4322 	267.26 	271.23 	289.8 	251.3 	236.1 	200 	198.6 	200 	200 	200.11 	181.3101 	216.6518 	274.6555 	126.5774 	218.5117 	211.7718 	234 	255 	255 
HER,TOTAL,HCN,EUR_T,FI,FI	270.27 	242.71 	257.4322 	267.26 	271.23 	289.8 	251.3 	236.1 	200 	198.6 	200 	200 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HER,TOTAL,HCN,EUR_T,TOTAL,FI	270.27 	242.71 	257.4322 	267.26 	271.23 	289.8 	251.3 	236.1 	200 	198.6 	200 	200 	200.11 	181.3101 	216.6518 	274.6555 	126.5774 	218.5117 	211.7718 	234 	255 	255 
HER,TOTAL,HCN,TPW,EU,FI	12919 	25688.02 	21060 	18908.6 	27982.6 	32508.6 	39827 	21212 	22637 	24485.4 	30578 	28217.2 	22727.9 	30238.7 	19347.6 	16852.2 	25272 	30247 	22953 	19667 	23134 	22317 
HER,TOTAL,HCN,TPW,FI,FI	12919 	25688.02 	21060 	18908.6 	27982.6 	32508.6 	39827 	21212 	22637 	24485.4 	30578 	28217.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HER,TOTAL,HCN,TPW,TOTAL,FI	12919 	25688.02 	21060 	18908.6 	27982.6 	32508.6 	39827 	21212 	22637 	24485.4 	30578 	28217.2 	22727.9 	30238.7 	19347.6 	16852.2 	25272 	30247 	22953 	19667 	23134 	22317 
HER,TOTAL,IND,EUR,EU,FI	16000704.72 	15522351.9369 	12427609.571 	11313694.238 	11554716.425 	14515397.182 	9313313.79 	7360829.15 	5461610 	4402915.43 	4314000 	4396302 	4641194.425 	2623788.3314 	3991927.7481 	4642213.5508 	1006901.1379 	4242444.2415 	3782817.4169 	3204557 	3836963 	6888303 
HER,TOTAL,IND,EUR,FI,FI	16000704.72 	15522351.9369 	12427609.571 	11313694.238 	11554716.425 	14515397.182 	9313313.79 	7360829.15 	5461610 	4402915.43 	4314000 	4396302 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HER,TOTAL,IND,EUR,TOTAL,FI	16000704.72 	15522351.9369 	12427609.571 	11313694.238 	11554716.425 	14515397.182 	9313313.79 	7360829.15 	5461610 	4402915.43 	4314000 	4396302 	4641194.425 	2623788.3314 	3991927.7481 	4642213.5508 	1006901.1379 	4242444.2415 	3782817.4169 	3204557 	3836963 	6888303 
HER,TOTAL,IND,EUR_T,EU,FI	180.18 	176.97 	175.1806 	162.82 	197.05 	217.1 	172.7 	163.3 	110 	89.9 	100 	90 	93.05 	75.3934 	82.211 	99.6134 	19.5335 	91.2687 	73.497 	59 	101 	108 
HER,TOTAL,IND,EUR_T,FI,FI	180.18 	176.97 	175.1806 	162.82 	197.05 	217.1 	172.7 	163.3 	110 	89.9 	100 	90 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HER,TOTAL,IND,EUR_T,TOTAL,FI	180.18 	176.97 	175.1806 	162.82 	197.05 	217.1 	172.7 	163.3 	110 	89.9 	100 	90 	93.05 	75.3934 	82.211 	99.6134 	19.5335 	91.2687 	73.497 	59 	101 	108 
HER,TOTAL,IND,TPW,EU,FI	88804 	87711.77 	70941.7 	69485.9 	58638.5 	66860.42 	53927.7 	45075.5 	49651 	48975.7 	43140 	48847.8 	49878.5 	34801.3 	48557.1 	46602.3 	51547.4 	46483 	51469 	54217 	38178 	63744 
HER,TOTAL,IND,TPW,FI,FI	88804 	87711.77 	70941.7 	69485.9 	58638.5 	66860.42 	53927.7 	45075.5 	49651 	48975.7 	43140 	48847.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HER,TOTAL,IND,TPW,TOTAL,FI	88804 	87711.77 	70941.7 	69485.9 	58638.5 	66860.42 	53927.7 	45075.5 	49651 	48975.7 	43140 	48847.8 	49878.5 	34801.3 	48557.1 	46602.3 	51547.4 	46483 	51469 	54217 	38178 	63744 
HER,TOTAL,TOTAL,EUR,EU,FI	19802467.0998 	21757091.2711 	17849131.703 	16367206.674 	19144437.023 	23936389.462 	19321838.89 	12368982.35 	9989010 	9265715.87 	10429600 	10039742 	9189274.494 	8106370.968 	8183623.1966 	9270765.9045 	4205762.2848 	10851766.7301 	8643616.175 	7798923 	9732161 	12583973 
HER,TOTAL,TOTAL,EUR,FI,FI	19802467.0998 	21757091.2711 	17849131.703 	16367206.674 	19144437.023 	23936389.462 	19321838.89 	12368982.35 	9989010 	9265715.87 	10429600 	10039742 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HER,TOTAL,TOTAL,EUR,TOTAL,FI	19802467.0998 	21757091.2711 	17849131.703 	16367206.674 	19144437.023 	23936389.462 	19321838.89 	12368982.35 	9989010 	9265715.87 	10429600 	10039742 	9189274.494 	8106370.968 	8183623.1966 	9270765.9045 	4205762.2848 	10851766.7301 	8643616.175 	7798923 	9732161 	12583973 
HER,TOTAL,TOTAL,EUR_T,EU,FI	191.6768 	191.8618 	194.0087 	185.1609 	221.0136 	240.8838 	206.0893 	186.596 	138.1835 	126.1309 	141.4797 	130.2763 	126.5629 	124.6367 	120.5163 	146.101 	54.7487 	141.428 	116.1433 	106 	159 	146 
HER,TOTAL,TOTAL,EUR_T,FI,FI	191.6768 	191.8618 	194.0087 	185.1609 	221.0136 	240.8838 	206.0893 	186.596 	138.1835 	126.1309 	141.4797 	130.2763 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HER,TOTAL,TOTAL,EUR_T,TOTAL,FI	191.6768 	191.8618 	194.0087 	185.1609 	221.0136 	240.8838 	206.0893 	186.596 	138.1835 	126.1309 	141.4797 	130.2763 	126.5629 	124.6367 	120.5163 	146.101 	54.7487 	141.428 	116.1433 	106 	159 	146 
HER,TOTAL,TOTAL,TPW,EU,FI	103311.752 	113399.79 	92001.7 	88394.5 	86621.1 	99369.02 	93754.7 	66287.5 	72288 	73461.1 	73718 	77065 	72606.4 	65040 	67904.7 	63454.5 	76819.4 	76730 	74422 	73884 	61312 	86061 
HER,TOTAL,TOTAL,TPW,FI,FI	103311.752 	113399.79 	92001.7 	88394.5 	86621.1 	99369.02 	93754.7 	66287.5 	72288 	73461.1 	73718 	77065 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HER,TOTAL,TOTAL,TPW,TOTAL,FI	103311.752 	113399.79 	92001.7 	88394.5 	86621.1 	99369.02 	93754.7 	66287.5 	72288 	73461.1 	73718 	77065 	72606.4 	65040 	67904.7 	63454.5 	76819.4 	76730 	74422 	73884 	61312 	86061 
HER,TOTAL,UNK,EUR,EU,FI	310144.2498 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HER,TOTAL,UNK,EUR,FI,FI	310144.2498 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HER,TOTAL,UNK,EUR,TOTAL,FI	310144.2498 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HER,TOTAL,UNK,EUR_T,EU,FI	195.2125 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HER,TOTAL,UNK,EUR_T,FI,FI	195.2125 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HER,TOTAL,UNK,EUR_T,TOTAL,FI	195.2125 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HER,TOTAL,UNK,TPW,EU,FI	1588.752 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HER,TOTAL,UNK,TPW,FI,FI	1588.752 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HER,TOTAL,UNK,TPW,TOTAL,FI	1588.752 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PLE,FRE,HCN,EUR,EU,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	20121.4 	17079.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PLE,FRE,HCN,EUR,FI,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	20121.4 	17079.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PLE,FRE,HCN,EUR,TOTAL,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	20121.4 	17079.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PLE,FRE,HCN,EUR_T,EU,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2834 	2162 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PLE,FRE,HCN,EUR_T,FI,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2834 	2162 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PLE,FRE,HCN,EUR_T,TOTAL,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2834 	2162 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PLE,FRE,HCN,TPW,EU,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7.1 	7.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PLE,FRE,HCN,TPW,FI,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7.1 	7.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PLE,FRE,HCN,TPW,TOTAL,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7.1 	7.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PLE,FRE,TOTAL,EUR,EU,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	20121.4 	17079.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
