species,pres,dest_use,unit,natvessr,geo\time	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 
ELE,FRE_WHL,TOTAL,TPW,TOTAL,FI	1.06 	1.021 	: 	: 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ELE,TOTAL,HCN,EUR,EU,FI	8480 	8168 	: 	: 	4000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ELE,TOTAL,HCN,EUR,FI,FI	8480 	8168 	: 	: 	4000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ELE,TOTAL,HCN,EUR,TOTAL,FI	8480 	8168 	: 	: 	4000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ELE,TOTAL,HCN,EUR_T,EU,FI	8000 	8000 	: 	: 	4000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ELE,TOTAL,HCN,EUR_T,FI,FI	8000 	8000 	: 	: 	4000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ELE,TOTAL,HCN,EUR_T,TOTAL,FI	8000 	8000 	: 	: 	4000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ELE,TOTAL,HCN,TPW,EU,FI	1.06 	1.021 	: 	: 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ELE,TOTAL,HCN,TPW,FI,FI	1.06 	1.021 	: 	: 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ELE,TOTAL,HCN,TPW,TOTAL,FI	1.06 	1.021 	: 	: 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ELE,TOTAL,TOTAL,EUR,EU,FI	8480 	8168 	: 	: 	4000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ELE,TOTAL,TOTAL,EUR,FI,FI	8480 	8168 	: 	: 	4000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ELE,TOTAL,TOTAL,EUR,TOTAL,FI	8480 	8168 	: 	: 	4000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ELE,TOTAL,TOTAL,EUR_T,EU,FI	8000 	8000 	: 	: 	4000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ELE,TOTAL,TOTAL,EUR_T,FI,FI	8000 	8000 	: 	: 	4000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ELE,TOTAL,TOTAL,EUR_T,TOTAL,FI	8000 	8000 	: 	: 	4000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ELE,TOTAL,TOTAL,TPW,EU,FI	1.06 	1.021 	: 	: 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ELE,TOTAL,TOTAL,TPW,FI,FI	1.06 	1.021 	: 	: 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ELE,TOTAL,TOTAL,TPW,TOTAL,FI	1.06 	1.021 	: 	: 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F00,FRE,HCN,EUR,EU,FI	12011831.0263 	14773165.2119 	13889007.2901 	13867406.306 	18075964.543 	19438370.7468 	19014703.11 	15776528.31 	13130696.94 	12677395.84 	14314798.9 	12351746.8 	11391776.309 	11108640.7438 	10508280.69 	13471283.6969 	4698456.2416 	: 	: 	15838300 	15119456 	19085742 
F00,FRE,HCN,EUR,FI,FI	12011831.0263 	14773165.2119 	13889007.2901 	13867406.306 	18075964.543 	19438370.7468 	19014703.11 	15776528.31 	13130696.94 	12677395.84 	14314798.9 	12351746.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F00,FRE,HCN,EUR,TOTAL,FI	12011831.0263 	14773165.2119 	13889007.2901 	13867406.306 	18075964.543 	19438370.7468 	19014703.11 	15776528.31 	13130696.94 	12677395.84 	14314798.9 	12351746.8 	11391776.309 	11108640.7438 	10508280.69 	13471283.6969 	4698456.2416 	: 	: 	15838300 	15119456 	19085742 
F00,FRE,HCN,EUR_T,EU,FI	682.2846 	492.9176 	550.3125 	593.4459 	536.9444 	514.0272 	424.7805 	599.1003 	493.0588 	459.7357 	341.5588 	364.0748 	437.2942 	329.9221 	463.6245 	571.5097 	155.5234 	: 	: 	637 	536 	563 
F00,FRE,HCN,EUR_T,FI,FI	682.2846 	492.9176 	550.3125 	593.4459 	536.9444 	514.0272 	424.7805 	599.1003 	493.0588 	459.7357 	341.5588 	364.0748 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F00,FRE,HCN,EUR_T,TOTAL,FI	682.2846 	492.9176 	550.3125 	593.4459 	536.9444 	514.0272 	424.7805 	599.1003 	493.0588 	459.7357 	341.5588 	364.0748 	437.2942 	329.9221 	463.6245 	571.5097 	155.5234 	: 	: 	637 	536 	563 
F00,FRE,HCN,TPW,EU,FI	17605.31 	29970.861 	25238.4 	23367.6 	33664.5 	37815.841 	44763.6 	26333.7 	26631.1 	27575.4 	41910.2 	33926.4 	26050.6 	33670.5 	22665.5 	23571.4 	30210.6 	34538.2 	27480.1 	24866 	28199 	33874 
F00,FRE,HCN,TPW,FI,FI	17605.31 	29970.861 	25238.4 	23367.6 	33664.5 	37815.841 	44763.6 	26333.7 	26631.1 	27575.4 	41910.2 	33926.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F00,FRE,HCN,TPW,TOTAL,FI	17605.31 	29970.861 	25238.4 	23367.6 	33664.5 	37815.841 	44763.6 	26333.7 	26631.1 	27575.4 	41910.2 	33926.4 	26050.6 	33670.5 	22665.5 	23571.4 	30210.6 	34538.2 	27480.1 	24866 	28199 	33874 
F00,FRE,IND,EUR,EU,FI	17557968.9348 	18393995.6769 	13930426.5863 	12117978.824 	12757458.605 	15726799.8945 	10074065.61 	8557139.42 	6266450 	5365153.79 	4854988.8 	5298021 	7096979.794 	3958778.9782 	5094360.1311 	5208179.8131 	1313087.9662 	: 	: 	3882650 	5662167 	7512420 
F00,FRE,IND,EUR,FI,FI	17557968.9348 	18393995.6769 	13930426.5863 	12117978.824 	12757458.605 	15726799.8945 	10074065.61 	8557139.42 	6266450 	5365153.79 	4854988.8 	5298021 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F00,FRE,IND,EUR,TOTAL,FI	17557968.9348 	18393995.6769 	13930426.5863 	12117978.824 	12757458.605 	15726799.8945 	10074065.61 	8557139.42 	6266450 	5365153.79 	4854988.8 	5298021 	7096979.794 	3958778.9782 	5094360.1311 	5208179.8131 	1313087.9662 	: 	: 	3882650 	5662167 	7512420 
F00,FRE,IND,EUR_T,EU,FI	180.3521 	177.2071 	175.3799 	163.1407 	197.9358 	218.546 	173.598 	164.7035 	111.1901 	94.4165 	99.5379 	90 	109.1853 	78.5039 	82.3064 	98.9417 	19.7457 	: 	: 	59 	103 	106 
F00,FRE,IND,EUR_T,FI,FI	180.3521 	177.2071 	175.3799 	163.1407 	197.9358 	218.546 	173.598 	164.7035 	111.1901 	94.4165 	99.5379 	90 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F00,FRE,IND,EUR_T,TOTAL,FI	180.3521 	177.2071 	175.3799 	163.1407 	197.9358 	218.546 	173.598 	164.7035 	111.1901 	94.4165 	99.5379 	90 	109.1853 	78.5039 	82.3064 	98.9417 	19.7457 	: 	: 	59 	103 	106 
F00,FRE,IND,TPW,EU,FI	97353.82 	103799.41 	79430 	74279.3 	64452.5 	71961.063 	58031 	51954.8 	56358 	56824.3 	48775.3 	58866.9 	64999.4 	50427.8 	61895.1 	52638.9 	66499.9 	58960.8 	68937.6 	66060 	54788 	70853 
F00,FRE,IND,TPW,FI,FI	97353.82 	103799.41 	79430 	74279.3 	64452.5 	71961.063 	58031 	51954.8 	56358 	56824.3 	48775.3 	58866.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F00,FRE,IND,TPW,TOTAL,FI	97353.82 	103799.41 	79430 	74279.3 	64452.5 	71961.063 	58031 	51954.8 	56358 	56824.3 	48775.3 	58866.9 	64999.4 	50427.8 	61895.1 	52638.9 	66499.9 	58960.8 	68937.6 	66060 	54788 	70853 
F00,FRE,TOTAL,EUR,EU,FI	30147046.3281 	33167160.8888 	27819433.8764 	25985385.13 	30833423.148 	35165170.6413 	29088768.72 	24333667.73 	19397146.94 	18042549.63 	19169787.7 	17649767.8 	18488756.103 	15067420.6378 	15602644.1366 	18679466.4635 	6011540.5297 	: 	: 	19720950 	20781623 	26598163 
F00,FRE,TOTAL,EUR,FI,FI	30147046.3281 	33167160.8888 	27819433.8764 	25985385.13 	30833423.148 	35165170.6413 	29088768.72 	24333667.73 	19397146.94 	18042549.63 	19169787.7 	17649767.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F00,FRE,TOTAL,EUR,TOTAL,FI	30147046.3281 	33167160.8888 	27819433.8764 	25985385.13 	30833423.148 	35165170.6413 	29088768.72 	24333667.73 	19397146.94 	18042549.63 	19169787.7 	17649767.8 	18488756.103 	15067420.6378 	15602644.1366 	18679466.4635 	6011540.5297 	: 	: 	19720950 	20781623 	26598163 
F00,FRE,TOTAL,EUR_T,EU,FI	255.4524 	247.9412 	265.7864 	266.1158 	314.2516 	320.3331 	282.9795 	310.8205 	233.7313 	213.775 	211.3876 	190.2052 	203.0616 	179.1644 	184.5143 	245.1042 	62.1602 	: 	: 	217 	250 	254 
F00,FRE,TOTAL,EUR_T,FI,FI	255.4524 	247.9412 	265.7864 	266.1158 	314.2516 	320.3331 	282.9795 	310.8205 	233.7313 	213.775 	211.3876 	190.2052 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F00,FRE,TOTAL,EUR_T,TOTAL,FI	255.4524 	247.9412 	265.7864 	266.1158 	314.2516 	320.3331 	282.9795 	310.8205 	233.7313 	213.775 	211.3876 	190.2052 	203.0616 	179.1644 	184.5143 	245.1042 	62.1602 	: 	: 	217 	250 	254 
F00,FRE,TOTAL,TPW,EU,FI	118014.348 	133770.271 	104668.4 	97646.9 	98117 	109776.904 	102794.6 	78288.5 	82989.1 	84399.7 	90685.5 	92793.3 	91050 	84098.3 	84560.6 	76210.3 	96710.5 	93499 	96417.7 	90927 	82987 	104727 
F00,FRE,TOTAL,TPW,FI,FI	118014.348 	133770.271 	104668.4 	97646.9 	98117 	109776.904 	102794.6 	78288.5 	82989.1 	84399.7 	90685.5 	92793.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F00,FRE,TOTAL,TPW,TOTAL,FI	118014.348 	133770.271 	104668.4 	97646.9 	98117 	109776.904 	102794.6 	78288.5 	82989.1 	84399.7 	90685.5 	92793.3 	91050 	84098.3 	84560.6 	76210.3 	96710.5 	93499 	96417.7 	90927 	82987 	104727 
F00,FRE,UNK,EUR,EU,FI	577246.367 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F00,FRE,UNK,EUR,FI,FI	577246.367 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F00,FRE,UNK,EUR,TOTAL,FI	577246.367 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F00,FRE,UNK,EUR_T,EU,FI	188.9379 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F00,FRE,UNK,EUR_T,FI,FI	188.9379 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F00,FRE,UNK,EUR_T,TOTAL,FI	188.9379 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F00,FRE,UNK,TPW,EU,FI	3055.218 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F00,FRE,UNK,TPW,FI,FI	3055.218 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F00,FRE,UNK,TPW,TOTAL,FI	3055.218 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F00,FRE_GUT,HCN,EUR,EU,FI	3399799.5294 	3858188.0824 	3492734.6301 	3762092.696 	4257638.287 	4308115.0996 	3605365.06 	4457917.43 	4072511.64 	4395609.93 	3968632.1 	3193173.9 	3033084.59 	3079761.9832 	3114214.0365 	3370222.4988 	703819.0983 	: 	: 	: 	: 	: 
F00,FRE_GUT,HCN,EUR,FI,FI	3399799.5294 	3858188.0824 	3492734.6301 	3762092.696 	4257638.287 	4308115.0996 	3605365.06 	4457917.43 	4072511.64 	4395609.93 	3968632.1 	3193173.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F00,FRE_GUT,HCN,EUR,TOTAL,FI	3399799.5294 	3858188.0824 	3492734.6301 	3762092.696 	4257638.287 	4308115.0996 	3605365.06 	4457917.43 	4072511.64 	4395609.93 	3968632.1 	3193173.9 	3033084.59 	3079761.9832 	3114214.0365 	3370222.4988 	703819.0983 	: 	: 	: 	: 	: 
F00,FRE_GUT,HCN,EUR_T,EU,FI	5081.305 	4714.8822 	4449.3435 	4374.5264 	4223.4285 	4007.8099 	3820.4568 	4686.6247 	4534.5859 	4479.8307 	4180.1476 	3763.7599 	3622.8913 	3123.4909 	2941.8232 	3365.1747 	574.64 	: 	: 	: 	: 	: 
F00,FRE_GUT,HCN,EUR_T,FI,FI	5081.305 	4714.8822 	4449.3435 	4374.5264 	4223.4285 	4007.8099 	3820.4568 	4686.6247 	4534.5859 	4479.8307 	4180.1476 	3763.7599 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F00,FRE_GUT,HCN,EUR_T,TOTAL,FI	5081.305 	4714.8822 	4449.3435 	4374.5264 	4223.4285 	4007.8099 	3820.4568 	4686.6247 	4534.5859 	4479.8307 	4180.1476 	3763.7599 	3622.8913 	3123.4909 	2941.8232 	3365.1747 	574.64 	: 	: 	: 	: 	: 
F00,FRE_GUT,HCN,TPW,EU,FI	669.08 	818.3 	785 	860 	1008.1 	1074.93 	943.7 	951.2 	898.1 	981.2 	949.4 	848.4 	837.2 	986 	1058.6 	1001.5 	1224.8 	1152.3 	1526 	: 	: 	: 
F00,FRE_GUT,HCN,TPW,FI,FI	669.08 	818.3 	785 	860 	1008.1 	1074.93 	943.7 	951.2 	898.1 	981.2 	949.4 	848.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F00,FRE_GUT,HCN,TPW,TOTAL,FI	669.08 	818.3 	785 	860 	1008.1 	1074.93 	943.7 	951.2 	898.1 	981.2 	949.4 	848.4 	837.2 	986 	1058.6 	1001.5 	1224.8 	1152.3 	1526 	: 	: 	: 
F00,FRE_GUT,TOTAL,EUR,EU,FI	3399799.5294 	3858188.0824 	3492734.6301 	3762092.696 	4257638.287 	4308115.0996 	3605365.06 	4457917.43 	4072511.64 	4395609.93 	3968632.1 	3193173.9 	3033084.59 	3079761.9832 	3114214.0365 	3370222.4988 	703819.0983 	: 	: 	: 	: 	: 
F00,FRE_GUT,TOTAL,EUR,FI,FI	3399799.5294 	3858188.0824 	3492734.6301 	3762092.696 	4257638.287 	4308115.0996 	3605365.06 	4457917.43 	4072511.64 	4395609.93 	3968632.1 	3193173.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F00,FRE_GUT,TOTAL,EUR,TOTAL,FI	3399799.5294 	3858188.0824 	3492734.6301 	3762092.696 	4257638.287 	4308115.0996 	3605365.06 	4457917.43 	4072511.64 	4395609.93 	3968632.1 	3193173.9 	3033084.59 	3079761.9832 	3114214.0365 	3370222.4988 	703819.0983 	: 	: 	: 	: 	: 
F00,FRE_GUT,TOTAL,EUR_T,EU,FI	5081.305 	4714.8822 	4449.3435 	4374.5264 	4223.4285 	4007.8099 	3820.4568 	4686.6247 	4534.5859 	4479.8307 	4180.1476 	3763.7599 	3622.8913 	3123.4909 	2941.8232 	3365.1747 	574.64 	: 	: 	: 	: 	: 
F00,FRE_GUT,TOTAL,EUR_T,FI,FI	5081.305 	4714.8822 	4449.3435 	4374.5264 	4223.4285 	4007.8099 	3820.4568 	4686.6247 	4534.5859 	4479.8307 	4180.1476 	3763.7599 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F00,FRE_GUT,TOTAL,EUR_T,TOTAL,FI	5081.305 	4714.8822 	4449.3435 	4374.5264 	4223.4285 	4007.8099 	3820.4568 	4686.6247 	4534.5859 	4479.8307 	4180.1476 	3763.7599 	3622.8913 	3123.4909 	2941.8232 	3365.1747 	574.64 	: 	: 	: 	: 	: 
F00,FRE_GUT,TOTAL,TPW,EU,FI	669.08 	818.3 	785 	860 	1008.1 	1074.93 	943.7 	951.2 	898.1 	981.2 	949.4 	848.4 	837.2 	986 	1058.6 	1001.5 	1224.8 	1152.3 	1526 	: 	: 	: 
F00,FRE_GUT,TOTAL,TPW,FI,FI	669.08 	818.3 	785 	860 	1008.1 	1074.93 	943.7 	951.2 	898.1 	981.2 	949.4 	848.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F00,FRE_GUT,TOTAL,TPW,TOTAL,FI	669.08 	818.3 	785 	860 	1008.1 	1074.93 	943.7 	951.2 	898.1 	981.2 	949.4 	848.4 	837.2 	986 	1058.6 	1001.5 	1224.8 	1152.3 	1526 	: 	: 	: 
F00,FRE_NSP,HCN,EUR,EU,FI	: 	123291 	64670.04 	51348.6 	36380 	110711.61 	104811 	159071.85 	10094 	14964.12 	9464 	43226.3 	: 	: 	: 	4975944.7288 	785104.4475 	: 	: 	: 	: 	: 
F00,FRE_NSP,HCN,EUR,FI,FI	: 	123291 	64670.04 	51348.6 	36380 	110711.61 	104811 	159071.85 	10094 	14964.12 	9464 	43226.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F00,FRE_NSP,HCN,EUR,TOTAL,FI	: 	123291 	64670.04 	51348.6 	36380 	110711.61 	104811 	159071.85 	10094 	14964.12 	9464 	43226.3 	: 	: 	: 	4975944.7288 	785104.4475 	: 	: 	: 	: 	: 
F00,FRE_NSP,HCN,EUR_T,EU,FI	: 	300 	211.34 	514 	200 	1030 	930 	976.5 	103 	189.9 	80 	811 	: 	: 	: 	1356.1389 	242.2041 	: 	: 	: 	: 	: 
F00,FRE_NSP,HCN,EUR_T,FI,FI	: 	300 	211.34 	514 	200 	1030 	930 	976.5 	103 	189.9 	80 	811 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F00,FRE_NSP,HCN,EUR_T,TOTAL,FI	: 	300 	211.34 	514 	200 	1030 	930 	976.5 	103 	189.9 	80 	811 	: 	: 	: 	1356.1389 	242.2041 	: 	: 	: 	: 	: 
F00,FRE_NSP,HCN,TPW,EU,FI	: 	410.97 	306 	99.9 	181.9 	107.487 	112.7 	162.9 	98 	78.8 	118.3 	53.3 	: 	: 	: 	3669.2 	3241.5 	2868.9 	2578.1 	: 	: 	: 
F00,FRE_NSP,HCN,TPW,FI,FI	: 	410.97 	306 	99.9 	181.9 	107.487 	112.7 	162.9 	98 	78.8 	118.3 	53.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F00,FRE_NSP,HCN,TPW,TOTAL,FI	: 	410.97 	306 	99.9 	181.9 	107.487 	112.7 	162.9 	98 	78.8 	118.3 	53.3 	: 	: 	: 	3669.2 	3241.5 	2868.9 	2578.1 	: 	: 	: 
F00,FRE_NSP,TOTAL,EUR,EU,FI	: 	123291 	64670.04 	51348.6 	36380 	110711.61 	104811 	159071.85 	10094 	14964.12 	9464 	43226.3 	: 	: 	: 	4975944.7288 	785104.4475 	: 	: 	: 	: 	: 
F00,FRE_NSP,TOTAL,EUR,FI,FI	: 	123291 	64670.04 	51348.6 	36380 	110711.61 	104811 	159071.85 	10094 	14964.12 	9464 	43226.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F00,FRE_NSP,TOTAL,EUR,TOTAL,FI	: 	123291 	64670.04 	51348.6 	36380 	110711.61 	104811 	159071.85 	10094 	14964.12 	9464 	43226.3 	: 	: 	: 	4975944.7288 	785104.4475 	: 	: 	: 	: 	: 
F00,FRE_NSP,TOTAL,EUR_T,EU,FI	: 	300 	211.34 	514 	200 	1030 	930 	976.5 	103 	189.9 	80 	811 	: 	: 	: 	1356.1389 	242.2041 	: 	: 	: 	: 	: 
F00,FRE_NSP,TOTAL,EUR_T,FI,FI	: 	300 	211.34 	514 	200 	1030 	930 	976.5 	103 	189.9 	80 	811 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F00,FRE_NSP,TOTAL,EUR_T,TOTAL,FI	: 	300 	211.34 	514 	200 	1030 	930 	976.5 	103 	189.9 	80 	811 	: 	: 	: 	1356.1389 	242.2041 	: 	: 	: 	: 	: 
F00,FRE_NSP,TOTAL,TPW,EU,FI	: 	410.97 	306 	99.9 	181.9 	107.487 	112.7 	162.9 	98 	78.8 	118.3 	53.3 	: 	: 	: 	3669.2 	3241.5 	2868.9 	2578.1 	: 	: 	: 
F00,FRE_NSP,TOTAL,TPW,FI,FI	: 	410.97 	306 	99.9 	181.9 	107.487 	112.7 	162.9 	98 	78.8 	118.3 	53.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F00,FRE_NSP,TOTAL,TPW,TOTAL,FI	: 	410.97 	306 	99.9 	181.9 	107.487 	112.7 	162.9 	98 	78.8 	118.3 	53.3 	: 	: 	: 	3669.2 	3241.5 	2868.9 	2578.1 	: 	: 	: 
F00,FRE_WHL,HCN,EUR,EU,FI	8612031.4969 	10791686.1295 	10331602.62 	10053965.01 	13781946.256 	15019544.0372 	15304527.05 	11159539.03 	9048091.3 	8266821.79 	10336702.8 	9115346.6 	8358691.719 	8028878.7606 	7394066.6535 	5125116.4693 	3209532.6958 	: 	: 	: 	: 	: 
F00,FRE_WHL,HCN,EUR,FI,FI	8612031.4969 	10791686.1295 	10331602.62 	10053965.01 	13781946.256 	15019544.0372 	15304527.05 	11159539.03 	9048091.3 	8266821.79 	10336702.8 	9115346.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F00,FRE_WHL,HCN,EUR,TOTAL,FI	8612031.4969 	10791686.1295 	10331602.62 	10053965.01 	13781946.256 	15019544.0372 	15304527.05 	11159539.03 	9048091.3 	8266821.79 	10336702.8 	9115346.6 	8358691.719 	8028878.7606 	7394066.6535 	5125116.4693 	3209532.6958 	: 	: 	: 	: 	: 
F00,FRE_WHL,HCN,EUR_T,EU,FI	508.4976 	375.4728 	427.8557 	448.6835 	424.3929 	409.9956 	350.1603 	442.4947 	352.9585 	311.7744 	253.0869 	276.016 	331.5178 	245.6479 	342.2086 	271.1601 	124.6696 	: 	: 	: 	: 	: 
F00,FRE_WHL,HCN,EUR_T,FI,FI	508.4976 	375.4728 	427.8557 	448.6835 	424.3929 	409.9956 	350.1603 	442.4947 	352.9585 	311.7744 	253.0869 	276.016 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F00,FRE_WHL,HCN,EUR_T,TOTAL,FI	508.4976 	375.4728 	427.8557 	448.6835 	424.3929 	409.9956 	350.1603 	442.4947 	352.9585 	311.7744 	253.0869 	276.016 	331.5178 	245.6479 	342.2086 	271.1601 	124.6696 	: 	: 	: 	: 	: 
F00,FRE_WHL,HCN,TPW,EU,FI	16936.23 	28741.591 	24147.4 	22407.7 	32474.5 	36633.424 	43707.2 	25219.6 	25635 	26515.4 	40842.5 	33024.7 	25213.4 	32684.5 	21606.9 	18900.7 	25744.3 	30517 	23376 	: 	: 	: 
F00,FRE_WHL,HCN,TPW,FI,FI	16936.23 	28741.591 	24147.4 	22407.7 	32474.5 	36633.424 	43707.2 	25219.6 	25635 	26515.4 	40842.5 	33024.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F00,FRE_WHL,HCN,TPW,TOTAL,FI	16936.23 	28741.591 	24147.4 	22407.7 	32474.5 	36633.424 	43707.2 	25219.6 	25635 	26515.4 	40842.5 	33024.7 	25213.4 	32684.5 	21606.9 	18900.7 	25744.3 	30517 	23376 	: 	: 	: 
F00,FRE_WHL,IND,EUR,EU,FI	17557968.9348 	18393995.6769 	13930426.5863 	12117978.824 	12757458.605 	15726799.8945 	10074065.61 	8557139.42 	6266450 	5365153.79 	4854988.8 	5298021 	7096979.794 	3958778.9782 	5094360.1311 	5208179.8131 	1313087.9662 	: 	: 	: 	: 	: 
F00,FRE_WHL,IND,EUR,FI,FI	17557968.9348 	18393995.6769 	13930426.5863 	12117978.824 	12757458.605 	15726799.8945 	10074065.61 	8557139.42 	6266450 	5365153.79 	4854988.8 	5298021 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F00,FRE_WHL,IND,EUR,TOTAL,FI	17557968.9348 	18393995.6769 	13930426.5863 	12117978.824 	12757458.605 	15726799.8945 	10074065.61 	8557139.42 	6266450 	5365153.79 	4854988.8 	5298021 	7096979.794 	3958778.9782 	5094360.1311 	5208179.8131 	1313087.9662 	: 	: 	: 	: 	: 
F00,FRE_WHL,IND,EUR_T,EU,FI	180.3521 	177.2071 	175.3799 	163.1407 	197.9358 	218.546 	173.598 	164.7035 	111.1901 	94.4165 	99.5379 	90 	109.1853 	78.5039 	82.3064 	98.9417 	19.7457 	: 	: 	: 	: 	: 
F00,FRE_WHL,IND,EUR_T,FI,FI	180.3521 	177.2071 	175.3799 	163.1407 	197.9358 	218.546 	173.598 	164.7035 	111.1901 	94.4165 	99.5379 	90 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F00,FRE_WHL,IND,EUR_T,TOTAL,FI	180.3521 	177.2071 	175.3799 	163.1407 	197.9358 	218.546 	173.598 	164.7035 	111.1901 	94.4165 	99.5379 	90 	109.1853 	78.5039 	82.3064 	98.9417 	19.7457 	: 	: 	: 	: 	: 
F00,FRE_WHL,IND,TPW,EU,FI	97353.82 	103799.41 	79430 	74279.3 	64452.5 	71961.063 	58031 	51954.8 	56358 	56824.3 	48775.3 	58866.9 	64999.4 	50427.8 	61895.1 	52638.9 	66499.9 	58960.8 	68937.6 	: 	: 	: 
F00,FRE_WHL,IND,TPW,FI,FI	97353.82 	103799.41 	79430 	74279.3 	64452.5 	71961.063 	58031 	51954.8 	56358 	56824.3 	48775.3 	58866.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F00,FRE_WHL,IND,TPW,TOTAL,FI	97353.82 	103799.41 	79430 	74279.3 	64452.5 	71961.063 	58031 	51954.8 	56358 	56824.3 	48775.3 	58866.9 	64999.4 	50427.8 	61895.1 	52638.9 	66499.9 	58960.8 	68937.6 	: 	: 	: 
