species,pres,dest_use,unit,natvessr,geo\time	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 
SPR,TOTAL,HCN,EUR_T,EU,SI	2050 	2000 	1587 	1994 	4756 	1888 	1573 	1527 	1463 	1796 	1606 	1281 	1245 	: 	: 	: 	: 
SPR,TOTAL,HCN,EUR_T,SI,SI	2050 	2000 	1587 	1994 	4756 	1888 	1573 	1527 	1463 	1796 	1606 	1281 	1245 	: 	: 	: 	: 
SPR,TOTAL,HCN,EUR_T,TOTAL,SI	2050 	2000 	1587 	1994 	4756 	1888 	1573 	1527 	1463 	1796 	1606 	1281 	1245 	: 	: 	: 	: 
SPR,TOTAL,HCN,TPW,EU,SI	0.2 	0.2 	0.9 	1.2 	1.9 	2.3 	1.9 	5.7 	19.4 	12.8 	16.9 	17.7 	38.5 	35.7 	17.9 	13.6 	14 
SPR,TOTAL,HCN,TPW,SI,SI	0.2 	0.2 	0.9 	1.2 	1.9 	2.3 	1.9 	5.7 	19.4 	12.8 	16.9 	17.7 	38.5 	35.7 	17.9 	13.6 	14 
SPR,TOTAL,HCN,TPW,TOTAL,SI	0.2 	0.2 	0.9 	1.2 	1.9 	2.3 	1.9 	5.7 	19.4 	12.8 	16.9 	17.7 	38.5 	35.7 	17.9 	13.6 	14 
SPR,TOTAL,TOTAL,EUR,EU,SI	410 	400 	1428.3 	2392.8 	9036.4 	4342.4 	2988.7 	8703.9 	28382.2 	22988.8 	27141.4 	22673.7 	47932.5 	: 	: 	: 	: 
SPR,TOTAL,TOTAL,EUR,SI,SI	410 	400 	1428.3 	2392.8 	9036.4 	4342.4 	2988.7 	8703.9 	28382.2 	22988.8 	27141.4 	22673.7 	47932.5 	: 	: 	: 	: 
SPR,TOTAL,TOTAL,EUR,TOTAL,SI	410 	400 	1428.3 	2392.8 	9036.4 	4342.4 	2988.7 	8703.9 	28382.2 	22988.8 	27141.4 	22673.7 	47932.5 	: 	: 	: 	: 
SPR,TOTAL,TOTAL,EUR_T,EU,SI	2050 	2000 	1587 	1994 	4756 	1888 	1573 	1527 	1463 	1796 	1606 	1281 	1245 	: 	: 	: 	: 
SPR,TOTAL,TOTAL,EUR_T,SI,SI	2050 	2000 	1587 	1994 	4756 	1888 	1573 	1527 	1463 	1796 	1606 	1281 	1245 	: 	: 	: 	: 
SPR,TOTAL,TOTAL,EUR_T,TOTAL,SI	2050 	2000 	1587 	1994 	4756 	1888 	1573 	1527 	1463 	1796 	1606 	1281 	1245 	: 	: 	: 	: 
SPR,TOTAL,TOTAL,TPW,EU,SI	0.2 	0.2 	0.9 	1.2 	1.9 	2.3 	1.9 	5.7 	19.4 	12.8 	16.9 	17.7 	38.5 	35.7 	17.9 	13.6 	14 
SPR,TOTAL,TOTAL,TPW,SI,SI	0.2 	0.2 	0.9 	1.2 	1.9 	2.3 	1.9 	5.7 	19.4 	12.8 	16.9 	17.7 	38.5 	35.7 	17.9 	13.6 	14 
SPR,TOTAL,TOTAL,TPW,TOTAL,SI	0.2 	0.2 	0.9 	1.2 	1.9 	2.3 	1.9 	5.7 	19.4 	12.8 	16.9 	17.7 	38.5 	35.7 	17.9 	13.6 	14 
SQC,FRE,HCN,TPW,EU,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10.8 	4.8 	4.7 	2 
SQC,FRE,HCN,TPW,SI,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10.8 	4.8 	4.7 	2 
SQC,FRE,HCN,TPW,TOTAL,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10.8 	4.8 	4.7 	2 
SQC,FRE,TOTAL,TPW,EU,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10.8 	4.8 	4.7 	2 
SQC,FRE,TOTAL,TPW,SI,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10.8 	4.8 	4.7 	2 
SQC,FRE,TOTAL,TPW,TOTAL,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10.8 	4.8 	4.7 	2 
SQC,FRE_NSP,HCN,TPW,EU,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10.8 	4.8 	4.7 	2 
SQC,FRE_NSP,HCN,TPW,SI,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 
SQC,FRE_NSP,HCN,TPW,TOTAL,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10.8 	4.8 	4.7 	2 
SQC,FRE_NSP,TOTAL,TPW,EU,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10.8 	4.8 	4.7 	2 
SQC,FRE_NSP,TOTAL,TPW,SI,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10.8 	4.8 	4.7 	2 
SQC,FRE_NSP,TOTAL,TPW,TOTAL,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10.8 	4.8 	4.7 	2 
SQC,TOTAL,HCN,TPW,EU,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10.8 	4.8 	4.7 	2 
SQC,TOTAL,HCN,TPW,SI,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10.8 	4.8 	4.7 	2 
SQC,TOTAL,HCN,TPW,TOTAL,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10.8 	4.8 	4.7 	2 
SQC,TOTAL,TOTAL,TPW,EU,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10.8 	4.8 	4.7 	2 
SQC,TOTAL,TOTAL,TPW,SI,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10.8 	4.8 	4.7 	2 
SQC,TOTAL,TOTAL,TPW,TOTAL,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10.8 	4.8 	4.7 	2 
SQE,FRE,HCN,EUR,EU,SI	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SQE,FRE,HCN,EUR,SI,SI	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SQE,FRE,HCN,EUR,TOTAL,SI	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SQE,FRE,HCN,TPW,EU,SI	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SQE,FRE,HCN,TPW,SI,SI	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SQE,FRE,HCN,TPW,TOTAL,SI	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SQE,FRE,TOTAL,EUR,EU,SI	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SQE,FRE,TOTAL,EUR,SI,SI	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SQE,FRE,TOTAL,EUR,TOTAL,SI	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SQE,FRE,TOTAL,TPW,EU,SI	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SQE,FRE,TOTAL,TPW,SI,SI	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SQE,FRE,TOTAL,TPW,TOTAL,SI	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SQE,FRE_WHL,HCN,EUR,EU,SI	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SQE,FRE_WHL,HCN,EUR,SI,SI	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SQE,FRE_WHL,HCN,EUR,TOTAL,SI	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SQE,FRE_WHL,HCN,EUR_T,SI,SI	: 	: 	: 	: 	: 	: 	: 	7700 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SQE,FRE_WHL,HCN,TPW,EU,SI	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SQE,FRE_WHL,HCN,TPW,SI,SI	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SQE,FRE_WHL,HCN,TPW,TOTAL,SI	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SQE,FRE_WHL,TOTAL,EUR,EU,SI	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SQE,FRE_WHL,TOTAL,EUR,SI,SI	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SQE,FRE_WHL,TOTAL,EUR,TOTAL,SI	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SQE,FRE_WHL,TOTAL,TPW,EU,SI	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SQE,FRE_WHL,TOTAL,TPW,SI,SI	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SQE,FRE_WHL,TOTAL,TPW,TOTAL,SI	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SQE,TOTAL,HCN,EUR,EU,SI	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SQE,TOTAL,HCN,EUR,SI,SI	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SQE,TOTAL,HCN,EUR,TOTAL,SI	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SQE,TOTAL,HCN,TPW,EU,SI	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SQE,TOTAL,HCN,TPW,SI,SI	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SQE,TOTAL,HCN,TPW,TOTAL,SI	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SQE,TOTAL,TOTAL,EUR,EU,SI	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SQE,TOTAL,TOTAL,EUR,SI,SI	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SQE,TOTAL,TOTAL,EUR,TOTAL,SI	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SQE,TOTAL,TOTAL,TPW,EU,SI	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SQE,TOTAL,TOTAL,TPW,SI,SI	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SQE,TOTAL,TOTAL,TPW,TOTAL,SI	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SQM,FRE,HCN,EUR,EU,SI	: 	0 	0 	0 	0 	: 	0 	0 	0 	: 	: 	0 	0 	: 	: 	: 	: 
SQM,FRE,HCN,EUR,SI,SI	: 	0 	0 	0 	0 	: 	0 	0 	0 	: 	: 	0 	0 	: 	: 	: 	: 
SQM,FRE,HCN,EUR,TOTAL,SI	: 	0 	0 	0 	0 	: 	0 	0 	0 	: 	: 	0 	0 	: 	: 	: 	: 
SQM,FRE,HCN,TPW,EU,SI	: 	0 	0 	0 	0 	: 	0 	0 	0 	: 	: 	0 	0 	: 	: 	: 	: 
SQM,FRE,HCN,TPW,SI,SI	: 	0 	0 	0 	0 	: 	0 	0 	0 	: 	: 	0 	0 	: 	: 	: 	: 
SQM,FRE,HCN,TPW,TOTAL,SI	: 	0 	0 	0 	0 	: 	0 	0 	0 	: 	: 	0 	0 	: 	: 	: 	: 
SQM,FRE,TOTAL,EUR,EU,SI	: 	0 	0 	0 	0 	: 	0 	0 	0 	: 	: 	0 	0 	: 	: 	: 	: 
SQM,FRE,TOTAL,EUR,SI,SI	: 	0 	0 	0 	0 	: 	0 	0 	0 	: 	: 	0 	0 	: 	: 	: 	: 
SQM,FRE,TOTAL,EUR,TOTAL,SI	: 	0 	0 	0 	0 	: 	0 	0 	0 	: 	: 	0 	0 	: 	: 	: 	: 
SQM,FRE,TOTAL,TPW,EU,SI	: 	0 	0 	0 	0 	: 	0 	0 	0 	: 	: 	0 	0 	: 	: 	: 	: 
SQM,FRE,TOTAL,TPW,SI,SI	: 	0 	0 	0 	0 	: 	0 	0 	0 	: 	: 	0 	0 	: 	: 	: 	: 
SQM,FRE,TOTAL,TPW,TOTAL,SI	: 	0 	0 	0 	0 	: 	0 	0 	0 	: 	: 	0 	0 	: 	: 	: 	: 
SQM,FRE_WHL,HCN,EUR,EU,SI	: 	0 	0 	0 	0 	: 	0 	0 	0 	: 	: 	0 	0 	: 	: 	: 	: 
SQM,FRE_WHL,HCN,EUR,SI,SI	: 	0 	0 	0 	0 	: 	0 	0 	0 	: 	: 	0 	0 	: 	: 	: 	: 
SQM,FRE_WHL,HCN,EUR,TOTAL,SI	: 	0 	0 	0 	0 	: 	0 	0 	0 	: 	: 	0 	0 	: 	: 	: 	: 
SQM,FRE_WHL,HCN,EUR_T,SI,SI	: 	8357 	9600 	9057 	8430 	: 	2000 	2500 	7540 	: 	: 	7026 	4553 	: 	: 	: 	: 
SQM,FRE_WHL,HCN,TPW,EU,SI	: 	0 	0 	0 	0 	: 	0 	0 	0 	: 	: 	0 	0 	: 	: 	: 	: 
SQM,FRE_WHL,HCN,TPW,SI,SI	: 	0 	0 	0 	0 	: 	0 	0 	0 	: 	: 	0 	0 	: 	: 	: 	: 
SQM,FRE_WHL,HCN,TPW,TOTAL,SI	: 	0 	0 	0 	0 	: 	0 	0 	0 	: 	: 	0 	0 	: 	: 	: 	: 
SQM,FRE_WHL,TOTAL,EUR,EU,SI	: 	0 	0 	0 	0 	: 	0 	0 	0 	: 	: 	0 	0 	: 	: 	: 	: 
SQM,FRE_WHL,TOTAL,EUR,SI,SI	: 	0 	0 	0 	0 	: 	0 	0 	0 	: 	: 	0 	0 	: 	: 	: 	: 
SQM,FRE_WHL,TOTAL,EUR,TOTAL,SI	: 	0 	0 	0 	0 	: 	0 	0 	0 	: 	: 	0 	0 	: 	: 	: 	: 
SQM,FRE_WHL,TOTAL,TPW,EU,SI	: 	0 	0 	0 	0 	: 	0 	0 	0 	: 	: 	0 	0 	: 	: 	: 	: 
SQM,FRE_WHL,TOTAL,TPW,SI,SI	: 	0 	0 	0 	0 	: 	0 	0 	0 	: 	: 	0 	0 	: 	: 	: 	: 
SQM,FRE_WHL,TOTAL,TPW,TOTAL,SI	: 	0 	0 	0 	0 	: 	0 	0 	0 	: 	: 	0 	0 	: 	: 	: 	: 
SQM,TOTAL,HCN,EUR,EU,SI	: 	0 	0 	0 	0 	: 	0 	0 	0 	: 	: 	0 	0 	: 	: 	: 	: 
SQM,TOTAL,HCN,EUR,SI,SI	: 	0 	0 	0 	0 	: 	0 	0 	0 	: 	: 	0 	0 	: 	: 	: 	: 
SQM,TOTAL,HCN,EUR,TOTAL,SI	: 	0 	0 	0 	0 	: 	0 	0 	0 	: 	: 	0 	0 	: 	: 	: 	: 
SQM,TOTAL,HCN,TPW,EU,SI	: 	0 	0 	0 	0 	: 	0 	0 	0 	: 	: 	0 	0 	: 	: 	: 	: 
SQM,TOTAL,HCN,TPW,SI,SI	: 	0 	0 	0 	0 	: 	0 	0 	0 	: 	: 	0 	0 	: 	: 	: 	: 
SQM,TOTAL,HCN,TPW,TOTAL,SI	: 	0 	0 	0 	0 	: 	0 	0 	0 	: 	: 	0 	0 	: 	: 	: 	: 
SQM,TOTAL,TOTAL,EUR,EU,SI	: 	0 	0 	0 	0 	: 	0 	0 	0 	: 	: 	0 	0 	: 	: 	: 	: 
SQM,TOTAL,TOTAL,EUR,SI,SI	: 	0 	0 	0 	0 	: 	0 	0 	0 	: 	: 	0 	0 	: 	: 	: 	: 
SQM,TOTAL,TOTAL,EUR,TOTAL,SI	: 	0 	0 	0 	0 	: 	0 	0 	0 	: 	: 	0 	0 	: 	: 	: 	: 
SQM,TOTAL,TOTAL,TPW,EU,SI	: 	0 	0 	0 	0 	: 	0 	0 	0 	: 	: 	0 	0 	: 	: 	: 	: 
SQM,TOTAL,TOTAL,TPW,SI,SI	: 	0 	0 	0 	0 	: 	0 	0 	0 	: 	: 	0 	0 	: 	: 	: 	: 
SQM,TOTAL,TOTAL,TPW,TOTAL,SI	: 	0 	0 	0 	0 	: 	0 	0 	0 	: 	: 	0 	0 	: 	: 	: 	: 
SQR,FRE,HCN,EUR,EU,SI	120150.8 	92046 	120987.4 	134206.6 	138828.8 	130360 	146887.5 	212080 	279797.3 	78496.3 	54290.3 	76583.4 	34147.5 	: 	: 	: 	: 
SQR,FRE,HCN,EUR,SI,SI	120150.8 	92046 	120987.4 	134206.6 	138828.8 	130360 	146887.5 	212080 	279797.3 	78496.3 	54290.3 	76583.4 	34147.5 	: 	: 	: 	: 
SQR,FRE,HCN,EUR,TOTAL,SI	120150.8 	92046 	120987.4 	134206.6 	138828.8 	130360 	146887.5 	212080 	279797.3 	78496.3 	54290.3 	76583.4 	34147.5 	: 	: 	: 	: 
SQR,FRE,HCN,EUR_T,EU,SI	14476 	13340 	12871 	12661 	11968 	13036 	11751 	12050 	11707 	7621 	6541 	7026 	4553 	: 	: 	: 	: 
SQR,FRE,HCN,EUR_T,SI,SI	14476 	13340 	12871 	12661 	11968 	13036 	11751 	12050 	11707 	7621 	6541 	7026 	4553 	: 	: 	: 	: 
SQR,FRE,HCN,EUR_T,TOTAL,SI	14476 	13340 	12871 	12661 	11968 	13036 	11751 	12050 	11707 	7621 	6541 	7026 	4553 	: 	: 	: 	: 
SQR,FRE,HCN,TPW,EU,SI	8.3 	6.9 	9.4 	10.6 	11.6 	10 	12.5 	17.6 	23.9 	10.3 	8.3 	10.9 	7.5 	: 	: 	: 	: 
SQR,FRE,HCN,TPW,SI,SI	8.3 	6.9 	9.4 	10.6 	11.6 	10 	12.5 	17.6 	23.9 	10.3 	8.3 	10.9 	7.5 	: 	: 	: 	: 
SQR,FRE,HCN,TPW,TOTAL,SI	8.3 	6.9 	9.4 	10.6 	11.6 	10 	12.5 	17.6 	23.9 	10.3 	8.3 	10.9 	7.5 	: 	: 	: 	: 
SQR,FRE,TOTAL,EUR,EU,SI	120150.8 	92046 	120987.4 	134206.6 	138828.8 	130360 	146887.5 	212080 	279797.3 	78496.3 	54290.3 	76583.4 	34147.5 	: 	: 	: 	: 
SQR,FRE,TOTAL,EUR,SI,SI	120150.8 	92046 	120987.4 	134206.6 	138828.8 	130360 	146887.5 	212080 	279797.3 	78496.3 	54290.3 	76583.4 	34147.5 	: 	: 	: 	: 
SQR,FRE,TOTAL,EUR,TOTAL,SI	120150.8 	92046 	120987.4 	134206.6 	138828.8 	130360 	146887.5 	212080 	279797.3 	78496.3 	54290.3 	76583.4 	34147.5 	: 	: 	: 	: 
SQR,FRE,TOTAL,EUR_T,EU,SI	14476 	13340 	12871 	12661 	11968 	13036 	11751 	12050 	11707 	7621 	6541 	7026 	4553 	: 	: 	: 	: 
SQR,FRE,TOTAL,EUR_T,SI,SI	14476 	13340 	12871 	12661 	11968 	13036 	11751 	12050 	11707 	7621 	6541 	7026 	4553 	: 	: 	: 	: 
SQR,FRE,TOTAL,EUR_T,TOTAL,SI	14476 	13340 	12871 	12661 	11968 	13036 	11751 	12050 	11707 	7621 	6541 	7026 	4553 	: 	: 	: 	: 
SQR,FRE,TOTAL,TPW,EU,SI	8.3 	6.9 	9.4 	10.6 	11.6 	10 	12.5 	17.6 	23.9 	10.3 	8.3 	10.9 	7.5 	: 	: 	: 	: 
SQR,FRE,TOTAL,TPW,SI,SI	8.3 	6.9 	9.4 	10.6 	11.6 	10 	12.5 	17.6 	23.9 	10.3 	8.3 	10.9 	7.5 	: 	: 	: 	: 
SQR,FRE,TOTAL,TPW,TOTAL,SI	8.3 	6.9 	9.4 	10.6 	11.6 	10 	12.5 	17.6 	23.9 	10.3 	8.3 	10.9 	7.5 	: 	: 	: 	: 
SQR,FRE_WHL,HCN,EUR,EU,SI	120150.8 	92046 	120987.4 	134206.6 	138828.8 	130360 	146887.5 	212080 	279797.3 	78496.3 	54290.3 	76583.4 	34147.5 	: 	: 	: 	: 
SQR,FRE_WHL,HCN,EUR,SI,SI	120150.8 	92046 	120987.4 	134206.6 	138828.8 	130360 	146887.5 	212080 	279797.3 	78496.3 	54290.3 	76583.4 	34147.5 	: 	: 	: 	: 
SQR,FRE_WHL,HCN,EUR,TOTAL,SI	120150.8 	92046 	120987.4 	134206.6 	138828.8 	130360 	146887.5 	212080 	279797.3 	78496.3 	54290.3 	76583.4 	34147.5 	: 	: 	: 	: 
SQR,FRE_WHL,HCN,EUR_T,EU,SI	14476 	13340 	12871 	12661 	11968 	13036 	11751 	12050 	11707 	7621 	6541 	7026 	4553 	: 	: 	: 	: 
SQR,FRE_WHL,HCN,EUR_T,SI,SI	14476 	13340 	12871 	12661 	11968 	13036 	11751 	12050 	11707 	7621 	6541 	7026 	4553 	: 	: 	: 	: 
SQR,FRE_WHL,HCN,EUR_T,TOTAL,SI	14476 	13340 	12871 	12661 	11968 	13036 	11751 	12050 	11707 	7621 	6541 	7026 	4553 	: 	: 	: 	: 
SQR,FRE_WHL,HCN,TPW,EU,SI	8.3 	6.9 	9.4 	10.6 	11.6 	10 	12.5 	17.6 	23.9 	10.3 	8.3 	10.9 	7.5 	: 	: 	: 	: 
SQR,FRE_WHL,HCN,TPW,SI,SI	8.3 	6.9 	9.4 	10.6 	11.6 	10 	12.5 	17.6 	23.9 	10.3 	8.3 	10.9 	7.5 	: 	: 	: 	: 
SQR,FRE_WHL,HCN,TPW,TOTAL,SI	8.3 	6.9 	9.4 	10.6 	11.6 	10 	12.5 	17.6 	23.9 	10.3 	8.3 	10.9 	7.5 	: 	: 	: 	: 
SQR,FRE_WHL,TOTAL,EUR,EU,SI	120150.8 	92046 	120987.4 	134206.6 	138828.8 	130360 	146887.5 	212080 	279797.3 	78496.3 	54290.3 	76583.4 	34147.5 	: 	: 	: 	: 
SQR,FRE_WHL,TOTAL,EUR,SI,SI	120150.8 	92046 	120987.4 	134206.6 	138828.8 	130360 	146887.5 	212080 	279797.3 	78496.3 	54290.3 	76583.4 	34147.5 	: 	: 	: 	: 
SQR,FRE_WHL,TOTAL,EUR,TOTAL,SI	120150.8 	92046 	120987.4 	134206.6 	138828.8 	130360 	146887.5 	212080 	279797.3 	78496.3 	54290.3 	76583.4 	34147.5 	: 	: 	: 	: 
SQR,FRE_WHL,TOTAL,EUR_T,EU,SI	14476 	13340 	12871 	12661 	11968 	13036 	11751 	12050 	11707 	7621 	6541 	7026 	4553 	: 	: 	: 	: 
SQR,FRE_WHL,TOTAL,EUR_T,SI,SI	14476 	13340 	12871 	12661 	11968 	13036 	11751 	12050 	11707 	7621 	6541 	7026 	4553 	: 	: 	: 	: 
SQR,FRE_WHL,TOTAL,EUR_T,TOTAL,SI	14476 	13340 	12871 	12661 	11968 	13036 	11751 	12050 	11707 	7621 	6541 	7026 	4553 	: 	: 	: 	: 
SQR,FRE_WHL,TOTAL,TPW,EU,SI	8.3 	6.9 	9.4 	10.6 	11.6 	10 	12.5 	17.6 	23.9 	10.3 	8.3 	10.9 	7.5 	: 	: 	: 	: 
SQR,FRE_WHL,TOTAL,TPW,SI,SI	8.3 	6.9 	9.4 	10.6 	11.6 	10 	12.5 	17.6 	23.9 	10.3 	8.3 	10.9 	7.5 	: 	: 	: 	: 
SQR,FRE_WHL,TOTAL,TPW,TOTAL,SI	8.3 	6.9 	9.4 	10.6 	11.6 	10 	12.5 	17.6 	23.9 	10.3 	8.3 	10.9 	7.5 	: 	: 	: 	: 
SQR,TOTAL,HCN,EUR,EU,SI	120150.8 	92046 	120987.4 	134206.6 	138828.8 	130360 	146887.5 	212080 	279797.3 	78496.3 	54290.3 	76583.4 	34147.5 	: 	: 	: 	: 
SQR,TOTAL,HCN,EUR,SI,SI	120150.8 	92046 	120987.4 	134206.6 	138828.8 	130360 	146887.5 	212080 	279797.3 	78496.3 	54290.3 	76583.4 	34147.5 	: 	: 	: 	: 
SQR,TOTAL,HCN,EUR,TOTAL,SI	120150.8 	92046 	120987.4 	134206.6 	138828.8 	130360 	146887.5 	212080 	279797.3 	78496.3 	54290.3 	76583.4 	34147.5 	: 	: 	: 	: 
SQR,TOTAL,HCN,EUR_T,EU,SI	14476 	13340 	12871 	12661 	11968 	13036 	11751 	12050 	11707 	7621 	6541 	7026 	4553 	: 	: 	: 	: 
SQR,TOTAL,HCN,EUR_T,SI,SI	14476 	13340 	12871 	12661 	11968 	13036 	11751 	12050 	11707 	7621 	6541 	7026 	4553 	: 	: 	: 	: 
SQR,TOTAL,HCN,EUR_T,TOTAL,SI	14476 	13340 	12871 	12661 	11968 	13036 	11751 	12050 	11707 	7621 	6541 	7026 	4553 	: 	: 	: 	: 
SQR,TOTAL,HCN,TPW,EU,SI	8.3 	6.9 	9.4 	10.6 	11.6 	10 	12.5 	17.6 	23.9 	10.3 	8.3 	10.9 	7.5 	: 	: 	: 	: 
SQR,TOTAL,HCN,TPW,SI,SI	8.3 	6.9 	9.4 	10.6 	11.6 	10 	12.5 	17.6 	23.9 	10.3 	8.3 	10.9 	7.5 	: 	: 	: 	: 
SQR,TOTAL,HCN,TPW,TOTAL,SI	8.3 	6.9 	9.4 	10.6 	11.6 	10 	12.5 	17.6 	23.9 	10.3 	8.3 	10.9 	7.5 	: 	: 	: 	: 
SQR,TOTAL,TOTAL,EUR,EU,SI	120150.8 	92046 	120987.4 	134206.6 	138828.8 	130360 	146887.5 	212080 	279797.3 	78496.3 	54290.3 	76583.4 	34147.5 	: 	: 	: 	: 
SQR,TOTAL,TOTAL,EUR,SI,SI	120150.8 	92046 	120987.4 	134206.6 	138828.8 	130360 	146887.5 	212080 	279797.3 	78496.3 	54290.3 	76583.4 	34147.5 	: 	: 	: 	: 
SQR,TOTAL,TOTAL,EUR,TOTAL,SI	120150.8 	92046 	120987.4 	134206.6 	138828.8 	130360 	146887.5 	212080 	279797.3 	78496.3 	54290.3 	76583.4 	34147.5 	: 	: 	: 	: 
SQR,TOTAL,TOTAL,EUR_T,EU,SI	14476 	13340 	12871 	12661 	11968 	13036 	11751 	12050 	11707 	7621 	6541 	7026 	4553 	: 	: 	: 	: 
SQR,TOTAL,TOTAL,EUR_T,SI,SI	14476 	13340 	12871 	12661 	11968 	13036 	11751 	12050 	11707 	7621 	6541 	7026 	4553 	: 	: 	: 	: 
SQR,TOTAL,TOTAL,EUR_T,TOTAL,SI	14476 	13340 	12871 	12661 	11968 	13036 	11751 	12050 	11707 	7621 	6541 	7026 	4553 	: 	: 	: 	: 
