species,pres,dest_use,unit,natvessr,geo\time	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 
SQR,TOTAL,TOTAL,TPW,EU,SI	8.3 	6.9 	9.4 	10.6 	11.6 	10 	12.5 	17.6 	23.9 	10.3 	8.3 	10.9 	7.5 	: 	: 	: 	: 
SQR,TOTAL,TOTAL,TPW,SI,SI	8.3 	6.9 	9.4 	10.6 	11.6 	10 	12.5 	17.6 	23.9 	10.3 	8.3 	10.9 	7.5 	: 	: 	: 	: 
SQR,TOTAL,TOTAL,TPW,TOTAL,SI	8.3 	6.9 	9.4 	10.6 	11.6 	10 	12.5 	17.6 	23.9 	10.3 	8.3 	10.9 	7.5 	: 	: 	: 	: 
SRG,FRE,HCN,TPW,EU,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.7 	0.9 	0.9 	5 
SRG,FRE,HCN,TPW,SI,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.7 	0.9 	0.9 	5 
SRG,FRE,HCN,TPW,TOTAL,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.7 	0.9 	0.9 	5 
SRG,FRE,TOTAL,TPW,EU,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.7 	0.9 	0.9 	5 
SRG,FRE,TOTAL,TPW,SI,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.7 	0.9 	0.9 	5 
SRG,FRE,TOTAL,TPW,TOTAL,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.7 	0.9 	0.9 	5 
SRG,FRE_NSP,HCN,TPW,EU,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.7 	0.9 	0.9 	5 
SRG,FRE_NSP,HCN,TPW,SI,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5 
SRG,FRE_NSP,HCN,TPW,TOTAL,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.7 	0.9 	0.9 	5 
SRG,FRE_NSP,TOTAL,TPW,EU,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.7 	0.9 	0.9 	5 
SRG,FRE_NSP,TOTAL,TPW,SI,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.7 	0.9 	0.9 	5 
SRG,FRE_NSP,TOTAL,TPW,TOTAL,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.7 	0.9 	0.9 	5 
SRG,TOTAL,HCN,TPW,EU,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.7 	0.9 	0.9 	5 
SRG,TOTAL,HCN,TPW,SI,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.7 	0.9 	0.9 	5 
SRG,TOTAL,HCN,TPW,TOTAL,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.7 	0.9 	0.9 	5 
SRG,TOTAL,TOTAL,TPW,EU,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.7 	0.9 	0.9 	5 
SRG,TOTAL,TOTAL,TPW,SI,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.7 	0.9 	0.9 	5 
SRG,TOTAL,TOTAL,TPW,TOTAL,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.7 	0.9 	0.9 	5 
SRJ,FRE,HCN,EUR,EU,SI	: 	: 	: 	0 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SRJ,FRE,HCN,EUR,SI,SI	: 	: 	: 	0 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SRJ,FRE,HCN,EUR,TOTAL,SI	: 	: 	: 	0 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SRJ,FRE,HCN,TPW,EU,SI	: 	: 	: 	0 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SRJ,FRE,HCN,TPW,SI,SI	: 	: 	: 	0 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SRJ,FRE,HCN,TPW,TOTAL,SI	: 	: 	: 	0 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SRJ,FRE,TOTAL,EUR,EU,SI	: 	: 	: 	0 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SRJ,FRE,TOTAL,EUR,SI,SI	: 	: 	: 	0 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SRJ,FRE,TOTAL,EUR,TOTAL,SI	: 	: 	: 	0 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SRJ,FRE,TOTAL,TPW,EU,SI	: 	: 	: 	0 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SRJ,FRE,TOTAL,TPW,SI,SI	: 	: 	: 	0 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SRJ,FRE,TOTAL,TPW,TOTAL,SI	: 	: 	: 	0 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SRJ,FRE_WHL,HCN,EUR,EU,SI	: 	: 	: 	0 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SRJ,FRE_WHL,HCN,EUR,SI,SI	: 	: 	: 	0 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SRJ,FRE_WHL,HCN,EUR,TOTAL,SI	: 	: 	: 	0 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SRJ,FRE_WHL,HCN,EUR_T,SI,SI	: 	: 	: 	9050 	: 	: 	8440 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SRJ,FRE_WHL,HCN,TPW,EU,SI	: 	: 	: 	0 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SRJ,FRE_WHL,HCN,TPW,SI,SI	: 	: 	: 	0 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SRJ,FRE_WHL,HCN,TPW,TOTAL,SI	: 	: 	: 	0 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SRJ,FRE_WHL,TOTAL,EUR,EU,SI	: 	: 	: 	0 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SRJ,FRE_WHL,TOTAL,EUR,SI,SI	: 	: 	: 	0 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SRJ,FRE_WHL,TOTAL,EUR,TOTAL,SI	: 	: 	: 	0 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SRJ,FRE_WHL,TOTAL,TPW,EU,SI	: 	: 	: 	0 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SRJ,FRE_WHL,TOTAL,TPW,SI,SI	: 	: 	: 	0 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SRJ,FRE_WHL,TOTAL,TPW,TOTAL,SI	: 	: 	: 	0 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SRJ,TOTAL,HCN,EUR,EU,SI	: 	: 	: 	0 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SRJ,TOTAL,HCN,EUR,SI,SI	: 	: 	: 	0 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SRJ,TOTAL,HCN,EUR,TOTAL,SI	: 	: 	: 	0 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SRJ,TOTAL,HCN,TPW,EU,SI	: 	: 	: 	0 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SRJ,TOTAL,HCN,TPW,SI,SI	: 	: 	: 	0 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SRJ,TOTAL,HCN,TPW,TOTAL,SI	: 	: 	: 	0 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SRJ,TOTAL,TOTAL,EUR,EU,SI	: 	: 	: 	0 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SRJ,TOTAL,TOTAL,EUR,SI,SI	: 	: 	: 	0 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SRJ,TOTAL,TOTAL,EUR,TOTAL,SI	: 	: 	: 	0 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SRJ,TOTAL,TOTAL,TPW,EU,SI	: 	: 	: 	0 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SRJ,TOTAL,TOTAL,TPW,SI,SI	: 	: 	: 	0 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SRJ,TOTAL,TOTAL,TPW,TOTAL,SI	: 	: 	: 	0 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
SRK,FRE,HCN,EUR,EU,SI	: 	0 	: 	0 	0 	: 	: 	: 	: 	0 	: 	: 	0 	: 	: 	: 	: 
SRK,FRE,HCN,EUR,SI,SI	: 	0 	: 	0 	0 	: 	: 	: 	: 	0 	: 	: 	0 	: 	: 	: 	: 
SRK,FRE,HCN,EUR,TOTAL,SI	: 	0 	: 	0 	0 	: 	: 	: 	: 	0 	: 	: 	0 	: 	: 	: 	: 
SRK,FRE,HCN,TPW,EU,SI	: 	0 	: 	0 	0 	: 	: 	: 	: 	0 	: 	: 	0 	: 	: 	: 	: 
SRK,FRE,HCN,TPW,SI,SI	: 	0 	: 	0 	0 	: 	: 	: 	: 	0 	: 	: 	0 	: 	: 	: 	: 
SRK,FRE,HCN,TPW,TOTAL,SI	: 	0 	: 	0 	0 	: 	: 	: 	: 	0 	: 	: 	0 	: 	: 	: 	: 
SRK,FRE,TOTAL,EUR,EU,SI	: 	0 	: 	0 	0 	: 	: 	: 	: 	0 	: 	: 	0 	: 	: 	: 	: 
SRK,FRE,TOTAL,EUR,SI,SI	: 	0 	: 	0 	0 	: 	: 	: 	: 	0 	: 	: 	0 	: 	: 	: 	: 
SRK,FRE,TOTAL,EUR,TOTAL,SI	: 	0 	: 	0 	0 	: 	: 	: 	: 	0 	: 	: 	0 	: 	: 	: 	: 
SRK,FRE,TOTAL,TPW,EU,SI	: 	0 	: 	0 	0 	: 	: 	: 	: 	0 	: 	: 	0 	: 	: 	: 	: 
SRK,FRE,TOTAL,TPW,SI,SI	: 	0 	: 	0 	0 	: 	: 	: 	: 	0 	: 	: 	0 	: 	: 	: 	: 
SRK,FRE,TOTAL,TPW,TOTAL,SI	: 	0 	: 	0 	0 	: 	: 	: 	: 	0 	: 	: 	0 	: 	: 	: 	: 
SRK,FRE_WHL,HCN,EUR,EU,SI	: 	0 	: 	0 	0 	: 	: 	: 	: 	0 	: 	: 	0 	: 	: 	: 	: 
SRK,FRE_WHL,HCN,EUR,SI,SI	: 	0 	: 	0 	0 	: 	: 	: 	: 	0 	: 	: 	0 	: 	: 	: 	: 
SRK,FRE_WHL,HCN,EUR,TOTAL,SI	: 	0 	: 	0 	0 	: 	: 	: 	: 	0 	: 	: 	0 	: 	: 	: 	: 
SRK,FRE_WHL,HCN,EUR_T,SI,SI	: 	8365 	: 	9053 	8414 	: 	: 	: 	: 	3314 	: 	: 	2306 	: 	: 	: 	: 
SRK,FRE_WHL,HCN,TPW,EU,SI	: 	0 	: 	0 	0 	: 	: 	: 	: 	0 	: 	: 	0 	: 	: 	: 	: 
SRK,FRE_WHL,HCN,TPW,SI,SI	: 	0 	: 	0 	0 	: 	: 	: 	: 	0 	: 	: 	0 	: 	: 	: 	: 
SRK,FRE_WHL,HCN,TPW,TOTAL,SI	: 	0 	: 	0 	0 	: 	: 	: 	: 	0 	: 	: 	0 	: 	: 	: 	: 
SRK,FRE_WHL,TOTAL,EUR,EU,SI	: 	0 	: 	0 	0 	: 	: 	: 	: 	0 	: 	: 	0 	: 	: 	: 	: 
SRK,FRE_WHL,TOTAL,EUR,SI,SI	: 	0 	: 	0 	0 	: 	: 	: 	: 	0 	: 	: 	0 	: 	: 	: 	: 
SRK,FRE_WHL,TOTAL,EUR,TOTAL,SI	: 	0 	: 	0 	0 	: 	: 	: 	: 	0 	: 	: 	0 	: 	: 	: 	: 
SRK,FRE_WHL,TOTAL,TPW,EU,SI	: 	0 	: 	0 	0 	: 	: 	: 	: 	0 	: 	: 	0 	: 	: 	: 	: 
SRK,FRE_WHL,TOTAL,TPW,SI,SI	: 	0 	: 	0 	0 	: 	: 	: 	: 	0 	: 	: 	0 	: 	: 	: 	: 
SRK,FRE_WHL,TOTAL,TPW,TOTAL,SI	: 	0 	: 	0 	0 	: 	: 	: 	: 	0 	: 	: 	0 	: 	: 	: 	: 
SRK,TOTAL,HCN,EUR,EU,SI	: 	0 	: 	0 	0 	: 	: 	: 	: 	0 	: 	: 	0 	: 	: 	: 	: 
SRK,TOTAL,HCN,EUR,SI,SI	: 	0 	: 	0 	0 	: 	: 	: 	: 	0 	: 	: 	0 	: 	: 	: 	: 
SRK,TOTAL,HCN,EUR,TOTAL,SI	: 	0 	: 	0 	0 	: 	: 	: 	: 	0 	: 	: 	0 	: 	: 	: 	: 
SRK,TOTAL,HCN,TPW,EU,SI	: 	0 	: 	0 	0 	: 	: 	: 	: 	0 	: 	: 	0 	: 	: 	: 	: 
SRK,TOTAL,HCN,TPW,SI,SI	: 	0 	: 	0 	0 	: 	: 	: 	: 	0 	: 	: 	0 	: 	: 	: 	: 
SRK,TOTAL,HCN,TPW,TOTAL,SI	: 	0 	: 	0 	0 	: 	: 	: 	: 	0 	: 	: 	0 	: 	: 	: 	: 
SRK,TOTAL,TOTAL,EUR,EU,SI	: 	0 	: 	0 	0 	: 	: 	: 	: 	0 	: 	: 	0 	: 	: 	: 	: 
SRK,TOTAL,TOTAL,EUR,SI,SI	: 	0 	: 	0 	0 	: 	: 	: 	: 	0 	: 	: 	0 	: 	: 	: 	: 
SRK,TOTAL,TOTAL,EUR,TOTAL,SI	: 	0 	: 	0 	0 	: 	: 	: 	: 	0 	: 	: 	0 	: 	: 	: 	: 
SRK,TOTAL,TOTAL,TPW,EU,SI	: 	0 	: 	0 	0 	: 	: 	: 	: 	0 	: 	: 	0 	: 	: 	: 	: 
SRK,TOTAL,TOTAL,TPW,SI,SI	: 	0 	: 	0 	0 	: 	: 	: 	: 	0 	: 	: 	0 	: 	: 	: 	: 
SRK,TOTAL,TOTAL,TPW,TOTAL,SI	: 	0 	: 	0 	0 	: 	: 	: 	: 	0 	: 	: 	0 	: 	: 	: 	: 
SSB,FRE,HCN,EUR,EU,SI	5638.8 	12927.2 	5438.5 	7433.8 	19353.4 	6408.9 	42744 	10134 	5772.2 	994.2 	577.4 	0 	691.8 	: 	: 	: 	: 
SSB,FRE,HCN,EUR,SI,SI	5638.8 	12927.2 	5438.5 	7433.8 	19353.4 	6408.9 	42744 	10134 	5772.2 	994.2 	577.4 	0 	691.8 	: 	: 	: 	: 
SSB,FRE,HCN,EUR,TOTAL,SI	5638.8 	12927.2 	5438.5 	7433.8 	19353.4 	6408.9 	42744 	10134 	5772.2 	994.2 	577.4 	0 	691.8 	: 	: 	: 	: 
SSB,FRE,HCN,EUR_T,EU,SI	9398 	11752 	10877 	6758 	8797 	7121 	6576 	8445 	8246 	3314 	2887 	: 	2306 	: 	: 	: 	: 
SSB,FRE,HCN,EUR_T,SI,SI	9398 	11752 	10877 	6758 	8797 	7121 	6576 	8445 	8246 	3314 	2887 	: 	2306 	: 	: 	: 	: 
SSB,FRE,HCN,EUR_T,TOTAL,SI	9398 	11752 	10877 	6758 	8797 	7121 	6576 	8445 	8246 	3314 	2887 	: 	2306 	: 	: 	: 	: 
SSB,FRE,HCN,TPW,EU,SI	0.6 	1.1 	0.5 	1.1 	2.2 	0.9 	6.5 	1.2 	0.7 	0.3 	0.2 	0 	0.3 	0.4 	0.7 	0.7 	2 
SSB,FRE,HCN,TPW,SI,SI	0.6 	1.1 	0.5 	1.1 	2.2 	0.9 	6.5 	1.2 	0.7 	0.3 	0.2 	0 	0.3 	0.4 	0.7 	0.7 	2 
SSB,FRE,HCN,TPW,TOTAL,SI	0.6 	1.1 	0.5 	1.1 	2.2 	0.9 	6.5 	1.2 	0.7 	0.3 	0.2 	0 	0.3 	0.4 	0.7 	0.7 	2 
SSB,FRE,TOTAL,EUR,EU,SI	5638.8 	12927.2 	5438.5 	7433.8 	19353.4 	6408.9 	42744 	10134 	5772.2 	994.2 	577.4 	0 	691.8 	: 	: 	: 	: 
SSB,FRE,TOTAL,EUR,SI,SI	5638.8 	12927.2 	5438.5 	7433.8 	19353.4 	6408.9 	42744 	10134 	5772.2 	994.2 	577.4 	0 	691.8 	: 	: 	: 	: 
SSB,FRE,TOTAL,EUR,TOTAL,SI	5638.8 	12927.2 	5438.5 	7433.8 	19353.4 	6408.9 	42744 	10134 	5772.2 	994.2 	577.4 	0 	691.8 	: 	: 	: 	: 
SSB,FRE,TOTAL,EUR_T,EU,SI	9398 	11752 	10877 	6758 	8797 	7121 	6576 	8445 	8246 	3314 	2887 	: 	2306 	: 	: 	: 	: 
SSB,FRE,TOTAL,EUR_T,SI,SI	9398 	11752 	10877 	6758 	8797 	7121 	6576 	8445 	8246 	3314 	2887 	: 	2306 	: 	: 	: 	: 
SSB,FRE,TOTAL,EUR_T,TOTAL,SI	9398 	11752 	10877 	6758 	8797 	7121 	6576 	8445 	8246 	3314 	2887 	: 	2306 	: 	: 	: 	: 
SSB,FRE,TOTAL,TPW,EU,SI	0.6 	1.1 	0.5 	1.1 	2.2 	0.9 	6.5 	1.2 	0.7 	0.3 	0.2 	0 	0.3 	0.4 	0.7 	0.7 	2 
SSB,FRE,TOTAL,TPW,SI,SI	0.6 	1.1 	0.5 	1.1 	2.2 	0.9 	6.5 	1.2 	0.7 	0.3 	0.2 	0 	0.3 	0.4 	0.7 	0.7 	2 
SSB,FRE,TOTAL,TPW,TOTAL,SI	0.6 	1.1 	0.5 	1.1 	2.2 	0.9 	6.5 	1.2 	0.7 	0.3 	0.2 	0 	0.3 	0.4 	0.7 	0.7 	2 
SSB,FRE_NSP,HCN,TPW,EU,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.4 	0.7 	0.7 	2 
SSB,FRE_NSP,HCN,TPW,SI,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 
SSB,FRE_NSP,HCN,TPW,TOTAL,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.4 	0.7 	0.7 	2 
SSB,FRE_NSP,TOTAL,TPW,EU,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.4 	0.7 	0.7 	2 
SSB,FRE_NSP,TOTAL,TPW,SI,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.4 	0.7 	0.7 	2 
SSB,FRE_NSP,TOTAL,TPW,TOTAL,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.4 	0.7 	0.7 	2 
SSB,FRE_WHL,HCN,EUR,EU,SI	5638.8 	12927.2 	5438.5 	7433.8 	19353.4 	6408.9 	42744 	10134 	5772.2 	994.2 	577.4 	0 	691.8 	: 	: 	: 	: 
SSB,FRE_WHL,HCN,EUR,SI,SI	5638.8 	12927.2 	5438.5 	7433.8 	19353.4 	6408.9 	42744 	10134 	5772.2 	994.2 	577.4 	0 	691.8 	: 	: 	: 	: 
SSB,FRE_WHL,HCN,EUR,TOTAL,SI	5638.8 	12927.2 	5438.5 	7433.8 	19353.4 	6408.9 	42744 	10134 	5772.2 	994.2 	577.4 	0 	691.8 	: 	: 	: 	: 
SSB,FRE_WHL,HCN,EUR_T,EU,SI	9398 	11752 	10877 	6758 	8797 	7121 	6576 	8445 	8246 	3314 	2887 	: 	2306 	: 	: 	: 	: 
SSB,FRE_WHL,HCN,EUR_T,SI,SI	9398 	11752 	10877 	6758 	8797 	7121 	6576 	8445 	8246 	3314 	2887 	2629 	2306 	: 	: 	: 	: 
SSB,FRE_WHL,HCN,EUR_T,TOTAL,SI	9398 	11752 	10877 	6758 	8797 	7121 	6576 	8445 	8246 	3314 	2887 	: 	2306 	: 	: 	: 	: 
SSB,FRE_WHL,HCN,TPW,EU,SI	0.6 	1.1 	0.5 	1.1 	2.2 	0.9 	6.5 	1.2 	0.7 	0.3 	0.2 	0 	0.3 	: 	: 	: 	: 
SSB,FRE_WHL,HCN,TPW,SI,SI	0.6 	1.1 	0.5 	1.1 	2.2 	0.9 	6.5 	1.2 	0.7 	0.3 	0.2 	0 	0.3 	: 	: 	: 	: 
SSB,FRE_WHL,HCN,TPW,TOTAL,SI	0.6 	1.1 	0.5 	1.1 	2.2 	0.9 	6.5 	1.2 	0.7 	0.3 	0.2 	0 	0.3 	: 	: 	: 	: 
SSB,FRE_WHL,TOTAL,EUR,EU,SI	5638.8 	12927.2 	5438.5 	7433.8 	19353.4 	6408.9 	42744 	10134 	5772.2 	994.2 	577.4 	0 	691.8 	: 	: 	: 	: 
SSB,FRE_WHL,TOTAL,EUR,SI,SI	5638.8 	12927.2 	5438.5 	7433.8 	19353.4 	6408.9 	42744 	10134 	5772.2 	994.2 	577.4 	0 	691.8 	: 	: 	: 	: 
SSB,FRE_WHL,TOTAL,EUR,TOTAL,SI	5638.8 	12927.2 	5438.5 	7433.8 	19353.4 	6408.9 	42744 	10134 	5772.2 	994.2 	577.4 	0 	691.8 	: 	: 	: 	: 
SSB,FRE_WHL,TOTAL,EUR_T,EU,SI	9398 	11752 	10877 	6758 	8797 	7121 	6576 	8445 	8246 	3314 	2887 	: 	2306 	: 	: 	: 	: 
SSB,FRE_WHL,TOTAL,EUR_T,SI,SI	9398 	11752 	10877 	6758 	8797 	7121 	6576 	8445 	8246 	3314 	2887 	: 	2306 	: 	: 	: 	: 
SSB,FRE_WHL,TOTAL,EUR_T,TOTAL,SI	9398 	11752 	10877 	6758 	8797 	7121 	6576 	8445 	8246 	3314 	2887 	: 	2306 	: 	: 	: 	: 
SSB,FRE_WHL,TOTAL,TPW,EU,SI	0.6 	1.1 	0.5 	1.1 	2.2 	0.9 	6.5 	1.2 	0.7 	0.3 	0.2 	0 	0.3 	: 	: 	: 	: 
SSB,FRE_WHL,TOTAL,TPW,SI,SI	0.6 	1.1 	0.5 	1.1 	2.2 	0.9 	6.5 	1.2 	0.7 	0.3 	0.2 	0 	0.3 	: 	: 	: 	: 
SSB,FRE_WHL,TOTAL,TPW,TOTAL,SI	0.6 	1.1 	0.5 	1.1 	2.2 	0.9 	6.5 	1.2 	0.7 	0.3 	0.2 	0 	0.3 	: 	: 	: 	: 
SSB,TOTAL,HCN,EUR,EU,SI	5638.8 	12927.2 	5438.5 	7433.8 	19353.4 	6408.9 	42744 	10134 	5772.2 	994.2 	577.4 	0 	691.8 	: 	: 	: 	: 
SSB,TOTAL,HCN,EUR,SI,SI	5638.8 	12927.2 	5438.5 	7433.8 	19353.4 	6408.9 	42744 	10134 	5772.2 	994.2 	577.4 	0 	691.8 	: 	: 	: 	: 
SSB,TOTAL,HCN,EUR,TOTAL,SI	5638.8 	12927.2 	5438.5 	7433.8 	19353.4 	6408.9 	42744 	10134 	5772.2 	994.2 	577.4 	0 	691.8 	: 	: 	: 	: 
SSB,TOTAL,HCN,EUR_T,EU,SI	9398 	11752 	10877 	6758 	8797 	7121 	6576 	8445 	8246 	3314 	2887 	: 	2306 	: 	: 	: 	: 
SSB,TOTAL,HCN,EUR_T,SI,SI	9398 	11752 	10877 	6758 	8797 	7121 	6576 	8445 	8246 	3314 	2887 	: 	2306 	: 	: 	: 	: 
SSB,TOTAL,HCN,EUR_T,TOTAL,SI	9398 	11752 	10877 	6758 	8797 	7121 	6576 	8445 	8246 	3314 	2887 	: 	2306 	: 	: 	: 	: 
SSB,TOTAL,HCN,TPW,EU,SI	0.6 	1.1 	0.5 	1.1 	2.2 	0.9 	6.5 	1.2 	0.7 	0.3 	0.2 	0 	0.3 	0.4 	0.7 	0.7 	2 
SSB,TOTAL,HCN,TPW,SI,SI	0.6 	1.1 	0.5 	1.1 	2.2 	0.9 	6.5 	1.2 	0.7 	0.3 	0.2 	0 	0.3 	0.4 	0.7 	0.7 	2 
SSB,TOTAL,HCN,TPW,TOTAL,SI	0.6 	1.1 	0.5 	1.1 	2.2 	0.9 	6.5 	1.2 	0.7 	0.3 	0.2 	0 	0.3 	0.4 	0.7 	0.7 	2 
SSB,TOTAL,TOTAL,EUR,EU,SI	5638.8 	12927.2 	5438.5 	7433.8 	19353.4 	6408.9 	42744 	10134 	5772.2 	994.2 	577.4 	0 	691.8 	: 	: 	: 	: 
SSB,TOTAL,TOTAL,EUR,SI,SI	5638.8 	12927.2 	5438.5 	7433.8 	19353.4 	6408.9 	42744 	10134 	5772.2 	994.2 	577.4 	0 	691.8 	: 	: 	: 	: 
SSB,TOTAL,TOTAL,EUR,TOTAL,SI	5638.8 	12927.2 	5438.5 	7433.8 	19353.4 	6408.9 	42744 	10134 	5772.2 	994.2 	577.4 	0 	691.8 	: 	: 	: 	: 
SSB,TOTAL,TOTAL,EUR_T,EU,SI	9398 	11752 	10877 	6758 	8797 	7121 	6576 	8445 	8246 	3314 	2887 	: 	2306 	: 	: 	: 	: 
SSB,TOTAL,TOTAL,EUR_T,SI,SI	9398 	11752 	10877 	6758 	8797 	7121 	6576 	8445 	8246 	3314 	2887 	: 	2306 	: 	: 	: 	: 
SSB,TOTAL,TOTAL,EUR_T,TOTAL,SI	9398 	11752 	10877 	6758 	8797 	7121 	6576 	8445 	8246 	3314 	2887 	: 	2306 	: 	: 	: 	: 
SSB,TOTAL,TOTAL,TPW,EU,SI	0.6 	1.1 	0.5 	1.1 	2.2 	0.9 	6.5 	1.2 	0.7 	0.3 	0.2 	0 	0.3 	0.4 	0.7 	0.7 	2 
SSB,TOTAL,TOTAL,TPW,SI,SI	0.6 	1.1 	0.5 	1.1 	2.2 	0.9 	6.5 	1.2 	0.7 	0.3 	0.2 	0 	0.3 	0.4 	0.7 	0.7 	2 
SSB,TOTAL,TOTAL,TPW,TOTAL,SI	0.6 	1.1 	0.5 	1.1 	2.2 	0.9 	6.5 	1.2 	0.7 	0.3 	0.2 	0 	0.3 	0.4 	0.7 	0.7 	2 
SVE,FRE,HCN,TPW,EU,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.3 	0.7 	0.9 	0 
SVE,FRE,HCN,TPW,SI,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.3 	0.7 	0.9 	0 
SVE,FRE,HCN,TPW,TOTAL,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.3 	0.7 	0.9 	0 
SVE,FRE,TOTAL,TPW,EU,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.3 	0.7 	0.9 	0 
SVE,FRE,TOTAL,TPW,SI,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.3 	0.7 	0.9 	0 
