species,pres,dest_use,unit,natvessr,geo\time	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 
ARU,FRE_WHL,TOTAL,TPW,EU,IS	: 	44 	: 	: 	: 	: 	: 	: 	11.1 	: 	577.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ARU,FRE_WHL,TOTAL,TPW,IS,IS	570 	540 	2211 	2385 	1700 	1895.766 	2880.2 	266.9 	310.8 	1103.1 	523.8 	263.2 	35.5 	12.5 	25 	10.8 	36.8 	10.6 	: 	: 	: 
ARU,FRE_WHL,TOTAL,TPW,NO,IS	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ARU,FRE_WHL,TOTAL,TPW,PL,IS	: 	44 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ARU,FRE_WHL,TOTAL,TPW,TOTAL,IS	570 	584 	2211 	2385 	1700 	1895.766 	2880.2 	266.9 	321.9 	1103.1 	1101.5 	263.2 	35.5 	12.5 	25 	10.8 	36.8 	10.6 	: 	: 	: 
ARU,FRO,HCN,EUR,EFTA,IS	2309629.7136 	2463242.04 	2461704.68 	3214221.22 	4692085.332 	3954513.8015 	5042519.8578 	8733615.0842 	10587974.6323 	5614612.7474 	4874706.0522 	2420511.0394 	2845576.7346 	2724988.2845 	1927758.3098 	1304933.14 	2689650.3463 	1801928.3793 	: 	: 	: 
ARU,FRO,HCN,EUR,IS,IS	2309629.7136 	2463242.04 	2461704.68 	3214221.22 	4692085.332 	3954513.8015 	5042519.8578 	8733615.0842 	10587974.6323 	5614612.7474 	4874706.0522 	2420511.0394 	2845576.7346 	2724988.2845 	1927758.3098 	1304933.14 	2689650.3463 	1801928.3793 	: 	: 	: 
ARU,FRO,HCN,EUR,TOTAL,IS	2309629.7136 	2463242.04 	2461704.68 	3214221.22 	4692085.332 	3954513.8015 	5042519.8578 	8733615.0842 	10587974.6323 	5614612.7474 	4874706.0522 	2420511.0394 	2845576.7346 	2724988.2845 	1927758.3098 	1304933.14 	2689650.3463 	1801928.3793 	: 	: 	: 
ARU,FRO,HCN,EUR_T,EFTA,IS	659.1409 	637.485 	652.1072 	843.185 	858.099 	727.4621 	1148.4285 	1266.7143 	961.4244 	783.7916 	838.9189 	894.1013 	888.6873 	898.2096 	781.2597 	703.468 	890.9077 	1038.8748 	: 	: 	: 
ARU,FRO,HCN,EUR_T,IS,IS	659.1409 	637.485 	652.1072 	843.185 	858.099 	727.4621 	1148.4285 	1266.7143 	961.4244 	783.7916 	838.9189 	894.1013 	888.6873 	898.2096 	781.2597 	703.468 	890.9077 	1038.8748 	: 	: 	: 
ARU,FRO,HCN,EUR_T,TOTAL,IS	659.1409 	637.485 	652.1072 	843.185 	858.099 	727.4621 	1148.4285 	1266.7143 	961.4244 	783.7916 	838.9189 	894.1013 	888.6873 	898.2096 	781.2597 	703.468 	890.9077 	1038.8748 	: 	: 	: 
ARU,FRO,HCN,TPW,EFTA,IS	3504 	3864 	3775 	3812 	5468 	5436.041 	4390.8 	6894.7 	11012.8 	7163.4 	5810.7 	2707.2 	3202 	3033.8 	2467.5 	1855 	3019 	1734.5 	: 	: 	: 
ARU,FRO,HCN,TPW,IS,IS	3504 	3864 	3775 	3812 	5468 	5436.041 	4390.8 	6894.7 	11012.8 	7163.4 	5810.7 	2707.2 	3202 	3033.8 	2467.5 	1855 	3019 	1734.5 	: 	: 	: 
ARU,FRO,HCN,TPW,TOTAL,IS	3504 	3864 	3775 	3812 	5468 	5436.041 	4390.8 	6894.7 	11012.8 	7163.4 	5810.7 	2707.2 	3202 	3033.8 	2467.5 	1855 	3019 	1734.5 	: 	: 	: 
ARU,FRO,TOTAL,EUR,EFTA,IS	2309629.7136 	2463242.04 	2461704.68 	3214221.22 	4692085.332 	3954513.8015 	5042519.8578 	8733615.0842 	10587974.6323 	5614612.7474 	4874706.0522 	2420511.0394 	2845576.7346 	2724988.2845 	1927758.3098 	1304933.14 	2689650.3463 	1801928.3793 	: 	: 	: 
ARU,FRO,TOTAL,EUR,IS,IS	2309629.7136 	2463242.04 	2461704.68 	3214221.22 	4692085.332 	3954513.8015 	5042519.8578 	8733615.0842 	10587974.6323 	5614612.7474 	4874706.0522 	2420511.0394 	2845576.7346 	2724988.2845 	1927758.3098 	1304933.14 	2689650.3463 	1801928.3793 	: 	: 	: 
ARU,FRO,TOTAL,EUR,TOTAL,IS	2309629.7136 	2463242.04 	2461704.68 	3214221.22 	4692085.332 	3954513.8015 	5042519.8578 	8733615.0842 	10587974.6323 	5614612.7474 	4874706.0522 	2420511.0394 	2845576.7346 	2724988.2845 	1927758.3098 	1304933.14 	2689650.3463 	1801928.3793 	: 	: 	: 
ARU,FRO,TOTAL,EUR_T,EFTA,IS	659.1409 	637.485 	652.1072 	843.185 	858.099 	727.4621 	1148.4285 	1266.7143 	961.4244 	783.7916 	838.9189 	894.1013 	888.6873 	898.2096 	781.2597 	703.468 	890.9077 	1038.8748 	: 	: 	: 
ARU,FRO,TOTAL,EUR_T,IS,IS	659.1409 	637.485 	652.1072 	843.185 	858.099 	727.4621 	1148.4285 	1266.7143 	961.4244 	783.7916 	838.9189 	894.1013 	888.6873 	898.2096 	781.2597 	703.468 	890.9077 	1038.8748 	: 	: 	: 
ARU,FRO,TOTAL,EUR_T,TOTAL,IS	659.1409 	637.485 	652.1072 	843.185 	858.099 	727.4621 	1148.4285 	1266.7143 	961.4244 	783.7916 	838.9189 	894.1013 	888.6873 	898.2096 	781.2597 	703.468 	890.9077 	1038.8748 	: 	: 	: 
ARU,FRO,TOTAL,TPW,EFTA,IS	3504 	3864 	3775 	3812 	5468 	5436.041 	4390.8 	6894.7 	11012.8 	7163.4 	5810.7 	2707.2 	3202 	3033.8 	2467.5 	1855 	3019 	1734.5 	: 	: 	: 
ARU,FRO,TOTAL,TPW,IS,IS	3504 	3864 	3775 	3812 	5468 	5436.041 	4390.8 	6894.7 	11012.8 	7163.4 	5810.7 	2707.2 	3202 	3033.8 	2467.5 	1855 	3019 	1734.5 	: 	: 	: 
ARU,FRO,TOTAL,TPW,TOTAL,IS	3504 	3864 	3775 	3812 	5468 	5436.041 	4390.8 	6894.7 	11012.8 	7163.4 	5810.7 	2707.2 	3202 	3033.8 	2467.5 	1855 	3019 	1734.5 	: 	: 	: 
ARU,FRO_FIL,HCN,EUR,EFTA,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4371.5873 	: 	: 	: 	: 	: 	: 
ARU,FRO_FIL,HCN,EUR,IS,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4371.5873 	: 	: 	: 	: 	: 	: 
ARU,FRO_FIL,HCN,EUR,TOTAL,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4371.5873 	: 	: 	: 	: 	: 	: 
ARU,FRO_FIL,HCN,EUR_T,EFTA,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1150.4177 	: 	: 	: 	: 	: 	: 
ARU,FRO_FIL,HCN,EUR_T,IS,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1150.4177 	: 	: 	: 	: 	: 	: 
ARU,FRO_FIL,HCN,EUR_T,TOTAL,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1150.4177 	: 	: 	: 	: 	: 	: 
ARU,FRO_FIL,HCN,TPW,EFTA,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3.8 	: 	: 	: 	: 	: 	: 
ARU,FRO_FIL,HCN,TPW,TOTAL,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3.8 	: 	: 	: 	: 	: 	: 
ARU,FRO_FIL,TOTAL,EUR,EFTA,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4371.5873 	: 	: 	: 	: 	: 	: 
ARU,FRO_FIL,TOTAL,EUR,IS,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4371.5873 	: 	: 	: 	: 	: 	: 
ARU,FRO_FIL,TOTAL,EUR,TOTAL,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4371.5873 	: 	: 	: 	: 	: 	: 
ARU,FRO_FIL,TOTAL,EUR_T,EFTA,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1150.4177 	: 	: 	: 	: 	: 	: 
ARU,FRO_FIL,TOTAL,EUR_T,IS,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1150.4177 	: 	: 	: 	: 	: 	: 
ARU,FRO_FIL,TOTAL,EUR_T,TOTAL,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1150.4177 	: 	: 	: 	: 	: 	: 
ARU,FRO_FIL,TOTAL,TPW,EFTA,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3.8 	: 	: 	: 	: 	: 	: 
ARU,FRO_FIL,TOTAL,TPW,IS,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3.8 	: 	: 	: 	: 	: 	: 
ARU,FRO_FIL,TOTAL,TPW,TOTAL,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3.8 	: 	: 	: 	: 	: 	: 
ARU,FRO_GUH,HCN,EUR,EFTA,IS	2309629.7136 	2463242.04 	2461704.68 	3214221.22 	4692085.332 	3960845.7021 	5042519.8578 	8733615.0842 	10587974.6323 	5614612.7474 	4874706.0522 	2420511.0394 	2845576.7346 	2724988.2845 	1923386.7939 	1304933.1993 	2689650.3463 	1801928.3793 	: 	: 	: 
ARU,FRO_GUH,HCN,EUR,IS,IS	2309629.7136 	2463242.04 	2461704.68 	3214221.22 	4692085.332 	3960845.7021 	5042519.8578 	8733615.0842 	10587974.6323 	5614612.7474 	4874706.0522 	2420511.0394 	2845576.7346 	2724988.2845 	1923386.7939 	1304933.1993 	2689650.3463 	1801928.3793 	: 	: 	: 
ARU,FRO_GUH,HCN,EUR,TOTAL,IS	2309629.7136 	2463242.04 	2461704.68 	3214221.22 	4692085.332 	3960845.7021 	5042519.8578 	8733615.0842 	10587974.6323 	5614612.7474 	4874706.0522 	2420511.0394 	2845576.7346 	2724988.2845 	1923386.7939 	1304933.1993 	2689650.3463 	1801928.3793 	: 	: 	: 
ARU,FRO_GUH,HCN,EUR_T,EFTA,IS	659.1409 	637.485 	652.1072 	843.185 	858.099 	728.6269 	1148.4285 	1266.7143 	961.4244 	783.7916 	838.9189 	894.1013 	888.6873 	898.2096 	780.6903 	703.468 	890.9077 	1038.8748 	: 	: 	: 
ARU,FRO_GUH,HCN,EUR_T,IS,IS	659.1409 	637.485 	652.1072 	843.185 	858.099 	728.6269 	1148.4285 	1266.7143 	961.4244 	783.7916 	838.9189 	894.1013 	888.6873 	898.2096 	780.6903 	703.468 	890.9077 	1038.8748 	: 	: 	: 
ARU,FRO_GUH,HCN,EUR_T,TOTAL,IS	659.1409 	637.485 	652.1072 	843.185 	858.099 	728.6269 	1148.4285 	1266.7143 	961.4244 	783.7916 	838.9189 	894.1013 	888.6873 	898.2096 	780.6903 	703.468 	890.9077 	1038.8748 	: 	: 	: 
ARU,FRO_GUH,HCN,TPW,EFTA,IS	3504 	3864 	3775 	3812 	5468 	5436.041 	4390.8 	6894.7 	11012.8 	7163.4 	5810.7 	2707.2 	3202 	3033.8 	2463.7 	1855 	3019 	1734.5 	: 	: 	: 
ARU,FRO_GUH,HCN,TPW,IS,IS	3504 	3864 	3775 	3812 	5468 	5436.041 	4390.8 	6894.7 	11012.8 	7163.4 	5810.7 	2707.2 	3202 	3033.8 	: 	: 	3019 	: 	: 	: 	: 
ARU,FRO_GUH,HCN,TPW,TOTAL,IS	3504 	3864 	3775 	3812 	5468 	5436.041 	4390.8 	6894.7 	11012.8 	7163.4 	5810.7 	2707.2 	3202 	3033.8 	2463.7 	1855 	3019 	1734.5 	: 	: 	: 
ARU,FRO_GUH,TOTAL,EUR,EFTA,IS	2309629.7136 	2463242.04 	2461704.68 	3214221.22 	4692085.332 	3954513.8015 	5042519.8578 	8733615.0842 	10587974.6323 	5614612.7474 	4874706.0522 	2420511.0394 	2845576.7346 	2724988.2845 	1923386.6921 	1304933.14 	2689650.3463 	1801928.3793 	: 	: 	: 
ARU,FRO_GUH,TOTAL,EUR,IS,IS	2309629.7136 	2463242.04 	2461704.68 	3214221.22 	4692085.332 	3954513.8015 	5042519.8578 	8733615.0842 	10587974.6323 	5614612.7474 	4874706.0522 	2420511.0394 	2845576.7346 	2724988.2845 	1923386.6921 	1304933.14 	2689650.3463 	1801928.3793 	: 	: 	: 
ARU,FRO_GUH,TOTAL,EUR,TOTAL,IS	2309629.7136 	2463242.04 	2461704.68 	3214221.22 	4692085.332 	3954513.8015 	5042519.8578 	8733615.0842 	10587974.6323 	5614612.7474 	4874706.0522 	2420511.0394 	2845576.7346 	2724988.2845 	1923386.6921 	1304933.14 	2689650.3463 	1801928.3793 	: 	: 	: 
ARU,FRO_GUH,TOTAL,EUR_T,EFTA,IS	659.1409 	637.485 	652.1072 	843.185 	858.099 	727.4621 	1148.4285 	1266.7143 	961.4244 	783.7916 	838.9189 	894.1013 	888.6873 	898.2096 	780.6903 	703.468 	890.9077 	1038.8748 	: 	: 	: 
ARU,FRO_GUH,TOTAL,EUR_T,IS,IS	659.1409 	637.485 	652.1072 	843.185 	858.099 	727.4621 	1148.4285 	1266.7143 	961.4244 	783.7916 	838.9189 	894.1013 	888.6873 	898.2096 	780.6903 	703.468 	890.9077 	1038.8748 	: 	: 	: 
ARU,FRO_GUH,TOTAL,EUR_T,TOTAL,IS	659.1409 	637.485 	652.1072 	843.185 	858.099 	727.4621 	1148.4285 	1266.7143 	961.4244 	783.7916 	838.9189 	894.1013 	888.6873 	898.2096 	780.6903 	703.468 	890.9077 	1038.8748 	: 	: 	: 
ARU,FRO_GUH,TOTAL,TPW,EFTA,IS	3504 	3864 	3775 	3812 	5468 	5436.041 	4390.8 	6894.7 	11012.8 	7163.4 	5810.7 	2707.2 	3202 	3033.8 	2463.7 	1855 	3019 	1734.5 	: 	: 	: 
ARU,FRO_GUH,TOTAL,TPW,IS,IS	3504 	3864 	3775 	3812 	5468 	5436.041 	4390.8 	6894.7 	11012.8 	7163.4 	5810.7 	2707.2 	3202 	3033.8 	2463.7 	1855 	3019 	1734.5 	: 	: 	: 
ARU,FRO_GUH,TOTAL,TPW,TOTAL,IS	3504 	3864 	3775 	3812 	5468 	5436.041 	4390.8 	6894.7 	11012.8 	7163.4 	5810.7 	2707.2 	3202 	3033.8 	2463.7 	1855 	3019 	1734.5 	: 	: 	: 
ARU,TOTAL,HCN,EUR,DK,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	265329.9266 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ARU,TOTAL,HCN,EUR,EFTA,IS	2477922.0996 	2671248.6052 	3717222.9605 	4782428.978 	5444644.392 	5033172.8472 	7382798.0345 	8885323.4252 	10691353.9525 	5737310.1118 	4944010.6132 	2587216.6817 	2857113.0468 	2729069.2495 	1945466.6481 	1305809.1824 	2699939.5612 	1808644.7799 	: 	: 	: 
ARU,TOTAL,HCN,EUR,EU,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	265329.9266 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ARU,TOTAL,HCN,EUR,IS,IS	2477922.0996 	2671248.6052 	3717222.9605 	4782428.978 	5444644.392 	5033172.8472 	7382798.0345 	8885323.4252 	10691353.9525 	5737310.1118 	4944010.6132 	2587216.6817 	2857113.0468 	2729069.2495 	1945466.6481 	1305809.1824 	2699939.5612 	1808644.7799 	: 	: 	: 
ARU,TOTAL,HCN,EUR,TOTAL,IS	2477922.0996 	2671248.6052 	3717222.9605 	4782428.978 	5444644.392 	5033172.8472 	7382798.0345 	8885323.4252 	10691353.9525 	5737310.1118 	5209340.5398 	2587216.6817 	2857113.0468 	2729069.2495 	1945466.6481 	1305809.1824 	2699939.5612 	1808644.7799 	: 	: 	: 
ARU,TOTAL,HCN,EUR_T,DK,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	459.2867 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ARU,TOTAL,HCN,EUR_T,EFTA,IS	608.2283 	621.5097 	639.7974 	805.3939 	759.5765 	703.5887 	1016.9984 	1240.4472 	955.6176 	760.8761 	813.8289 	870.9994 	882.1517 	895.8636 	780.3717 	694.6163 	883.5459 	1036.4133 	: 	: 	: 
ARU,TOTAL,HCN,EUR_T,EU,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	459.2867 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ARU,TOTAL,HCN,EUR_T,IS,IS	608.2283 	621.5097 	639.7974 	805.3939 	759.5765 	703.5887 	1016.9984 	1240.4472 	955.6176 	760.8761 	813.8289 	870.9994 	882.1517 	895.8636 	780.3717 	694.6163 	883.5459 	1036.4133 	: 	: 	: 
ARU,TOTAL,HCN,EUR_T,TOTAL,IS	608.2283 	621.5097 	639.7974 	805.3939 	759.5765 	703.5887 	1016.9984 	1240.4472 	955.6176 	760.8761 	783.0416 	870.9994 	882.1517 	895.8636 	780.3717 	694.6163 	883.5459 	1036.4133 	: 	: 	: 
ARU,TOTAL,HCN,TPW,DK,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	577.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ARU,TOTAL,HCN,TPW,EFTA,IS	4074 	4298 	5810 	5938 	7168 	7153.573 	7259.4 	7163 	11187.9 	7540.4 	6075 	2970.4 	3238.8 	3046.3 	2493 	1879.9 	3055.8 	1745.1 	: 	: 	: 
ARU,TOTAL,HCN,TPW,EU,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	577.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ARU,TOTAL,HCN,TPW,IS,IS	4074 	4298 	5810 	5938 	7168 	7153.573 	7259.4 	7163 	11187.9 	7540.4 	6075 	2970.4 	3238.8 	3046.3 	2493 	1879.9 	3055.8 	1745.1 	: 	: 	: 
ARU,TOTAL,HCN,TPW,TOTAL,IS	4074 	4298 	5810 	5938 	7168 	7153.573 	7259.4 	7163 	11187.9 	7540.4 	6652.7 	2970.4 	3238.8 	3046.3 	2493 	1879.9 	3055.8 	1745.1 	: 	: 	: 
ARU,TOTAL,IND,EUR,DK,IS	: 	: 	: 	: 	: 	: 	: 	: 	2058.2497 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ARU,TOTAL,IND,EUR,EFTA,IS	: 	14694.2076 	33891.7568 	28126.364 	: 	24116.094 	1884.3028 	: 	24054.6977 	76019.1121 	24118.9161 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ARU,TOTAL,IND,EUR,EU,IS	: 	5657.872 	: 	: 	: 	: 	: 	: 	2058.2497 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ARU,TOTAL,IND,EUR,IS,IS	: 	14694.2076 	33891.7568 	28126.364 	: 	24116.094 	1884.3028 	: 	24054.6977 	76019.1121 	24118.9161 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ARU,TOTAL,IND,EUR,NO,IS	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ARU,TOTAL,IND,EUR,PL,IS	: 	5657.872 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ARU,TOTAL,IND,EUR,TOTAL,IS	: 	20352.0796 	33891.7568 	28126.364 	: 	24116.094 	1884.3028 	: 	26112.9474 	76019.1121 	24118.9161 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ARU,TOTAL,IND,EUR_T,DK,IS	: 	: 	: 	: 	: 	: 	: 	: 	185.4279 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ARU,TOTAL,IND,EUR_T,EFTA,IS	: 	138.6246 	192.5668 	108.596 	: 	135.3058 	162.4399 	: 	177.2638 	104.6951 	92.9438 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ARU,TOTAL,IND,EUR_T,EU,IS	: 	128.588 	: 	: 	: 	: 	: 	: 	185.4279 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ARU,TOTAL,IND,EUR_T,IS,IS	: 	138.6246 	192.5668 	108.596 	: 	135.3058 	162.4399 	: 	177.2638 	104.6951 	92.9438 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ARU,TOTAL,IND,EUR_T,PL,IS	: 	128.588 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ARU,TOTAL,IND,EUR_T,TOTAL,IS	: 	135.6805 	192.5668 	108.596 	: 	135.3058 	162.4399 	: 	177.8811 	104.6951 	92.9438 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ARU,TOTAL,IND,TPW,DK,IS	: 	: 	: 	: 	: 	: 	: 	: 	11.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ARU,TOTAL,IND,TPW,EFTA,IS	: 	106 	176 	259 	: 	178.234 	11.6 	: 	135.7 	726.1 	259.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ARU,TOTAL,IND,TPW,EU,IS	: 	44 	: 	: 	: 	: 	: 	: 	11.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ARU,TOTAL,IND,TPW,IS,IS	: 	106 	176 	259 	: 	178.234 	11.6 	: 	135.7 	726.1 	259.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ARU,TOTAL,IND,TPW,NO,IS	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ARU,TOTAL,IND,TPW,PL,IS	: 	44 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ARU,TOTAL,IND,TPW,TOTAL,IS	: 	150 	176 	259 	: 	178.234 	11.6 	: 	146.8 	726.1 	259.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ARU,TOTAL,TOTAL,EUR,DK,IS	: 	: 	: 	: 	: 	: 	: 	: 	2058.2497 	: 	265329.9266 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ARU,TOTAL,TOTAL,EUR,EFTA,IS	2477922.0996 	2685942.8128 	3751114.7173 	4810555.342 	5444644.392 	5057288.9412 	7384682.3374 	8885323.4252 	10715408.6501 	5813329.224 	4968129.5293 	2587216.6817 	2857113.0468 	2729069.2495 	1945466.6481 	1305809.1824 	2699939.5612 	1808644.7799 	: 	: 	: 
ARU,TOTAL,TOTAL,EUR,EU,IS	: 	5657.872 	: 	: 	: 	: 	: 	: 	2058.2497 	: 	265329.9266 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ARU,TOTAL,TOTAL,EUR,IS,IS	2477922.0996 	2685942.8128 	3751114.7173 	4810555.342 	5444644.392 	5057288.9412 	7384682.3374 	8885323.4252 	10715408.6501 	5813329.224 	4968129.5293 	2587216.6817 	2857113.0468 	2729069.2495 	1945466.6481 	1305809.1824 	2699939.5612 	1808644.7799 	: 	: 	: 
ARU,TOTAL,TOTAL,EUR,NO,IS	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ARU,TOTAL,TOTAL,EUR,PL,IS	: 	5657.872 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ARU,TOTAL,TOTAL,EUR,TOTAL,IS	2477922.0996 	2691600.6848 	3751114.7173 	4810555.342 	5444644.392 	5057288.9412 	7384682.3374 	8885323.4252 	10717466.8998 	5813329.224 	5233459.4559 	2587216.6817 	2857113.0468 	2729069.2495 	1945466.6481 	1305809.1824 	2699939.5612 	1808644.7799 	: 	: 	: 
ARU,TOTAL,TOTAL,EUR_T,DK,IS	: 	: 	: 	: 	: 	: 	: 	: 	185.4279 	: 	459.2867 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ARU,TOTAL,TOTAL,EUR_T,EFTA,IS	608.2283 	609.8871 	626.648 	776.2716 	759.5765 	689.7739 	1015.635 	1240.4472 	946.2899 	703.2395 	784.297 	870.9994 	882.1517 	895.8636 	780.3717 	694.6163 	883.5459 	1036.4133 	: 	: 	: 
ARU,TOTAL,TOTAL,EUR_T,EU,IS	: 	128.588 	: 	: 	: 	: 	: 	: 	185.4279 	: 	459.2867 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ARU,TOTAL,TOTAL,EUR_T,IS,IS	608.2283 	609.8871 	626.648 	776.2716 	759.5765 	689.7739 	1015.635 	1240.4472 	946.2899 	703.2395 	784.297 	870.9994 	882.1517 	895.8636 	780.3717 	694.6163 	883.5459 	1036.4133 	: 	: 	: 
ARU,TOTAL,TOTAL,EUR_T,PL,IS	: 	128.588 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ARU,TOTAL,TOTAL,EUR_T,TOTAL,IS	608.2283 	605.1261 	626.648 	776.2716 	759.5765 	689.7739 	1015.635 	1240.4472 	945.5448 	703.2395 	757.1337 	870.9994 	882.1517 	895.8636 	780.3717 	694.6163 	883.5459 	1036.4133 	: 	: 	: 
ARU,TOTAL,TOTAL,TPW,DK,IS	: 	: 	: 	: 	: 	: 	: 	: 	11.1 	: 	577.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ARU,TOTAL,TOTAL,TPW,EFTA,IS	4074 	4404 	5986 	6197 	7168 	7331.807 	7271 	7163 	11323.6 	8266.5 	6334.5 	2970.4 	3238.8 	3046.3 	2493 	1879.9 	3055.8 	1745.1 	: 	: 	: 
ARU,TOTAL,TOTAL,TPW,EU,IS	: 	44 	: 	: 	: 	: 	: 	: 	11.1 	: 	577.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ARU,TOTAL,TOTAL,TPW,IS,IS	4074 	4404 	5986 	6197 	7168 	7331.807 	7271 	7163 	11323.6 	8266.5 	6334.5 	2970.4 	3238.8 	3046.3 	2493 	1879.9 	3055.8 	1745.1 	: 	: 	: 
ARU,TOTAL,TOTAL,TPW,NO,IS	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ARU,TOTAL,TOTAL,TPW,PL,IS	: 	44 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ARU,TOTAL,TOTAL,TPW,TOTAL,IS	4074 	4448 	5986 	6197 	7168 	7331.807 	7271 	7163 	11334.7 	8266.5 	6912.2 	2970.4 	3238.8 	3046.3 	2493 	1879.9 	3055.8 	1745.1 	: 	: 	: 
BFT,FRE,HCN,EUR,EFTA,IS	: 	0 	313.3543 	22071.0045 	333950.6987 	6708.313 	47182.8035 	16884.5249 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
